"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-05-01,"AN",8464411,17.838,7062213,17.598,1907190,669700,248500,48650,2874040,33.954,16.32,0,0,0,0,253890,18400,29300,324090,3.829,2844942,1132313,1712629,33.611,98.988,17.118,13030,0.154,0.46,3205,9825,363351,4.293,-2.729,16.488,2007723,856314,1151409,23.72,10.117,28.429,12.125,3653,9825,0.043,0.116,209611,172835,2.476,2.042,2.968,2.447,0.182,-7.063,1.161,3.711,-4.036,-8.51,-5.389,-0.531,2021-05-13,2021-06-30,2021-08-18,2021-07-10,2021-09-19,2021-11-29,2021-06-23,2021-08-23,2021-10-22
"AR",2021-05-01,"AR",1329391,2.802,1132764,2.823,393435,105200,51800,7600,558035,41.977,3.169,0,0,0,0,60840,2900,6000,73240,5.509,528284,221842,306442,39.739,94.669,3.179,4070,0.306,0.776,1622,2448,70220,5.282,3.466,3.186,380145,153221,226924,28.595,11.526,33.559,13.526,2625,2448,0.197,0.184,45667,28280,3.435,2.127,4.031,2.497,0.695,2.454,1.624,3.31,13.455,13.098,14.056,13.322,2021-05-13,2021-06-30,2021-08-18,2021-07-10,2021-09-19,2021-11-29,2021-06-23,2021-08-23,2021-10-22
"AS",2021-05-01,"AS",1018784,2.147,901209,2.246,372965,80600,47600,5850,507015,49.767,2.879,0,0,0,0,53820,2200,5400,64120,6.294,490451,174557,315894,48.141,96.733,2.951,15795,1.55,3.328,9939,5856,72503,7.117,16.818,3.29,335886,157947,177939,32.969,15.503,37.271,17.526,11006,5856,1.08,0.575,43006,32077,4.221,3.149,4.772,3.559,3.388,16.044,3.85,18.213,37.448,34.094,31.503,52.424,2021-05-13,2021-06-30,2021-08-18,2021-07-10,2021-09-19,2021-11-29,2021-06-23,2021-08-23,2021-10-22
"IB",2021-05-01,"IB",1171543,2.469,986279,2.458,214470,92500,27900,6700,341570,29.156,1.94,0,0,0,0,30420,2600,3600,39720,3.39,323858,144999,178859,27.644,94.815,1.949,4511,0.385,1.413,1523,2988,36097,3.081,-0.105,1.638,238126,89430,148696,20.326,7.634,24.144,9.067,1518,2988,0.13,0.255,21049,17520,1.797,1.495,2.134,1.776,0.642,-11.208,3.457,8.604,-21.061,-21.426,-18.926,-24.943,2021-05-13,2021-06-30,2021-08-18,2021-07-10,2021-09-19,2021-11-29,2021-06-23,2021-08-23,2021-10-22
"CN",2021-05-01,"CN",2175952,4.586,1871033,4.662,420000,172100,54700,12500,659300,30.299,3.744,0,0,0,0,57330,4700,6900,74730,3.434,611308,272063,339245,28.094,92.721,3.678,2962,0.136,0.487,-752,3714,65875,3.027,-6.611,2.989,448481,169622,278859,20.611,7.795,23.97,9.066,-147,3714,-0.007,0.171,39045,32015,1.794,1.471,2.087,1.711,-0.033,-15.386,2.239,5.271,-19.799,-18.36,-17.789,-23.361,2021-05-13,2021-06-30,2021-08-18,2021-07-10,2021-09-19,2021-11-29,2021-06-23,2021-08-23,2021-10-22
"CB",2021-05-01,"CB",582905,1.228,501384,1.249,176235,46000,22500,3300,248035,42.552,1.408,0,0,0,0,25740,1300,2600,31140,5.342,230903,89839,141064,39.612,93.093,1.389,6866,1.178,3.065,4322,2544,39601,6.794,11.248,1.797,160927,70532,90395,27.608,12.1,32.097,14.067,4395,2544,0.754,0.436,25475,14681,4.37,2.519,5.081,2.928,2.808,6.952,3.742,19.737,13.111,14.658,10.119,18.966,2021-05-13,2021-06-30,2021-08-18,2021-07-10,2021-09-19,2021-11-29,2021-06-23,2021-08-23,2021-10-22
"CL",2021-05-01,"CL",2394918,5.047,2092873,5.215,877215,189500,113700,13800,1194215,49.865,6.781,0,0,0,0,136890,5200,12900,161390,6.739,1079103,410960,668143,45.058,90.361,6.493,12041,0.503,1.128,6078,5963,152740,6.378,-2.286,6.931,751281,334071,417210,31.37,13.949,35.897,15.962,7064,5963,0.295,0.249,96878,61787,4.045,2.58,4.629,2.952,0.949,-6.129,1.817,5.847,28.651,34.357,25.125,37.145,2021-05-13,2021-06-30,2021-08-18,2021-07-10,2021-09-19,2021-11-29,2021-06-23,2021-08-23,2021-10-22
"CM",2021-05-01,"CM",2045221,4.31,1719964,4.286,552105,161800,71900,11700,797505,38.994,4.529,0,0,0,0,83070,4500,8100,101070,4.942,735607,296294,439313,35.967,92.239,4.426,9888,0.483,1.363,6425,3463,95727,4.681,3.531,4.344,520625,219656,300969,25.456,10.74,30.27,12.771,6698,3463,0.327,0.169,68924,30837,3.37,1.508,4.007,1.793,1.303,1.041,1.602,7.637,2.691,5.081,1.536,5.594,2021-05-13,2021-06-30,2021-08-18,2021-07-10,2021-09-19,2021-11-29,2021-06-23,2021-08-23,2021-10-22
"CT",2021-05-01,"CT",7780479,16.397,6531658,16.276,1887830,615500,251300,44700,2799330,35.979,15.896,0,0,0,0,280800,16900,30200,348600,4.48,2636583,1037464,1599119,33.887,94.186,15.864,45948,0.591,1.774,29738,16210,324276,4.168,9.754,14.715,1850763,799560,1051203,23.787,10.276,28.335,12.241,30051,16210,0.386,0.208,159877,177804,2.055,2.285,2.448,2.722,1.651,11.503,2.069,7.438,-3.251,-3.055,-5.121,1.032,2021-05-13,2021-06-30,2021-08-18,2021-07-10,2021-09-19,2021-11-29,2021-06-23,2021-08-23,2021-10-22
"VC",2021-05-01,"VC",5057353,10.658,4269305,10.639,1136260,4e+05,151600,29000,1716860,33.948,9.749,0,0,0,0,174330,10900,20000,218630,4.323,1677500,701602,975898,33.17,97.707,10.093,10973,0.217,0.658,1301,9672,240047,4.746,0.022,10.892,1199285,487949,711336,23.714,9.648,28.091,11.429,1617,9672,0.032,0.191,142634,106259,2.82,2.101,3.341,2.489,0.135,-3.86,2.022,5.152,-5.301,-8.529,-5.413,-5.142,2021-05-13,2021-06-30,2021-08-18,2021-07-10,2021-09-19,2021-11-29,2021-06-23,2021-08-23,2021-10-22
"EX",2021-05-01,"EX",1063987,2.242,911213,2.271,322415,84000,40800,6100,453315,42.605,2.574,0,0,0,0,45630,2300,4600,55330,5.2,451952,165147,286805,42.477,99.699,2.719,9338,0.878,2.11,5213,4125,59210,5.565,13.407,2.687,310864,143402,167462,29.217,13.478,34.115,15.737,5721,4125,0.538,0.388,33169,28355,3.117,2.665,3.64,3.112,1.875,11.797,2.962,16.462,21.276,14.808,16.537,32.514,2021-05-13,2021-06-30,2021-08-18,2021-07-10,2021-09-19,2021-11-29,2021-06-23,2021-08-23,2021-10-22
"GA",2021-05-01,"GA",2701819,5.694,2362643,5.887,886975,213900,113300,15550,1229725,45.515,6.983,0,0,0,0,143910,5900,14500,171510,6.348,1123857,485258,638599,41.596,91.391,6.762,29276,1.084,2.675,-3068,32344,160479,5.94,12.689,7.282,809809,319299,490510,29.973,11.818,34.276,13.514,-2827,32344,-0.105,1.197,90980,73203,3.367,2.709,3.851,3.098,-0.348,-12.053,11.271,70.426,18.757,22.638,19.552,16.193,2021-05-13,2021-06-30,2021-08-18,2021-07-10,2021-09-19,2021-11-29,2021-06-23,2021-08-23,2021-10-22
"RI",2021-05-01,"RI",319914,0.674,270788,0.675,92495,25100,11600,1900,131095,40.978,0.744,0,0,0,0,14040,600,1400,16940,5.295,124617,57343,67274,38.953,95.059,0.75,1370,0.428,1.112,934,436,15619,4.882,2.326,0.709,91387,33637,57750,28.566,10.514,33.749,12.422,936,436,0.293,0.136,10051,5959,3.142,1.863,3.712,2.201,1.035,-0.741,1.313,7.505,11.276,10.386,13.94,3.372,2021-05-13,2021-06-30,2021-08-18,2021-07-10,2021-09-19,2021-11-29,2021-06-23,2021-08-23,2021-10-22
"MD",2021-05-01,"MD",6779888,14.288,5695623,14.193,1539645,536700,204000,38900,2319245,34.208,13.17,0,0,0,0,226980,14800,24700,284480,4.196,2144247,1041419,1102828,31.627,92.455,12.902,41315,0.609,1.965,22322,18993,272905,4.025,6.892,12.383,1600252,551414,1048838,23.603,8.133,28.096,9.681,29298,18993,0.432,0.28,196662,83658,2.901,1.234,3.453,1.469,1.865,3.937,3.567,25.724,-9.7,-7.825,-5.855,-20.037,2021-05-13,2021-06-30,2021-08-18,2021-07-10,2021-09-19,2021-11-29,2021-06-23,2021-08-23,2021-10-22
