"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-04-15,"EX",1063987,2.242,911213,2.271,244025,70900,36200,351125,33.001,2.583,0,0,0,0,32760,0,8100,40860,3.84,327974,137130,190844,30.825,93.407,2.76,14220,1.336,4.532,8975,5245,59627,5.604,1.257,2.876,232552,95422,137130,21.857,8.968,25.521,10.472,8975,5245,0.844,0.493,47152,12475,4.432,1.172,5.175,1.369,4.014,-3.521,5.816,24.576,23.104,15.21,20.153,30.786,2021-05-06,2021-06-11,2021-07-17,2022-03-10,2022-12-21,2023-10-02,2022-01-03,2022-09-01,2023-04-30
"GA",2021-04-15,"GA",2701819,5.694,2362643,5.887,637765,180300,98800,916865,33.935,6.746,0,0,0,0,105300,0,25200,130500,4.83,803159,397519,405640,29.727,87.598,6.758,26542,0.982,3.418,20168,6374,178414,6.603,-6.964,8.604,600339,202820,397519,22.22,7.507,25.41,8.584,20168,6374,0.746,0.236,158439,19975,5.864,0.739,6.706,0.845,3.476,-7.628,3.245,-1.334,18.686,18.476,22.148,9.479,2021-05-06,2021-06-11,2021-07-17,2022-03-10,2022-12-21,2023-10-02,2022-01-03,2022-09-01,2023-04-30
"RI",2021-04-15,"RI",319914,0.674,270788,0.675,69095,21300,10200,100595,31.444,0.74,0,0,0,0,9360,0,2400,11760,3.676,89433,37793,51640,27.955,88.904,0.752,2504,0.783,2.881,1920,584,16059,5.02,6.021,0.774,63613,25820,37793,19.884,8.071,23.492,9.535,1920,584,0.6,0.183,14718,1341,4.601,0.419,5.435,0.495,3.112,3.882,2.314,36.977,11.573,9.792,9.307,17.705,2021-05-06,2021-06-11,2021-07-17,2022-03-10,2022-12-21,2023-10-02,2022-01-03,2022-09-01,2023-04-30
"MD",2021-04-15,"MD",6779888,14.288,5695623,14.193,1154715,452500,179300,1786515,26.35,13.144,0,0,0,0,157950,0,43200,201150,2.967,1563931,683029,880902,23.067,87.541,13.159,47739,0.704,3.149,45167,2572,276789,4.083,-0.065,13.349,1123480,440451,683029,16.571,6.496,19.725,7.733,45167,2572,0.666,0.038,255044,21745,3.762,0.321,4.478,0.382,4.189,3.413,0.587,-28.336,-7.902,-8.007,-8.906,-5.265,2021-05-06,2021-06-11,2021-07-17,2022-03-10,2022-12-21,2023-10-02,2022-01-03,2022-09-01,2023-04-30
"MC",2021-04-15,"MC",1511251,3.185,1237479,3.084,260465,100800,37700,398965,26.4,2.935,0,0,0,0,31590,0,8300,39890,2.64,300425,98207,202218,19.879,75.301,2.528,6723,0.445,2.289,5600,1123,30313,2.006,2.969,1.462,199316,101109,98207,13.189,6.69,16.107,8.171,5600,1123,0.371,0.074,23711,6602,1.569,0.437,1.916,0.534,2.891,16.728,1.123,-27.657,-20.628,-7.849,-27.497,-2.435,2021-05-06,2021-06-11,2021-07-17,2022-03-10,2022-12-21,2023-10-02,2022-01-03,2022-09-01,2023-04-30
"NC",2021-04-15,"NC",661197,1.393,552935,1.378,130605,44100,20100,194805,29.462,1.433,0,0,0,0,17550,0,4700,22250,3.365,171777,67835,103942,25.98,88.179,1.445,4734,0.716,2.834,2996,1738,30652,4.636,2.344,1.478,119806,51971,67835,18.12,7.86,21.667,9.399,2996,1738,0.453,0.263,24178,6474,3.657,0.979,4.373,1.171,2.565,2.811,3.46,0.637,3.733,2.872,-0.39,14.627,2021-05-06,2021-06-11,2021-07-17,2022-03-10,2022-12-21,2023-10-02,2022-01-03,2022-09-01,2023-04-30
"PV",2021-04-15,"PV",2220504,4.68,1898123,4.73,454950,148200,70900,674050,30.356,4.959,0,0,0,0,70200,0,18000,88200,3.972,587349,267163,320186,26.451,87.137,4.942,22979,1.035,4.072,15221,7758,126847,5.713,6.998,6.117,427256,160093,267163,19.241,7.21,22.509,8.434,15221,7758,0.685,0.349,91212,35635,4.108,1.605,4.805,1.877,3.694,10.749,5.093,-1.539,5.598,5.962,5.772,5.148,2021-05-06,2021-06-11,2021-07-17,2022-03-10,2022-12-21,2023-10-02,2022-01-03,2022-09-01,2023-04-30
"CE",2021-04-15,"CE",84202,0.177,66158,0.165,10170,5800,1600,17570,20.866,0.129,0,0,0,0,1170,0,300,1470,1.746,17103,9539,7564,20.312,97.342,0.144,339,0.403,2.022,263,76,1970,2.34,-18.121,0.095,13321,3782,9539,15.82,4.492,20.135,5.717,263,76,0.312,0.09,1828,142,2.171,0.169,2.763,0.215,2.014,-21.847,2.051,111.94,-18.644,-27.119,-13.034,-34.49,2021-05-06,2021-06-11,2021-07-17,2022-03-10,2022-12-21,2023-10-02,2022-01-03,2022-09-01,2023-04-30
"ML",2021-04-15,"ML",87076,0.184,66178,0.165,10170,5800,1200,17170,19.718,0.126,0,0,0,0,1170,0,0,1170,1.344,15028,6908,8120,17.258,87.525,0.126,322,0.37,2.19,119,203,2431,2.792,-22.183,0.117,10968,4060,6908,12.596,4.663,16.573,6.135,119,203,0.137,0.233,1008,1423,1.158,1.634,1.523,2.15,1.097,-42.629,5.263,4.097,-31.522,-31.522,-30.757,-31.996,2021-05-06,2021-06-11,2021-07-17,2022-03-10,2022-12-21,2023-10-02,2022-01-03,2022-09-01,2023-04-30
"FFAA",2021-04-15,"FFAA",NA,NA,NA,NA,19500,66100,0,85600,NA,0.63,0,0,0,0,0,0,0,0,NA,69500,58676,10824,NA,81.192,0.585,375,NA,0.542,295,80,7204,NA,-34.888,0.347,64088,5412,58676,NA,NA,NA,NA,295,80,NA,NA,7046,158,NA,NA,NA,NA,0.462,-34.541,1.5,-47.333,NA,NA,NA,NA,2021-05-06,2021-06-11,2021-07-17,2022-03-10,2022-12-21,2023-10-02,2022-01-03,2022-09-01,2023-04-30
"ES",2021-04-15,"ES",47450795,100,40129822,100,8954205,3265100,1372500,13591805,28.644,100,0,0,0,0,1236690,32900,328500,1598090,3.368,11885085,5378011,6507074,25.047,87.443,100,449012,0.946,3.926,380661,68351,2073556,4.37,-0.225,100,8631548,3253537,5378011,18.191,6.857,21.509,8.108,380661,68351,0.802,0.144,1840469,233087,3.879,0.491,4.586,0.581,4.614,0.305,2.146,-4.219,0,0,0,0,2021-05-06,2021-06-11,2021-07-17,2022-03-10,2022-12-21,2023-10-02,2022-01-03,2022-09-01,2023-04-30
