"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,568710,74500,36300,679510,18.76,561803,82.7,208721,19.135,5.167,2.466,2.955,3.034,-0.081,1.281,1.5,6.637,7.269,0,0,0,0,0,0,0,0.085,133600,93600,0,40000,31990,130161,0.067,0.274,-74.6530989824237,-81.3370473537604
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,96255,11700,6300,114255,3.154,106629,93.3,42429,3.632,12.574,3.192,3.746,3.831,29.326,28.358,28.163,8.021,29.631,0,0,0,0,0,0,0,0.006,21510,15210,0,6300,6770,18332,0.014,0.039,-96.3922294172063,-96.100278551532
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,98015,9000,6300,113315,3.128,90123,79.5,36392,3.07,45.709,3.572,4.038,4.109,44.744,38.382,37.484,8.846,42.968,0,0,0,0,0,0,0,0.027,18840,14040,0,4800,3446,11677,0.007,0.025,-97.6873265494912,-98.050139275766
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,49500,10300,3200,63000,1.739,50921,80.8,20499,1.734,-29.555,1.75,2.078,2.129,-29.099,-28.775,-28.777,4.346,-29.754,0,0,0,0,0,0,0,0.006,12520,7020,0,5500,3816,10297,0.008,0.022,-97.9648473635523,-97.7715877437326
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,111120,19200,7000,137320,3.791,115542,84.1,48759,3.935,-17.333,2.241,2.606,2.669,-9.201,-10.695,-10.69,5.31,-14.182,0,0,0,0,0,0,0,0.012,27850,17550,0,10300,7980,16226,0.017,0.034,-96.854764107308,-95.2646239554318
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,47535,5100,2900,55535,1.533,45835,82.5,19376,1.561,24.853,3.324,3.865,3.95,34.692,32.432,32.145,7.863,27.082,0,0,0,0,0,0,0,0.001,10890,8190,0,2700,1898,6128,0.004,0.013,-98.7974098057354,-98.8857938718663
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,211485,21100,13500,246085,6.794,208907,84.9,84052,7.115,34.612,3.51,4.016,4.096,42.211,37.628,37.037,8.723,40.977,0,0,0,0,0,0,0,0.035,45230,33930,0,11300,8619,30076,0.018,0.063,-94.1720629047179,-94.9860724233983
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,143775,18000,9200,170975,4.72,140140,82,59845,4.773,9.518,2.926,3.479,3.567,18.567,19.236,19.356,6.852,10.741,0,0,0,0,0,0,0,0.009,33100,23400,0,9700,18155,22469,0.038,0.047,-95.6521739130435,-89.4150417827298
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,489680,68600,31400,589680,16.28,465569,79,176286,15.857,-0.715,2.266,2.699,2.767,-8.19,-7.51,-7.432,5.984,-3.292,0,0,0,0,0,0,0,0.024,116360,79560,0,36800,24195,89050,0.051,0.188,-82.6086956521739,-85.7938718662953
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,247060,44500,15700,307260,8.483,254502,82.8,97384,8.668,-20.409,1.926,2.281,2.337,-21.974,-21.832,-21.793,5.032,-18.669,0,0,0,0,0,0,0,0.018,63680,39780,0,23900,4951,40492,0.01,0.085,-92.1369102682701,-97.2144846796657
