"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,88415,9300,5400,103115,2.847,89067,86.4,36485,3.034,26.975,3.429,4.004,4.098,38.949,37.213,37.121,8.371,35.29,0,0,0,0,0,0,0,0.004,19040,14040,0,5000,5984,13464,0.013,0.028,-97.4098057354302,-96.3788300835655
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,153385,23800,9800,186985,5.162,149893,80.2,57611,5.105,-9.339,2.132,2.438,2.485,-13.598,-16.438,-16.866,5.548,-10.337,0,0,0,0,0,0,0,0.025,37370,24570,0,12800,2424,25160,0.005,0.053,-95.0971322849214,-98.6072423398329
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,23465,2800,1400,27665,0.764,23349,84.4,8848,0.795,13.319,2.766,3.268,3.345,12.07,11.974,11.924,7.299,17.956,0,0,0,0,0,0,0,0.001,5010,3510,0,1500,483,3381,0.001,0.007,-99.3524514338575,-99.7214484679666
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,398895,59800,25400,484095,13.365,372775,77,166475,12.697,-6.461,2.455,2.923,2.994,-0.504,0.163,0.184,5.498,-11.139,0,0,0,0,0,0,0,0.011,97620,65520,0,32100,26922,53631,0.057,0.113,-89.5467160037003,-84.1225626740947
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,103685,13300,6600,123585,3.412,99781,80.7,43159,3.399,7.124,2.856,3.488,3.588,15.721,19.518,20.059,6.603,6.708,0,0,0,0,0,0,0,0.01,23480,16380,0,7100,10910,15670,0.023,0.033,-96.9472710453284,-93.5933147632312
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,46365,5800,2900,55065,1.52,45364,82.4,18445,1.545,9.133,2.79,3.336,3.422,13.038,14.316,14.491,6.861,10.883,0,0,0,0,0,0,0,0.006,10120,7020,0,3100,3909,6168,0.008,0.013,-98.7974098057354,-97.7715877437326
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,127350,19600,7900,154850,4.275,107391,69.4,43919,3.658,-8.652,1.978,2.314,2.366,-19.855,-20.708,-20.839,4.836,-21.837,0,0,0,0,0,0,0,0.012,30390,19890,0,10500,7794,17508,0.016,0.037,-96.577243293247,-95.5431754874652
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,4320,800,400,5520,0.152,4695,85.1,1086,0.16,-13.901,1.29,1.642,1.697,-47.738,-43.747,-43.21,5.576,-9.885,0,0,0,0,0,0,0,0.001,400,0,0,400,123,1998,0,0.004,-99.6299722479186,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,3150,800,400,4350,0.12,3725,85.6,1255,0.127,-34.732,1.441,1.896,1.965,-41.599,-35.012,-34.24,4.278,-30.863,0,0,0,0,0,0,0,0.001,400,0,0,400,172,1078,0,0.002,-99.8149861239593,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,3012165,418000,192000,3622165,100,2936011,81.057,1171026,100,0,2.468,2.918,2.989,0,0,0,6.187,0,0,0,0,0,0,0,0,0.294,707410,483210,0,224200,170541,512966,0.359,1.081,0,0
