"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-04-19,"EX",1063987,2.242,911213,2.271,244025,74000,36200,354225,33.292,2.585,0,0,0,0,32760,3100,8100,43960,4.132,351936,150216,201720,33.077,99.354,2.738,3569,0.335,1.024,3169,400,52909,4.973,-1.908,2.558,251076,100860,150216,23.598,9.479,27.554,11.069,3169,400,0.298,0.038,38285,14624,3.598,1.374,4.202,1.605,1.278,-3.35,0.398,2.08,22.123,15.299,18.595,31.836,2021-05-08,2021-06-14,2021-07-22,2021-12-24,2022-07-31,2023-03-06,2021-11-04,2022-05-08,2022-11-09
"GA",2021-04-19,"GA",2701819,5.694,2362643,5.887,637765,188300,98800,924865,34.231,6.749,0,0,0,0,105300,8000,25200,138500,5.126,865840,433366,432474,32.047,93.618,6.736,16087,0.595,1.893,13963,2124,133154,4.928,-6.255,6.437,649603,216237,433366,24.043,8.003,27.495,9.152,13964,2124,0.517,0.079,102973,30181,3.811,1.117,4.358,1.277,2.197,-9.494,0.992,6.794,18.3,18.528,20.831,11.307,2021-05-08,2021-06-14,2021-07-22,2021-12-24,2022-07-31,2023-03-06,2021-11-04,2022-05-08,2022-11-09
"RI",2021-04-19,"RI",319914,0.674,270788,0.675,69095,22200,10200,101495,31.726,0.741,0,0,0,0,9360,900,2400,12660,3.957,96354,43952,52402,30.119,94.935,0.75,1289,0.403,1.356,1220,69,14284,4.465,1.76,0.691,70153,26201,43952,21.929,8.19,25.907,9.676,1220,69,0.381,0.022,12937,1347,4.044,0.421,4.778,0.497,1.77,1.746,0.264,1.891,11.276,9.941,10.207,13.908,2021-05-08,2021-06-14,2021-07-22,2021-12-24,2022-07-31,2023-03-06,2021-11-04,2022-05-08,2022-11-09
"MD",2021-04-19,"MD",6779888,14.288,5695623,14.193,1154715,472500,179300,1806515,26.645,13.183,0,0,0,0,157950,20000,43200,221150,3.262,1679161,774011,905150,24.767,92.95,13.064,22134,0.326,1.336,18823,3311,259586,3.829,-3.16,12.549,1226586,452575,774011,18.092,6.675,21.536,7.946,18823,3311,0.278,0.049,238636,20950,3.52,0.309,4.19,0.368,1.559,-4.02,0.737,7.851,-8.567,-7.734,-9.076,-7.163,2021-05-08,2021-06-14,2021-07-22,2021-12-24,2022-07-31,2023-03-06,2021-11-04,2022-05-08,2022-11-09
"MC",2021-04-19,"MC",1511251,3.185,1237479,3.084,260465,105200,37700,403365,26.691,2.944,0,0,0,0,31590,4400,8300,44290,2.931,334549,130395,204154,22.137,82.94,2.603,5436,0.36,1.652,5330,106,48936,3.238,6.501,2.366,232472,102077,130395,15.383,6.754,18.786,8.249,5330,106,0.353,0.007,46265,2671,3.061,0.177,3.739,0.216,2.347,7.189,0.104,-4.162,-18.273,-7.567,-22.691,-6.064,2021-05-08,2021-06-14,2021-07-22,2021-12-24,2022-07-31,2023-03-06,2021-11-04,2022-05-08,2022-11-09
"NC",2021-04-19,"NC",661197,1.393,552935,1.378,130605,46000,20100,196705,29.75,1.435,0,0,0,0,17550,1900,4700,24150,3.652,189103,78409,110694,28.6,96.135,1.471,4024,0.609,2.174,3599,425,31375,4.745,0.439,1.517,133756,55347,78409,20.229,8.371,24.19,10.01,3599,425,0.544,0.064,24346,7029,3.682,1.063,4.403,1.271,2.765,1.514,0.774,-3.115,5.599,3.015,1.663,16.426,2021-05-08,2021-06-14,2021-07-22,2021-12-24,2022-07-31,2023-03-06,2021-11-04,2022-05-08,2022-11-09
"PV",2021-04-19,"PV",2220504,4.68,1898123,4.73,454950,154700,70900,680550,30.648,4.966,0,0,0,0,70200,6500,18000,94700,4.265,628743,287595,341148,28.315,92.387,4.892,8083,0.364,1.302,6141,1942,92926,4.185,-10.696,4.492,458169,170574,287595,20.634,7.682,24.138,8.986,6141,1942,0.277,0.087,57273,35653,2.579,1.606,3.017,1.878,1.359,-16.168,1.152,-0.235,4.53,6.111,3.699,6.843,2021-05-08,2021-06-14,2021-07-22,2021-12-24,2022-07-31,2023-03-06,2021-11-04,2022-05-08,2022-11-09
"CE",2021-04-19,"CE",84202,0.177,66158,0.165,10170,6100,1600,17870,21.223,0.13,0,0,0,0,1170,300,300,1770,2.102,17862,10278,7584,21.213,99.955,0.139,37,0.044,0.208,37,0,2063,2.45,-3.282,0.1,14070,3792,10278,16.71,4.503,21.267,5.732,37,0,0.044,0,1913,150,2.272,0.178,2.892,0.227,0.264,-3.53,0,0,-21.469,-26.554,-16.022,-37.371,2021-05-08,2021-06-14,2021-07-22,2021-12-24,2022-07-31,2023-03-06,2021-11-04,2022-05-08,2022-11-09
"ML",2021-04-19,"ML",87076,0.184,66178,0.165,10170,6100,1500,17770,20.407,0.13,0,0,0,0,1170,300,300,1770,2.033,16215,7627,8588,18.622,91.249,0.126,231,0.265,1.445,231,0,2525,2.9,1.081,0.122,11921,4294,7627,13.69,4.931,18.014,6.489,231,0,0.265,0,1662,863,1.909,0.991,2.511,1.304,1.976,13.061,0,-16.132,-31.522,-29.348,-31.199,-31.419,2021-05-08,2021-06-14,2021-07-22,2021-12-24,2022-07-31,2023-03-06,2021-11-04,2022-05-08,2022-11-09
"FFAA",2021-04-19,"FFAA",NA,NA,NA,NA,19500,66100,0,85600,NA,0.625,0,0,0,0,0,0,0,0,NA,70111,58949,11162,NA,81.905,0.545,131,NA,0.187,102,29,1635,NA,-32.605,0.079,64530,5581,58949,NA,NA,NA,NA,103,29,NA,NA,1379,256,NA,NA,NA,NA,0.16,-36.974,0.522,8.017,NA,NA,NA,NA,2021-05-08,2021-06-14,2021-07-22,2021-12-24,2022-07-31,2023-03-06,2021-11-04,2022-05-08,2022-11-09
"ES",2021-04-19,"ES",47450795,100,40129822,100,8958885,3371400,1372800,13703085,28.879,100,0,0,0,0,1241370,139200,328800,1709370,3.602,12853599,6029771,6823828,27.088,93.801,100,174281,0.367,1.375,146543,27738,2068602,4.359,-0.486,100,9441685,3411914,6029771,19.898,7.19,23.528,8.502,146544,27738,0.309,0.058,1765125,303477,3.72,0.64,4.399,0.756,1.577,-1.437,0.82,5.43,0,0,0,0,2021-05-08,2021-06-14,2021-07-22,2021-12-24,2022-07-31,2023-03-06,2021-11-04,2022-05-08,2022-11-09
