"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-05-02,"AN",8464411,17.838,7062213,17.598,1907190,669700,248500,48650,2874040,33.954,16.32,0,0,0,0,253890,18400,29300,324090,3.829,2857971,1125692,1732279,33.765,99.441,16.936,13029,0.154,0.458,3203,9826,353156,4.172,-2.806,15.293,2011376,866140,1145236,23.763,10.233,28.481,12.264,3653,9826,0.043,0.116,193681,179020,2.288,2.115,2.742,2.535,0.182,-7.6,1.147,3.579,-5.057,-8.51,-6.264,-2.151,2021-05-13,2021-07-01,2021-08-18,2021-07-03,2021-09-04,2021-11-07,2021-06-18,2021-08-11,2021-10-04
"AR",2021-05-02,"AR",1329391,2.802,1132764,2.823,393435,105200,51800,7600,558035,41.977,3.169,0,0,0,0,60840,2900,6000,73240,5.509,532354,221016,311338,40.045,95.398,3.155,4070,0.306,0.77,1622,2448,72573,5.459,3.351,3.143,382769,155669,227100,28.793,11.71,33.791,13.742,2624,2448,0.197,0.184,46760,29187,3.517,2.196,4.128,2.577,0.69,2.393,1.598,3.207,12.598,13.098,13.577,11.972,2021-05-13,2021-07-01,2021-08-18,2021-07-03,2021-09-04,2021-11-07,2021-06-18,2021-08-11,2021-10-04
"AS",2021-05-02,"AS",1018784,2.147,901209,2.246,372965,80600,47600,5850,507015,49.767,2.879,0,0,0,0,53820,2200,5400,64120,6.294,506245,178639,327606,49.691,99.848,3,15794,1.55,3.22,9938,5856,82939,8.141,14.394,3.592,346892,163803,183089,34.05,16.078,38.492,18.176,11006,5856,1.08,0.575,48953,37020,4.805,3.634,5.432,4.108,3.277,13.828,3.708,15.41,39.73,34.094,34.314,53.739,2021-05-13,2021-07-01,2021-08-18,2021-07-03,2021-09-04,2021-11-07,2021-06-18,2021-08-11,2021-10-04
"IB",2021-05-02,"IB",1171543,2.469,986279,2.458,214470,92500,27900,6700,341570,29.156,1.94,0,0,0,0,30420,2600,3600,39720,3.39,328370,143535,184835,28.029,96.135,1.946,4512,0.385,1.393,1525,2987,36061,3.078,-0.1,1.562,239644,92417,147227,20.455,7.888,24.298,9.37,1518,2987,0.13,0.255,18393,18906,1.57,1.614,1.865,1.917,0.637,-12.618,3.34,7.911,-21.183,-21.426,-19.313,-24.574,2021-05-13,2021-07-01,2021-08-18,2021-07-03,2021-09-04,2021-11-07,2021-06-18,2021-08-11,2021-10-04
"CN",2021-05-02,"CN",2175952,4.586,1871033,4.662,420000,172100,54700,12500,659300,30.299,3.744,0,0,0,0,57330,4700,6900,74730,3.434,614269,267596,346673,28.23,93.17,3.64,2961,0.136,0.484,-754,3715,61211,2.813,-7.08,2.651,448335,173337,274998,20.604,7.966,23.962,9.264,-146,3715,-0.007,0.171,31947,33618,1.468,1.545,1.707,1.797,-0.033,-18.179,2.19,5.007,-20.628,-18.36,-18.725,-23.829,2021-05-13,2021-07-01,2021-08-18,2021-07-03,2021-09-04,2021-11-07,2021-06-18,2021-08-11,2021-10-04
"CB",2021-05-02,"CB",582905,1.228,501384,1.249,176235,46000,22500,3300,248035,42.552,1.408,0,0,0,0,25740,1300,2600,31140,5.342,237768,91616,146152,40.79,95.861,1.409,6865,1.178,2.973,4321,2544,43604,7.48,10.108,1.888,165321,73076,92245,28.362,12.537,32.973,14.575,4394,2544,0.754,0.436,27131,17102,4.654,2.934,5.411,3.411,2.73,6.5,3.607,16.491,14.739,14.658,11.877,19.88,2021-05-13,2021-07-01,2021-08-18,2021-07-03,2021-09-04,2021-11-07,2021-06-18,2021-08-11,2021-10-04
"CL",2021-05-02,"CL",2394918,5.047,2092873,5.215,877215,189500,113700,13800,1194215,49.865,6.781,0,0,0,0,136890,5200,12900,161390,6.739,1091145,411076,680069,45.561,91.369,6.466,12042,0.503,1.116,6078,5964,149167,6.228,-2.339,6.46,758346,340035,418311,31.665,14.198,36.235,16.247,7065,5964,0.295,0.249,90554,65202,3.781,2.723,4.327,3.115,0.94,-6.528,1.785,5.527,28.116,34.357,24.906,35.762,2021-05-13,2021-07-01,2021-08-18,2021-07-03,2021-09-04,2021-11-07,2021-06-18,2021-08-11,2021-10-04
"CM",2021-05-02,"CM",2045221,4.31,1719964,4.286,552105,161800,71900,11700,797505,38.994,4.529,0,0,0,0,83070,4500,8100,101070,4.942,745495,299256,446239,36.451,93.478,4.418,9888,0.483,1.344,6424,3464,98992,4.84,3.411,4.287,527322,223120,304202,25.783,10.909,30.659,12.972,6697,3464,0.327,0.169,69633,33025,3.405,1.615,4.049,1.92,1.286,1.029,1.577,7.095,2.506,5.081,1.704,4.312,2021-05-13,2021-07-01,2021-08-18,2021-07-03,2021-09-04,2021-11-07,2021-06-18,2021-08-11,2021-10-04
"CT",2021-05-02,"CT",7780479,16.397,6531658,16.276,1887830,615500,251300,44700,2799330,35.979,15.896,0,0,0,0,280800,16900,30200,348600,4.48,2682531,1050992,1631539,34.478,95.828,15.896,45948,0.591,1.743,29739,16209,353095,4.538,8.887,15.291,1880813,815769,1065044,24.173,10.485,28.795,12.489,30050,16209,0.386,0.208,176368,190112,2.267,2.443,2.7,2.911,1.624,10.315,2.027,6.922,-3.055,-3.055,-4.647,0.258,2021-05-13,2021-07-01,2021-08-18,2021-07-03,2021-09-04,2021-11-07,2021-06-18,2021-08-11,2021-10-04
"VC",2021-05-02,"VC",5057353,10.658,4269305,10.639,1136260,4e+05,151600,29000,1716860,33.948,9.749,0,0,0,0,174330,10900,20000,218630,4.323,1688472,693230,995242,33.386,98.347,10.006,10972,0.217,0.654,1300,9672,240097,4.747,0.021,10.397,1200901,497621,703280,23.746,9.84,28.129,11.656,1616,9672,0.032,0.191,136908,111465,2.707,2.204,3.207,2.611,0.135,-4.014,1.982,4.899,-6.117,-8.529,-6.331,-5.909,2021-05-13,2021-07-01,2021-08-18,2021-07-03,2021-09-04,2021-11-07,2021-06-18,2021-08-11,2021-10-04
