"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-04-26,"AN",8464411,17.838,7062213,17.598,1653300,651300,219200,26150,2549950,30.126,16.52,0,0,0,0,184860,61700,0,272710,3.222,2528038,1146518,1381520,29.867,99.141,17.179,23223,0.274,0.927,19583,3640,328795,3.884,-1.295,17.655,1837278,690760,1146518,21.706,8.161,26.016,9.781,19583,3640,0.231,0.043,230208,98587,2.72,1.165,3.26,1.396,1.077,-0.696,0.53,-2.667,-3.694,-7.389,-4.602,-1.899,2021-05-13,2021-07-01,2021-08-19,2021-09-07,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"AR",2021-04-26,"AR",1329391,2.802,1132764,2.823,332595,102300,45800,4100,484795,36.467,3.141,0,0,0,0,40950,9700,0,54750,4.118,461499,205451,256048,34.715,95.195,3.136,1718,0.129,0.374,176,1542,69939,5.261,-4.857,3.755,337540,128024,209516,25.391,9.63,29.798,11.302,1531,1542,0.115,0.116,57511,16493,4.326,1.241,5.077,1.456,0.456,-4.223,1.219,1.985,11.92,12.099,11.594,15.759,2021-05-13,2021-07-01,2021-08-19,2021-09-07,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"AS",2021-04-26,"AS",1018784,2.147,901209,2.246,319145,78400,42200,3150,442895,43.473,2.869,0,0,0,0,38610,7400,0,49160,4.825,428663,173269,255394,42.076,96.787,2.913,5357,0.526,1.266,4443,914,57014,5.596,-6.764,3.061,302999,127697,175302,29.741,12.534,33.621,14.17,5060,914,0.497,0.09,45156,13891,4.432,1.363,5.011,1.541,1.698,-6.199,0.721,-3.709,35.678,33.628,30.712,50.667,2021-05-13,2021-07-01,2021-08-19,2021-09-07,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"IB",2021-04-26,"IB",1171543,2.469,986279,2.458,184050,89900,24300,3600,301850,25.765,1.956,0,0,0,0,21060,8500,0,33160,2.83,296858,146636,150222,25.339,98.346,2.017,4549,0.388,1.556,2949,1600,36937,3.153,1.297,1.983,225426,75111,150315,19.242,6.411,22.856,7.616,4175,1600,0.356,0.137,29230,11386,2.495,0.972,2.964,1.154,1.887,2.818,2.177,8.562,-18.307,-20.778,-15.431,-22.935,2021-05-13,2021-07-01,2021-08-19,2021-09-07,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"CN",2021-04-26,"CN",2175952,4.586,1871033,4.662,362670,167400,47800,6700,584570,26.865,3.787,0,0,0,0,43290,15800,0,65790,3.024,560683,277023,283660,25.767,95.914,3.81,7625,0.35,1.379,5514,2111,80159,3.684,-2.239,4.304,423341,141830,281511,19.455,6.518,22.626,7.58,6953,2111,0.32,0.097,63409,21238,2.914,0.976,3.389,1.135,1.67,-2.836,1.511,7.349,-16.921,-17.423,-14.495,-21.649,2021-05-13,2021-07-01,2021-08-19,2021-09-07,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"CB",2021-04-26,"CB",582905,1.228,501384,1.249,150495,44700,19900,1800,216895,37.209,1.405,0,0,0,0,17550,4200,0,23550,4.04,197026,84830,112196,33.801,90.839,1.339,2862,0.491,1.474,2738,124,30397,5.215,1.175,1.632,140929,56098,84831,24.177,9.624,28.108,11.189,2739,124,0.47,0.021,23130,7268,3.968,1.247,4.613,1.45,1.982,2.372,0.222,-2.43,9.039,14.414,6.259,15.687,2021-05-13,2021-07-01,2021-08-19,2021-09-07,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"CL",2021-04-26,"CL",2394918,5.047,2092873,5.215,740325,184300,100800,7400,1032825,43.126,6.691,0,0,0,0,92430,17400,0,117230,4.895,957593,402827,554766,39.984,92.716,6.507,15615,0.652,1.658,13065,2550,126797,5.294,1.003,6.809,681181,277383,403798,28.443,11.582,32.548,13.254,13389,2550,0.559,0.106,101822,25946,4.252,1.083,4.865,1.24,2.005,0.401,0.928,4.748,28.928,32.574,25.008,39.223,2021-05-13,2021-07-01,2021-08-19,2021-09-07,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"CM",2021-04-26,"CM",2045221,4.31,1719964,4.286,469035,157300,63800,6300,696435,34.052,4.512,0,0,0,0,56160,14900,0,77360,3.782,653126,270386,382740,31.934,93.781,4.438,6623,0.324,1.024,5348,1275,90694,4.434,0.183,4.87,463677,191370,272307,22.671,9.357,26.959,11.126,5988,1275,0.293,0.062,67900,24715,3.32,1.208,3.948,1.437,1.308,0.691,0.671,1.395,2.97,4.687,-0.36,12.477,2021-05-13,2021-07-01,2021-08-19,2021-09-07,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"CT",2021-04-26,"CT",7780479,16.397,6531658,16.276,1607030,598600,221100,24000,2450730,31.498,15.877,0,0,0,0,193050,56700,0,273750,3.518,2346565,1087449,1259116,30.16,95.75,15.946,17129,0.22,0.735,13228,3901,276562,3.555,-1.912,14.85,1718003,629558,1088445,22.081,8.092,26.303,9.639,13558,3901,0.174,0.05,144943,132615,1.863,1.704,2.219,2.03,0.795,-2.684,0.624,-0.796,-2.751,-3.171,-2.953,-2.729,2021-05-13,2021-07-01,2021-08-19,2021-09-07,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"VC",2021-04-26,"VC",5057353,10.658,4269305,10.639,961930,389100,131600,15600,1498230,29.625,9.707,0,0,0,0,125190,36800,0,177590,3.512,1459296,678052,781244,28.855,97.401,9.916,10921,0.216,0.754,6455,4466,188328,3.724,-0.34,10.112,1071336,390622,680714,21.184,7.724,25.094,9.15,7343,4466,0.145,0.088,109052,81938,2.156,1.62,2.554,1.919,0.69,-2.535,1.157,3.908,-6.962,-8.923,-6.896,-7.152,2021-05-13,2021-07-01,2021-08-19,2021-09-07,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
