"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-03-28,"AN",8464411,17.838,7062213,17.598,999270,361600,111200,0,1472070,17.391,17.301,0,0,0,0,99450,17800,0,117250,1.385,1360095,364782,995313,16.068,92.393,18.371,14929,0.176,1.11,10753,4176,180467,2.132,5.579,15.509,862439,497657,364782,10.189,5.879,12.212,7.047,10755,4176,0.127,0.049,99626,80842,1.177,0.955,1.411,1.145,1.263,9.585,0.846,1.03,2.988,-3.01,0.059,8.489,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"AR",2021-03-28,"AR",1329391,2.802,1132764,2.823,187515,56800,21700,0,266015,20.01,3.126,0,0,0,0,22230,2800,0,25030,1.883,234323,63882,170441,17.626,88.086,3.165,2220,0.167,0.956,1842,378,30723,2.311,-2.125,2.64,149103,85220,63883,11.216,6.41,13.163,7.523,1842,378,0.139,0.028,16247,14476,1.222,1.089,1.434,1.278,1.251,1.423,0.446,-5.823,12.955,11.563,10.144,18.288,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"AS",2021-03-28,"AS",1018784,2.147,901209,2.246,182255,43600,20700,0,246555,24.201,2.898,0,0,0,0,21060,2100,0,23160,2.273,209077,47989,161088,20.522,84.799,2.824,3386,0.332,1.646,2706,680,25048,2.459,4.537,2.153,128533,80544,47989,12.616,7.906,14.262,8.937,2706,680,0.266,0.067,16663,8386,1.636,0.823,1.849,0.931,2.151,11.81,0.851,-7.419,31.532,34.979,23.893,45.894,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"IB",2021-03-28,"IB",1171543,2.469,986279,2.458,99810,49900,11100,0,160810,13.726,1.89,0,0,0,0,12870,2400,0,15270,1.303,145482,61177,84305,12.418,90.468,1.965,4813,0.411,3.422,3360,1453,22820,1.948,14.771,1.961,103329,42153,61176,8.82,3.598,10.477,4.274,3360,1453,0.287,0.124,15776,7045,1.347,0.601,1.6,0.714,3.361,16.54,3.57,11.015,-20.413,-23.451,-13.385,-33.604,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"CN",2021-03-28,"CN",2175952,4.586,1871033,4.662,209400,93000,22900,0,325300,14.95,3.823,0,0,0,0,23400,4600,0,28000,1.287,275785,82310,193475,12.674,84.779,3.725,7659,0.352,2.856,6525,1134,40405,1.857,15.183,3.472,179047,96738,82309,8.228,4.446,9.569,5.17,6525,1134,0.3,0.052,21466,18939,0.987,0.87,1.147,1.012,3.782,36.778,1.186,-2.296,-18.775,-16.638,-19.199,-17.955,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"CB",2021-03-28,"CB",582905,1.228,501384,1.249,88485,24800,9700,0,122985,21.099,1.445,0,0,0,0,9360,1200,0,10560,1.812,105068,19564,85504,18.025,85.432,1.419,2000,0.343,1.94,1721,279,16249,2.788,4.927,1.396,62316,42752,19564,10.691,7.334,12.429,8.527,1721,279,0.295,0.048,8454,7795,1.45,1.337,1.686,1.555,2.84,24.745,0.657,-10.495,15.554,17.671,4.989,35.339,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"CL",2021-03-28,"CL",2394918,5.047,2092873,5.215,413895,102400,47700,0,563995,23.55,6.629,0,0,0,0,49140,5100,0,54240,2.265,497380,126153,371227,20.768,88.189,6.718,10315,0.431,2.118,7571,2744,81069,3.385,1.648,6.967,311766,185613,126153,13.018,7.75,14.897,8.869,7569,2744,0.316,0.115,42476,38592,1.774,1.611,2.03,1.844,2.488,11.325,1.501,-7.233,33.109,31.345,27.841,43.015,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"CM",2021-03-28,"CM",2045221,4.31,1719964,4.286,270135,87400,31000,0,388535,18.997,4.566,0,0,0,0,30420,4300,0,34720,1.698,323081,95980,227101,15.797,83.154,4.364,9125,0.446,2.906,7844,1281,58503,2.86,10.923,5.028,209530,113550,95980,10.245,5.552,12.182,6.602,7842,1281,0.383,0.063,36868,21634,1.803,1.058,2.144,1.258,3.888,20.425,1.141,-2.228,1.253,5.94,0.609,2.454,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"CT",2021-03-28,"CT",7780479,16.397,6531658,16.276,923750,332500,105400,0,1361650,17.501,16.004,0,0,0,0,104130,16400,0,120530,1.549,1160076,346302,813774,14.91,85.196,15.669,32114,0.413,2.847,27451,4663,176736,2.272,5.621,15.188,753189,406887,346302,9.68,5.23,11.531,6.229,27451,4663,0.353,0.06,91592,85144,1.177,1.094,1.402,1.304,3.782,37.619,1.159,-15.512,-4.44,-2.397,-4.94,-3.488,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"VC",2021-03-28,"VC",5057353,10.658,4269305,10.639,518500,216100,57800,0,792400,15.668,9.313,0,0,0,0,67860,10700,0,78560,1.553,701969,216068,485901,13.88,88.588,9.482,32925,0.651,4.921,30550,2375,149165,2.949,20.582,12.819,459018,242950,216068,9.076,4.804,10.752,5.691,30548,2375,0.604,0.047,99166,49998,1.961,0.989,2.323,1.171,7.13,40.269,0.987,-5.678,-11.034,-12.62,-10.871,-11.349,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
