"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-03-28,"EX",1063987,2.242,911213,2.271,160955,45400,17800,0,224155,21.067,2.635,0,0,0,0,17550,2200,0,19750,1.856,199436,52850,146586,18.744,88.972,2.694,5298,0.498,2.729,5016,282,32732,3.076,6.428,2.813,126143,73293,52850,11.856,6.889,13.843,8.043,5016,282,0.471,0.027,22370,10363,2.102,0.974,2.455,1.137,4.141,18.649,0.386,-12.923,20.161,17.529,16.429,27.127,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"GA",2021-03-28,"GA",2701819,5.694,2362643,5.887,369835,115500,41400,0,526735,19.496,6.191,0,0,0,0,56160,5700,0,61860,2.29,442193,155894,286299,16.366,83.95,5.973,5460,0.202,1.25,4099,1361,60623,2.244,2.761,5.21,299043,143149,155894,11.068,5.298,12.657,6.059,4097,1361,0.152,0.05,34525,26097,1.278,0.966,1.461,1.105,1.389,10.215,0.96,-5.685,4.9,8.728,8.691,-2.233,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"RI",2021-03-28,"RI",319914,0.674,270788,0.675,45695,13600,4800,0,64095,20.035,0.753,0,0,0,0,4680,700,0,5380,1.682,58184,19513,38671,18.187,90.778,0.786,1575,0.492,2.782,1391,184,8530,2.666,16.039,0.733,38849,19336,19513,12.144,6.044,14.347,7.141,1393,184,0.435,0.058,5552,2980,1.735,0.932,2.05,1.1,3.719,34.171,0.961,-7.252,16.617,11.721,19.258,11.533,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"MD",2021-03-28,"MD",6779888,14.288,5695623,14.193,753405,289800,85200,0,1128405,16.643,13.262,0,0,0,0,85410,14300,0,99710,1.471,977843,339780,638063,14.423,86.657,13.208,17365,0.256,1.808,10854,6511,138038,2.036,6.945,11.863,658811,319032,339779,9.717,4.706,11.567,5.601,10854,6511,0.16,0.096,45861,92177,0.676,1.36,0.805,1.618,1.675,21.092,2.083,1.07,-7.559,-7.181,-4.576,-13.157,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"MC",2021-03-28,"MC",1511251,3.185,1237479,3.084,179735,64500,19800,0,264035,17.471,3.103,0,0,0,0,17550,3200,0,20750,1.373,220199,58388,161811,14.571,83.398,2.974,2945,0.195,1.356,974,1971,25421,1.682,-1.216,2.185,139294,80906,58388,9.217,5.354,11.256,6.538,976,1971,0.065,0.13,7673,17749,0.508,1.174,0.62,1.434,0.706,-9.034,2.497,2.613,-6.625,-2.575,-9.486,-1.199,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"NC",2021-03-28,"NC",661197,1.393,552935,1.378,86145,28200,9700,0,124045,18.761,1.458,0,0,0,0,9360,1400,0,10760,1.627,111378,39644,71734,16.845,89.788,1.504,1836,0.278,1.676,1491,345,14167,2.143,-1.809,1.217,75511,35867,39644,11.42,5.425,13.656,6.487,1491,345,0.226,0.052,8751,5416,1.324,0.819,1.583,0.98,2.014,-2.55,0.971,-0.587,7.968,4.666,12.148,0.111,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"PV",2021-03-28,"PV",2220504,4.68,1898123,4.73,275940,94900,30800,0,401640,18.088,4.72,0,0,0,0,37440,4700,0,42140,1.898,340457,150305,190152,15.332,84.767,4.599,11740,0.529,3.571,8885,2855,79546,3.582,13.867,6.836,245381,95076,150305,11.051,4.282,12.928,5.009,8885,2855,0.4,0.129,56384,23162,2.539,1.043,2.971,1.22,3.757,15.409,3.096,10.274,-1.731,0.855,8.524,-20.982,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"CE",2021-03-28,"CE",84202,0.177,66158,0.165,6660,3700,900,0,11260,13.373,0.132,0,0,0,0,1170,200,0,1370,1.627,10908,3959,6949,12.955,96.874,0.147,190,0.226,1.773,109,81,1478,1.755,14.574,0.127,7433,3475,3958,8.828,4.127,11.235,5.253,109,81,0.129,0.096,545,933,0.647,1.108,0.824,1.41,1.488,24.429,2.387,9.507,-16.949,-25.424,-13.306,-23.842,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"ML",2021-03-28,"ML",87076,0.184,66178,0.165,6660,3700,800,0,11160,12.816,0.131,0,0,0,0,2340,200,0,2540,2.917,9984,5155,4829,11.466,89.462,0.135,100,0.115,1.012,97,3,1426,1.638,-7.403,0.123,7569,2415,5154,8.692,2.773,11.437,3.649,97,3,0.111,0.003,1393,32,1.6,0.037,2.105,0.048,1.298,-7.748,0.124,6.667,-26.63,-28.804,-14.642,-48.828,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"FFAA",2021-03-28,"FFAA",NA,NA,NA,NA,19500,33100,0,0,52600,NA,0.618,0,0,0,0,19500,33100,0,52600,NA,20499,10883,9616,NA,38.971,0.277,2029,NA,10.985,1994,35,20499,NA,10.985,1.762,15691,4808,10883,NA,NA,NA,NA,1994,35,NA,NA,15691,4808,NA,NA,NA,NA,14.558,14.558,0.733,0.733,NA,NA,NA,NA,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
"ES",2021-03-28,"ES",47450795,100,40129822,100,5797545,2060500,650400,0,8508445,17.931,100,0,0,0,0,691080,133100,0,824180,1.737,7403416,2260576,5142840,15.602,87.013,100,168022,0.354,2.322,135233,32789,1163644,2.452,7.969,100,4831996,2571420,2260576,10.183,5.419,12.041,6.408,135233,32789,0.285,0.069,647078,516566,1.364,1.089,1.612,1.287,2.879,20.282,1.292,-4.303,0,0,0,0,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
