"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,244620,0,6800,251420,18.678,209766,83.4,20846,17.993,4.707,0.246,0.295,0.303,70.71,73.036,73.411,2.478,0.867,0,0,0,0,0,0,0,0.085,35100,35100,0,0,20846,70048,0.044,0.148,-82.2966507177033,-69.4444444444444
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,41265,0,1200,42465,3.155,41287,97.2,2165,3.541,12.586,0.163,0.191,0.195,12.885,12.04,11.87,3.106,26.407,0,0,0,0,0,0,0,0.006,5850,5850,0,0,2165,17668,0.005,0.037,-95.5741626794258,-96.5277777777778
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,44195,0,1200,45395,3.372,41465,91.3,6851,3.557,57.072,0.672,0.76,0.774,366.127,345.64,342.747,4.07,65.657,0,0,0,0,0,0,0,0.027,8775,8775,0,0,6851,10218,0.014,0.022,-97.3684210526316,-90.2777777777778
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,22590,0,600,23190,1.723,20499,88.4,2660,1.758,-30.225,0.227,0.27,0.276,57.382,58.102,58.098,1.75,-28.783,0,0,0,0,0,0,0,0.006,9750,9750,0,0,2660,11133,0.006,0.023,-97.2488038277512,-95.8333333333333
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,46185,0,1300,47485,3.528,47068,99.1,2865,4.037,-23.079,0.132,0.153,0.157,-8.734,-10.237,-10.232,2.163,-11.959,0,0,0,0,0,0,0,0.012,4875,4875,0,0,2865,16336,0.006,0.034,-95.933014354067,-95.8333333333333
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,20625,0,500,21125,1.569,20462,96.9,241,1.755,27.797,0.041,0.048,0.049,-71.342,-71.823,-71.884,3.51,42.876,0,0,0,0,0,0,0,0.001,2925,2925,0,0,241,5823,0.001,0.012,-98.5645933014354,-99.3055555555556
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,93315,0,2500,95815,7.118,86370,90.1,6060,7.408,41.034,0.253,0.29,0.295,75.394,69.74,69.012,3.606,46.785,0,0,0,0,0,0,0,0.035,16575,16575,0,0,6060,26959,0.013,0.057,-93.1818181818182,-90.9722222222222
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,61875,0,1700,63575,4.723,57031,89.7,1593,4.892,9.58,0.078,0.093,0.095,-46.011,-45.706,-45.651,2.789,13.496,0,0,0,0,0,0,0,0.009,8775,8775,0,0,1593,23222,0.003,0.049,-94.1387559808612,-97.9166666666667
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,211220,0,5800,217020,16.122,173147,79.8,4101,14.852,-1.676,0.053,0.063,0.064,-63.464,-63.194,-63.163,2.225,-9.423,0,0,0,0,0,0,0,0.024,31200,31200,0,0,4101,50570,0.009,0.107,-87.200956937799,-93.75
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,109000,0,2900,111900,8.313,103426,92.4,4139,8.871,-22.003,0.082,0.097,0.099,-43.271,-43.168,-43.139,2.045,-16.763,0,0,0,0,0,0,0,0.018,17550,17550,0,0,4139,16499,0.009,0.035,-95.8133971291866,-93.75
