"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,39275,0,1000,40275,2.992,32979,81.9,638,2.829,33.451,0.06,0.07,0.072,-58.436,-58.955,-58.983,3.1,26.157,0,0,0,0,0,0,0,0.004,6825,6825,0,0,638,10657,0.001,0.022,-97.3684210526316,-99.3055555555556
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,66805,0,1800,68605,5.097,65394,95.3,7204,5.609,-10.492,0.267,0.305,0.311,84.82,78.744,77.83,2.42,-1.487,0,0,0,0,0,0,0,0.025,10725,10725,0,0,7204,15626,0.015,0.033,-96.0526315789474,-89.5833333333333
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,11765,0,200,11965,0.889,8967,74.9,317,0.769,31.879,0.099,0.117,0.12,-31.316,-31.374,-31.405,2.803,14.084,0,0,0,0,0,0,0,0.001,2925,2925,0,0,317,3014,0.001,0.006,-99.2822966507177,-99.3055555555556
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,171915,0,4700,176615,13.12,154778,87.6,2263,13.276,-8.171,0.033,0.04,0.041,-76.864,-76.708,-76.704,2.283,-7.083,0,0,0,0,0,0,0,0.011,24375,24375,0,0,2263,76857,0.005,0.162,-80.622009569378,-96.5277777777778
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,45185,0,1200,46385,3.446,42261,91.1,2086,3.625,8.191,0.138,0.169,0.173,-4.323,-1.183,-0.735,2.796,13.819,0,0,0,0,0,0,0,0.01,6825,6825,0,0,2086,15260,0.004,0.032,-96.1722488038278,-97.2222222222222
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,20625,0,500,21125,1.569,16310,77.2,807,1.399,12.66,0.122,0.146,0.15,-15.399,-14.443,-14.311,2.467,0.4,0,0,0,0,0,0,0,0.006,2925,2925,0,0,807,7005,0.002,0.015,-98.2057416267943,-98.6111111111111
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,55980,0,1400,57380,4.263,41474,72.3,3044,3.557,-8.917,0.137,0.16,0.164,-4.978,-5.99,-6.145,1.868,-23.979,0,0,0,0,0,0,0,0.012,8775,8775,0,0,3044,19010,0.006,0.04,-95.2153110047847,-95.8333333333333
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1980,0,200,2180,0.162,1641,75.3,373,0.141,-8.503,0.443,0.564,0.583,207.057,230.508,233.661,1.949,-20.678,0,0,0,0,0,0,0,0.001,975,975,0,0,373,700,0.001,0.001,-99.8803827751196,-99.3055555555556
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1980,0,200,2180,0.162,1500,68.8,203,0.129,-11.984,0.233,0.307,0.318,61.596,79.82,81.957,1.723,-29.886,0,0,0,0,0,0,0,0.001,975,975,0,0,203,270,0,0.001,-99.8803827751196,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,1310400,0,35700,1346100,100,1165825,86.608,68456,100,0,0.144,0.171,0.175,0,0,0,2.457,0,0,0,0,0,0,0,0,0.294,206700,206700,0,0,68456,396875,0.144,0.836,0,0
