"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,115325,26200,10900,152425,2.73,131804,86.5,46053,2.718,21.753,4.328,5.054,5.173,45.431,43.614,43.518,12.388,21.231,0,0,0,0,621,2002,0.001,0.004,26470,12870,5500,8100,6473,19575,0.014,0.041,-97.9303382130237,-95.4397394136808
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,222415,66700,19900,309015,5.534,278771,90.2,76289,5.749,-2.81,2.824,3.229,3.29,-5.127,-8.246,-8.716,10.318,0.975,0,0,0,0,1032,7829,0.002,0.025,73990,43290,10100,20600,17370,54865,0.037,0.116,-94.1443715295305,-87.9478827361563
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,31655,7800,2700,42155,0.755,36734,87.1,11320,0.758,12.008,3.538,4.18,4.28,18.891,18.789,18.736,11.482,12.372,0,0,0,0,332,1954,0.001,0.001,7210,3510,1300,2400,2040,7756,0.004,0.016,-99.1923271075215,-98.6970684039088
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,529935,167200,51300,748435,13.403,668040,89.3,180557,13.778,-6.192,2.663,3.17,3.248,-10.52,-9.919,-9.9,9.853,-3.572,0,0,0,0,1292,24616,0.003,0.011,143020,65520,25900,51600,4891,158342,0.01,0.334,-83.1398283695104,-96.742671009772
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,134105,37200,13400,184705,3.308,149364,80.9,51447,3.081,3.855,3.404,4.157,4.277,14.383,18.136,18.671,9.883,-3.276,0,0,0,0,98,2176,0,0.01,31170,12870,6800,11500,891,24830,0.002,0.052,-97.3750630994447,-99.3485342019544
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,62745,16200,5900,84845,1.519,74287,87.6,24646,1.532,9.077,3.727,4.457,4.572,25.243,26.658,26.853,11.235,9.952,0,0,0,0,405,503,0.001,0.006,15020,7020,3000,5000,2654,12217,0.006,0.026,-98.6875315497224,-98.0456026058632
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,177660,54800,16000,248460,4.45,181629,73.1,54456,3.746,-4.924,2.452,2.869,2.934,-17.599,-18.477,-18.611,8.18,-19.951,0,0,0,0,108,6205,0,0.012,54250,29250,8100,16900,6404,50078,0.013,0.106,-94.6491670873296,-95.7654723127036
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,5490,2200,600,8290,0.148,8177,98.6,2360,0.169,-16.124,2.803,3.567,3.688,-5.827,1.365,2.332,9.711,-4.963,0,0,0,0,542,543,0.001,0.001,2070,1170,200,700,1165,1843,0.002,0.004,-99.7980817768804,-99.3485342019544
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,4320,2200,600,7120,0.128,6306,88.6,1717,0.13,-30.702,1.972,2.595,2.689,-33.747,-26.275,-25.398,7.242,-29.127,0,0,0,0,65,342,0,0.001,2070,1170,200,700,441,1322,0.001,0.003,-99.8485613326603,-99.6742671009772
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,4026555,1169800,387600,5583955,100,4848648,86.832,1412236,100,0,2.976,3.519,3.604,0,0,0,10.218,0,0,0,0,0,28748,136457,0.061,0.294,1075110,518310,195600,361200,145536,939914,0.307,1.981,0,0
