"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,32450,0,1000,33450,2.926,27613,82.6,0,3.075,30.497,0,0,0,-100,-100,-100,2.595,37.143,0,0,0,0,0,5291,0,0.004,11725,10725,1000,0,0,18310,0,0.039,-96.2391513982642,-100
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,56080,0,1800,57880,5.063,56481,97.6,150,6.29,-11.09,0.006,0.006,0.006,13.796,10.055,9.492,2.09,10.469,0,0,0,0,150,6713,0,0.025,20325,18525,1800,0,150,26063,0,0.055,-94.6962391513983,-100
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,8840,0,200,9040,0.791,7761,85.9,0,0.864,17.314,0,0,0,-100,-100,-100,2.426,28.198,0,0,0,0,0,1808,0,0.001,3125,2925,200,0,0,4304,0,0.009,-99.1321118611379,-100
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,147540,0,4700,152240,13.316,104490,68.6,476,11.637,-6.804,0.007,0.008,0.009,43.905,44.871,44.901,1.541,-18.558,0,0,0,0,476,26569,0.001,0.011,53450,48750,4700,0,476,79593,0.001,0.168,-83.7994214079074,-80
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,38360,0,1200,39560,3.46,34103,86.2,0,3.798,8.639,0,0,0,-100,-100,-100,2.257,19.248,0,0,0,0,0,7102,0,0.01,13875,12675,1200,0,0,23742,0,0.05,-95.1783992285439,-100
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,17700,0,500,18200,1.592,11834,65,0,1.318,14.277,0,0,0,-100,-100,-100,1.79,-5.421,0,0,0,0,0,2529,0,0.006,6350,5850,500,0,0,6366,0,0.013,-98.7463837994214,-100
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,47205,0,1400,48605,4.251,25526,52.5,0,2.843,-9.16,0,0,0,-100,-100,-100,1.15,-39.253,0,0,0,0,0,3062,0,0.012,17000,15600,1400,0,0,12423,0,0.026,-97.4927675988428,-100
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1005,0,200,1205,0.105,981,81.4,29,0.109,-40.454,0.034,0.044,0.045,605.94,659.857,667.106,1.165,-38.434,0,0,0,0,29,40,0,0.001,200,0,200,0,29,283,0,0.001,-99.9035679845709,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1005,0,200,1205,0.105,1289,107,0,0.144,-42.719,0,0,0,-100,-100,-100,1.48,-21.774,0,0,0,0,0,59,0,0.001,200,0,200,0,0,457,0,0.001,-99.9035679845709,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,1107600,0,35700,1143300,100,897942,78.539,2315,100,0,0.005,0.006,0.006,0,0,0,1.892,0,3900,3900,0,0,2315,128992,0.005,0.294,399375,363675,35700,0,2315,491851,0.005,1.037,0,0
