"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-05-03,"AN",8464411,17.838,7062213,17.598,1907190,669700,248500,48650,2874040,33.954,16.32,0,0,0,0,253890,18400,29300,324090,3.829,2871001,1119071,1751930,33.918,99.894,16.759,13030,0.154,0.456,3205,9825,342963,4.052,-2.886,14.203,2015029,875965,1139064,23.806,10.349,28.533,12.404,3653,9825,0.043,0.116,177751,185205,2.1,2.188,2.517,2.622,0.182,-8.225,1.134,3.455,-6.049,-8.51,-7.124,-3.694,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
"AR",2021-05-03,"AR",1329391,2.802,1132764,2.823,393435,105200,51800,7600,558035,41.977,3.169,0,0,0,0,60840,2900,6000,73240,5.509,536424,220190,316234,40.351,96.127,3.131,4070,0.306,0.765,1622,2448,74925,5.636,3.241,3.103,385394,158117,227277,28.99,11.894,34.022,13.959,2625,2448,0.197,0.184,47854,30093,3.6,2.264,4.225,2.657,0.686,2.34,1.573,3.104,11.742,13.098,13.101,10.683,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
"AS",2021-05-03,"AS",1018784,2.147,901209,2.246,372965,80600,47600,5850,507015,49.767,2.879,0,0,0,0,53820,2200,5400,64120,6.294,522040,182722,339318,51.241,102.963,3.047,15795,1.55,3.12,9939,5856,93377,9.166,12.585,3.867,357898,169659,188239,35.13,16.653,39.713,18.826,11006,5856,1.08,0.575,54899,41962,5.389,4.119,6.092,4.656,3.173,12.146,3.575,13.35,41.919,34.094,37.055,54.969,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
"IB",2021-05-03,"IB",1171543,2.469,986279,2.458,214470,92500,27900,6700,341570,29.156,1.94,0,0,0,0,30420,2600,3600,39720,3.39,332881,142071,190810,28.414,97.456,1.943,4511,0.385,1.374,1523,2988,36023,3.075,-0.105,1.492,241162,95405,145757,20.585,8.144,24.452,9.673,1518,2988,0.13,0.255,15736,20294,1.343,1.732,1.595,2.058,0.633,-14.446,3.233,7.342,-21.304,-21.426,-19.69,-24.214,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
"CN",2021-05-03,"CN",2175952,4.586,1871033,4.662,420000,172100,54700,12500,659300,30.299,3.744,0,0,0,0,57330,4700,6900,74730,3.434,617231,263129,354102,28.366,93.619,3.603,2962,0.136,0.482,-752,3714,56548,2.599,-7.618,2.342,448188,177051,271137,20.597,8.137,23.954,9.463,-147,3714,-0.007,0.171,24847,35221,1.142,1.619,1.328,1.882,-0.033,-22.224,2.143,4.768,-21.435,-18.36,-19.643,-24.279,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
"CB",2021-05-03,"CB",582905,1.228,501384,1.249,176235,46000,22500,3300,248035,42.552,1.408,0,0,0,0,25740,1300,2600,31140,5.342,244634,93394,151240,41.968,98.629,1.428,6866,1.178,2.888,4322,2544,47608,8.167,9.183,1.972,169716,75620,94096,29.116,12.973,33.85,15.082,4395,2544,0.754,0.436,28787,19522,4.939,3.349,5.742,3.894,2.658,6.104,3.481,14.15,16.287,14.658,13.592,20.724,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
"CL",2021-05-03,"CL",2394918,5.047,2092873,5.215,877215,189500,113700,13800,1194215,49.865,6.781,0,0,0,0,136890,5200,12900,161390,6.739,1103186,411190,691996,46.064,92.378,6.44,12041,0.503,1.104,6078,5963,145593,6.079,-2.396,6.03,765410,345998,419412,31.96,14.447,36.572,16.532,7064,5963,0.295,0.249,84229,68615,3.517,2.865,4.025,3.279,0.932,-6.985,1.754,5.235,27.601,34.357,24.688,34.441,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
"CM",2021-05-03,"CM",2045221,4.31,1719964,4.286,552105,161800,71900,11700,797505,38.994,4.529,0,0,0,0,83070,4500,8100,101070,4.942,755383,302217,453166,36.934,94.718,4.41,9888,0.483,1.326,6425,3463,102257,5,3.298,4.235,534020,226583,307437,26.111,11.079,31.048,13.174,6698,3463,0.327,0.169,70343,35213,3.439,1.722,4.09,2.047,1.27,1.02,1.552,6.625,2.32,5.081,1.869,3.099,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
"CT",2021-05-03,"CT",7780479,16.397,6531658,16.276,1887830,615500,251300,44700,2799330,35.979,15.896,0,0,0,0,280800,16900,30200,348600,4.48,2728479,1064521,1663958,35.068,97.469,15.928,45948,0.591,1.713,29738,16210,381914,4.909,8.162,15.816,1910864,831979,1078885,24.56,10.693,29.255,12.738,30051,16210,0.386,0.208,192861,202421,2.479,2.602,2.953,3.099,1.598,9.351,1.987,6.475,-2.86,-3.055,-4.182,-0.493,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
"VC",2021-05-03,"VC",5057353,10.658,4269305,10.639,1136260,4e+05,151600,29000,1716860,33.948,9.749,0,0,0,0,174330,10900,20000,218630,4.323,1699445,684859,1014586,33.603,98.986,9.921,10973,0.217,0.65,1301,9672,240149,4.749,0.022,9.945,1202518,507293,695225,23.778,10.031,28.167,11.882,1617,9672,0.032,0.191,131182,116671,2.594,2.307,3.073,2.733,0.135,-4.182,1.944,4.671,-6.915,-8.529,-7.233,-6.654,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
"EX",2021-05-03,"EX",1063987,2.242,911213,2.271,322415,84000,40800,6100,453315,42.605,2.574,0,0,0,0,45630,2300,4600,55330,5.2,470629,167323,303306,44.233,103.819,2.747,9338,0.878,2.024,5213,4125,73212,6.881,10.572,3.032,322306,151653,170653,30.292,14.253,35.371,16.643,5721,4125,0.538,0.388,40170,36372,3.775,3.418,4.408,3.992,1.807,9.545,2.796,12.384,22.525,14.808,18.18,32.635,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
"GA",2021-05-03,"GA",2701819,5.694,2362643,5.887,886975,213900,113300,15550,1229725,45.515,6.983,0,0,0,0,143910,5900,14500,171510,6.348,1182409,414433,767976,43.763,96.152,6.902,29276,1.084,2.539,-3068,32344,196620,7.277,10.12,8.143,804154,383988,420166,29.763,14.212,34.036,16.252,-2827,32344,-0.105,1.197,66040,133704,2.444,4.949,2.795,5.659,-0.35,-15.882,9.198,29.24,21.215,22.638,16.117,32.254,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
"RI",2021-05-03,"RI",319914,0.674,270788,0.675,92495,25100,11600,1900,131095,40.978,0.744,0,0,0,0,14040,600,1400,16940,5.295,127356,58338,69018,39.809,97.148,0.743,1370,0.428,1.087,934,436,16327,5.104,2.223,0.676,93259,34509,58750,29.151,10.787,34.44,12.744,936,436,0.293,0.136,9901,6791,3.095,2.123,3.656,2.508,1.014,-0.752,1.28,6.525,10.237,10.386,13.729,0.382,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
"MD",2021-05-03,"MD",6779888,14.288,5695623,14.193,1539645,536700,204000,38900,2319245,34.208,13.17,0,0,0,0,226980,14800,24700,284480,4.196,2226877,1048077,1178800,32.845,96.017,12.999,41315,0.609,1.89,22322,18993,308095,4.544,6.057,12.759,1658847,589400,1069447,24.467,8.693,29.125,10.348,29298,18993,0.432,0.28,211561,117893,3.12,1.739,3.714,2.07,1.798,3.65,3.33,16.985,-9.022,-7.825,-4.545,-19.105,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
"MC",2021-05-03,"MC",1511251,3.185,1237479,3.084,335345,119500,42500,8650,505995,33.482,2.873,0,0,0,0,43290,3300,4800,55390,3.665,461510,210132,251378,30.538,91.208,2.694,7318,0.484,1.611,5272,2046,56423,3.734,3.14,2.337,336143,125689,210454,22.243,8.317,27.164,10.157,5346,2046,0.354,0.135,45407,11338,3.005,0.75,3.669,0.916,1.616,0.518,1.655,15.93,-15.416,-9.796,-13.222,-22.604,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
"NC",2021-05-03,"NC",661197,1.393,552935,1.378,173895,52300,22800,3850,252845,38.24,1.436,0,0,0,0,25740,1500,2700,31740,4.8,253552,100502,153050,38.347,100.28,1.48,4501,0.681,1.807,2574,1927,47040,7.114,9.789,1.948,180343,76525,103818,27.275,11.574,32.616,13.84,3071,1927,0.464,0.291,33535,16009,5.072,2.421,6.065,2.895,1.732,9.135,2.583,13.33,6.246,3.087,6.41,7.705,2021-05-13,2021-07-01,2021-08-18,2021-06-27,2021-08-24,2021-10-20,2021-06-14,2021-08-01,2021-09-19
