"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-01-12,"AN",8464411,17.838,7062213,17.598,140295,0,0,0,140295,1.657,18.859,0,0,0,0,0,0,0,0,0,94879,94879,0,1.121,67.628,19.441,13492,0.159,16.578,13492,0,54616,0.645,-32.893,15.663,94879,0,94879,1.121,0,1.343,0,13492,0,0.159,0,54616,0,0.645,0,0.773,0,16.578,-32.893,NA,NA,8.986,5.724,8.941,NA,2021-10-14,2022-04-23,2022-10-30,NA,NA,NA,NA,NA,NA
"AR",2021-01-12,"AR",1329391,2.802,1132764,2.823,23715,0,0,0,23715,1.784,3.188,0,0,0,0,0,0,0,0,0,11983,11983,0,0.901,50.529,2.455,985,0.074,8.956,985,0,8998,0.677,-18.185,2.58,11983,0,11983,0.901,0,1.058,0,985,0,0.074,0,8998,0,0.677,0,0.794,0,8.956,-18.185,NA,NA,-12.384,13.776,-12.439,NA,2021-10-14,2022-04-23,2022-10-30,NA,NA,NA,NA,NA,NA
"AS",2021-01-12,"AS",1018784,2.147,901209,2.246,23720,0,0,0,23720,2.328,3.188,0,0,0,0,0,0,0,0,0,22428,22428,0,2.201,94.553,4.596,3485,0.342,18.397,3485,0,9499,0.932,-49.855,2.724,22428,0,22428,2.201,0,2.489,0,3485,0,0.342,0,9499,0,0.932,0,1.054,0,18.397,-49.855,NA,NA,114.066,48.486,113.897,NA,2021-10-14,2022-04-23,2022-10-30,NA,NA,NA,NA,NA,NA
"IB",2021-01-12,"IB",1171543,2.469,986279,2.458,12840,0,0,0,12840,1.096,1.726,0,0,0,0,0,0,0,0,0,4835,4835,0,0.413,37.656,0.991,183,0.016,3.934,183,0,2179,0.186,-53.16,0.625,4835,0,4835,0.413,0,0.49,0,183,0,0.016,0,2179,0,0.186,0,0.221,0,3.934,-53.16,NA,NA,-59.862,-30.093,-59.864,NA,2021-10-14,2022-04-23,2022-10-30,NA,NA,NA,NA,NA,NA
"CN",2021-01-12,"CN",2175952,4.586,1871033,4.662,27660,0,0,0,27660,1.271,3.718,0,0,0,0,0,0,0,0,0,15328,15328,0,0.704,55.416,3.141,1721,0.079,12.648,1721,0,9471,0.435,-30.396,2.716,15328,0,15328,0.704,0,0.819,0,1721,0,0.079,0,9471,0,0.435,0,0.506,0,12.648,-30.396,NA,NA,-31.509,-18.927,-31.584,NA,2021-10-14,2022-04-23,2022-10-30,NA,NA,NA,NA,NA,NA
"CB",2021-01-12,"CB",582905,1.228,501384,1.249,11850,0,0,0,11850,2.033,1.593,0,0,0,0,0,0,0,0,0,9527,9527,0,1.634,80.397,1.952,1053,0.181,12.426,1053,0,8926,1.531,5.334,2.56,9527,0,9527,1.634,0,1.9,0,1053,0,0.181,0,8926,0,1.531,0,1.78,0,12.426,5.334,NA,NA,58.958,29.723,58.795,NA,2021-10-14,2022-04-23,2022-10-30,NA,NA,NA,NA,NA,NA
"CL",2021-01-12,"CL",2394918,5.047,2092873,5.215,51390,0,0,0,51390,2.146,6.908,0,0,0,0,0,0,0,0,0,41340,41340,0,1.726,80.444,8.471,5135,0.214,14.183,5135,0,24910,1.04,-31.197,7.144,41340,0,41340,1.726,0,1.975,0,5135,0,0.214,0,24910,0,1.04,0,1.19,0,14.183,-31.197,NA,NA,67.842,36.873,67.736,NA,2021-10-14,2022-04-23,2022-10-30,NA,NA,NA,NA,NA,NA
"CM",2021-01-12,"CM",2045221,4.31,1719964,4.286,35550,0,0,0,35550,1.738,4.779,0,0,0,0,0,0,0,0,0,23342,23342,0,1.141,65.66,4.783,4133,0.202,21.516,4133,0,19250,0.941,0.213,5.52,23342,0,23342,1.141,0,1.357,0,4133,0,0.202,0,19250,0,0.941,0,1.119,0,21.516,0.213,NA,NA,10.974,10.882,10.884,NA,2021-10-14,2022-04-23,2022-10-30,NA,NA,NA,NA,NA,NA
"CT",2021-01-12,"CT",7780479,16.397,6531658,16.276,120545,0,0,0,120545,1.549,16.204,0,0,0,0,0,0,0,0,0,82785,82785,0,1.064,68.676,16.963,14380,0.185,21.022,14380,0,71594,0.92,4.662,20.532,82785,0,82785,1.064,0,1.267,0,14380,0,0.185,0,71594,0,0.92,0,1.096,0,21.022,4.662,NA,NA,3.452,-1.177,3.401,NA,2021-10-14,2022-04-23,2022-10-30,NA,NA,NA,NA,NA,NA
"VC",2021-01-12,"VC",5057353,10.658,4269305,10.639,61225,0,0,0,61225,1.211,8.23,0,0,0,0,0,0,0,0,0,57223,57223,0,1.131,93.463,11.725,11549,0.228,25.286,11549,0,48637,0.962,6.487,13.948,57223,0,57223,1.131,0,1.34,0,11549,0,0.228,0,48637,0,0.962,0,1.139,0,25.286,6.487,NA,NA,10.011,-22.781,9.913,NA,2021-10-14,2022-04-23,2022-10-30,NA,NA,NA,NA,NA,NA
