"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-04-30,"EX",1063987,2.242,911213,2.271,322415,84000,40800,6100,453315,42.605,2.574,0,0,0,2800,45630,2300,4600,55330,5.2,442614,164060,278554,41.6,97.639,2.705,15107,1.42,3.534,6430,8677,52210,4.907,3.717,2.488,305143,139277,165866,28.679,13.09,33.488,15.285,7287,8677,0.685,0.816,29669,24347,2.788,2.288,3.256,2.672,2.446,-10.436,6.644,34.055,20.651,14.808,15.683,32.45,2021-05-12,2021-06-30,2021-08-18,2021-07-19,2021-10-08,2021-12-27,2021-07-01,2021-09-07,2021-11-14
"GA",2021-04-30,"GA",2701819,5.694,2362643,5.887,886975,213900,113300,15550,1229725,45.515,6.983,0,0,0,7200,143910,5900,14500,171510,6.348,1094581,520671,573910,40.513,89.01,6.689,31367,1.161,2.95,24429,6938,142409,5.271,23.19,6.787,812636,286955,525681,30.077,10.621,34.395,12.146,24884,6938,0.921,0.257,103449,42953,3.829,1.59,4.379,1.818,3.159,27.253,2.478,10.527,17.475,22.638,21.322,7.467,2021-05-12,2021-06-30,2021-08-18,2021-07-19,2021-10-08,2021-12-27,2021-07-01,2021-09-07,2021-11-14
"RI",2021-04-30,"RI",319914,0.674,270788,0.675,92495,25100,11600,1900,131095,40.978,0.744,0,0,0,900,14040,600,1400,16940,5.295,123247,56845,66402,38.525,94.014,0.753,3378,1.056,2.818,380,2998,15264,4.771,0.693,0.727,90451,33201,57250,28.274,10.378,33.403,12.261,672,2998,0.21,0.937,10126,5543,3.165,1.733,3.739,2.047,0.749,-20.211,9.926,114.762,11.721,10.386,14.049,5.009,2021-05-12,2021-06-30,2021-08-18,2021-07-19,2021-10-08,2021-12-27,2021-07-01,2021-09-07,2021-11-14
"MD",2021-04-30,"MD",6779888,14.288,5695623,14.193,1539645,536700,204000,38900,2319245,34.208,13.17,0,0,0,18000,226980,14800,24700,284480,4.196,2102932,1038090,1064842,31.017,90.673,12.85,55255,0.815,2.698,31882,23373,255310,3.766,6.043,12.167,1570954,532421,1038533,23.171,7.853,27.582,9.348,32050,23373,0.473,0.345,189212,66541,2.791,0.981,3.322,1.168,2.083,-3.973,4.592,51.243,-10.064,-7.825,-6.535,-20.54,2021-05-12,2021-06-30,2021-08-18,2021-07-19,2021-10-08,2021-12-27,2021-07-01,2021-09-07,2021-11-14
"MC",2021-04-30,"MC",1511251,3.185,1237479,3.084,335345,119500,42500,8650,505995,33.482,2.873,0,0,0,4000,43290,3300,4800,55390,3.665,439557,200457,239100,29.086,86.87,2.686,10279,0.68,2.394,8602,1677,51270,3.393,-1.949,2.443,320106,119550,200556,21.182,7.911,25.868,9.661,8624,1677,0.571,0.111,44707,6662,2.958,0.441,3.613,0.538,2.769,-4.062,1.423,15.539,-15.667,-9.796,-14.558,-19.953,2021-05-12,2021-06-30,2021-08-18,2021-07-19,2021-10-08,2021-12-27,2021-07-01,2021-09-07,2021-11-14
"NC",2021-04-30,"NC",661197,1.393,552935,1.378,173895,52300,22800,3850,252845,38.24,1.436,0,0,0,1800,25740,1500,2700,31740,4.8,240050,98562,141488,36.305,94.94,1.467,6648,1.005,2.848,3459,3189,34460,5.212,3.617,1.642,171131,70744,100387,25.882,10.699,30.95,12.794,3459,3189,0.523,0.482,25114,10359,3.798,1.567,4.542,1.873,2.063,-4.828,4.721,19.151,5.312,3.087,4.401,8.257,2021-05-12,2021-06-30,2021-08-18,2021-07-19,2021-10-08,2021-12-27,2021-07-01,2021-09-07,2021-11-14
"PV",2021-04-30,"PV",2220504,4.68,1898123,4.73,623430,175700,81200,12750,893080,40.22,5.071,0,0,0,5900,98280,4800,10300,119280,5.372,773542,351566,421976,34.836,86.615,4.727,22270,1.003,2.964,7758,14512,109989,4.953,10.502,5.242,573196,210988,362208,25.814,9.502,30.198,11.116,11827,14512,0.533,0.654,88825,31595,4,1.423,4.68,1.665,2.107,0.333,7.386,79.731,1.004,8.355,4.126,-3.855,2021-05-12,2021-06-30,2021-08-18,2021-07-19,2021-10-08,2021-12-27,2021-07-01,2021-09-07,2021-11-14
"CE",2021-04-30,"CE",84202,0.177,66158,0.165,12510,7000,1800,450,21760,25.843,0.124,0,0,200,400,1170,200,200,1770,2.102,21685,8565,13120,25.754,99.655,0.133,744,0.884,3.553,105,639,2420,2.874,4.762,0.115,15249,6560,8689,18.11,7.791,23.049,9.916,105,639,0.125,0.759,956,1588,1.135,1.886,1.445,2.4,0.693,-9.896,10.792,15.659,-24.859,-29.944,-26.949,-21.168,2021-05-12,2021-06-30,2021-08-18,2021-07-19,2021-10-08,2021-12-27,2021-07-01,2021-09-07,2021-11-14
"ML",2021-04-30,"ML",87076,0.184,66178,0.165,12510,7000,1700,450,21660,24.875,0.123,0,0,200,400,1170,200,200,1770,2.033,20764,8134,12630,23.846,95.863,0.127,330,0.379,1.615,158,172,2530,2.906,-9.868,0.121,14700,6315,8385,16.882,7.252,22.213,9.542,157,172,0.18,0.198,1214,1567,1.394,1.8,1.834,2.368,1.08,-26.335,2.8,11.056,-30.978,-33.152,-31.903,-26.621,2021-05-12,2021-06-30,2021-08-18,2021-07-19,2021-10-08,2021-12-27,2021-07-01,2021-09-07,2021-11-14
"FFAA",2021-04-30,"FFAA",NA,NA,NA,NA,19500,66100,0,0,85600,NA,0.486,0,0,0,0,0,0,0,0,NA,73168,56896,16272,NA,85.477,0.447,2249,NA,3.171,43,2206,2507,NA,685.893,0.119,65032,8136,56896,NA,NA,NA,NA,43,2206,NA,NA,220,2287,NA,NA,NA,NA,0.066,-8.333,37.201,2794.937,NA,NA,NA,NA,2021-05-12,2021-06-30,2021-08-18,2021-07-19,2021-10-08,2021-12-27,2021-07-01,2021-09-07,2021-11-14
"ES",2021-04-30,"ES",47450795,100,40129822,100,11956425,3820200,1561200,272400,17610225,37.113,100,7020,4700,7300,145020,1757340,103200,188400,2174940,4.584,16364595,6985063,9379532,34.488,92.927,100,504823,1.064,3.183,228841,275982,2098344,4.422,7.618,100,11763360,4689766,7073594,24.791,9.883,29.313,11.686,243214,275982,0.513,0.582,1357497,826977,2.861,1.743,3.383,2.061,2.111,-1.502,6.253,28.061,0,0,0,0,2021-05-12,2021-06-30,2021-08-18,2021-07-19,2021-10-08,2021-12-27,2021-07-01,2021-09-07,2021-11-14
