"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-04-03,"EX",1063987,2.242,911213,2.271,178505,47900,28100,254505,23.92,2.626,0,0,0,0,17550,2500,10300,30350,2.852,233822,80284,153538,21.976,91.873,2.735,1131,0.106,0.486,1093,38,39684,3.73,-9.505,3.022,157053,76769,80284,14.761,7.215,17.236,8.425,1093,38,0.103,0.004,35926,3758,3.377,0.353,3.943,0.412,0.701,-9.847,0.05,-6.097,21.989,17.128,22.722,20.491,2021-06-01,2021-08-05,2021-10-10,2021-12-22,2022-07-29,2023-03-06,2021-11-01,2022-05-06,2022-11-08
"GA",2021-04-03,"GA",2701819,5.694,2362643,5.887,427165,121900,73600,622665,23.046,6.426,0,0,0,0,57330,6400,32200,95930,3.551,524134,183018,341116,19.399,84.176,6.131,12632,0.468,2.47,8552,4080,87401,3.235,8.941,6.656,353576,170558,183018,13.087,6.313,14.965,7.219,8552,4080,0.317,0.151,58630,28770,2.17,1.065,2.482,1.218,2.479,8.221,2.451,10.433,7.675,12.856,8.804,5.428,2021-06-01,2021-08-05,2021-10-10,2021-12-22,2022-07-29,2023-03-06,2021-11-01,2022-05-06,2022-11-08
"RI",2021-04-03,"RI",319914,0.674,270788,0.675,50375,14400,7800,72575,22.686,0.749,0,0,0,0,4680,800,3000,8480,2.651,67487,20367,47120,21.095,92.989,0.789,801,0.25,1.201,11,790,10878,3.4,-6.651,0.828,43927,23560,20367,13.731,7.364,16.222,8.701,11,790,0.003,0.247,6471,4408,2.023,1.378,2.39,1.628,0.025,-17.588,3.469,15.969,17.062,11.128,14.159,22.979,2021-06-01,2021-08-05,2021-10-10,2021-12-22,2022-07-29,2023-03-06,2021-11-01,2022-05-06,2022-11-08
"MD",2021-04-03,"MD",6779888,14.288,5695623,14.193,838815,305800,136100,1280715,18.89,13.217,0,0,0,0,85410,16000,50900,152310,2.246,1125861,371257,754604,16.606,87.909,13.17,16435,0.242,1.481,16239,196,165383,2.439,-0.559,12.594,748559,377302,371257,11.041,5.565,13.143,6.624,16238,196,0.24,0.003,100602,64781,1.484,0.955,1.766,1.137,2.217,5.653,0.052,-8.881,-7.825,-7.496,-8.206,-7.064,2021-06-01,2021-08-05,2021-10-10,2021-12-22,2022-07-29,2023-03-06,2021-11-01,2022-05-06,2022-11-08
"MC",2021-04-03,"MC",1511251,3.185,1237479,3.084,197285,68100,29400,294785,19.506,3.042,0,0,0,0,17550,3600,9600,30750,2.035,256379,75475,180904,16.965,86.972,2.999,4977,0.329,1.98,3730,1247,39125,2.589,5.475,2.979,165927,90452,75475,10.979,5.985,13.408,7.309,3730,1247,0.247,0.083,27609,11517,1.827,0.762,2.231,0.931,2.3,11.085,1.398,-5.907,-5.84,-4.49,-8.721,-0.05,2021-06-01,2021-08-05,2021-10-10,2021-12-22,2022-07-29,2023-03-06,2021-11-01,2022-05-06,2022-11-08
"NC",2021-04-03,"NC",661197,1.393,552935,1.378,95505,29800,15400,140705,21.28,1.452,0,0,0,0,9360,1600,5700,16660,2.52,121389,42113,79276,18.359,86.272,1.42,0,0,0,0,0,11847,1.792,-13.424,0.902,81751,39638,42113,12.364,5.995,14.785,7.169,0,0,0,0,7731,4116,1.169,0.623,1.398,0.744,0,-16.177,0,-7.734,1.938,4.235,2.793,0.117,2021-06-01,2021-08-05,2021-10-10,2021-12-22,2022-07-29,2023-03-06,2021-11-01,2022-05-06,2022-11-08
"PV",2021-04-03,"PV",2220504,4.68,1898123,4.73,314550,100200,52900,467650,21.061,4.826,0,0,0,0,38610,5300,22100,66010,2.973,370971,159903,211068,16.707,79.327,4.34,0,0,0,0,0,42254,1.903,-21.742,3.218,265437,105534,159903,11.954,4.753,13.984,5.56,0,0,0,0,28941,13313,1.303,0.6,1.525,0.701,0,-23.487,0,-17.658,-7.265,3.12,-0.615,-20.625,2021-06-01,2021-08-05,2021-10-10,2021-12-22,2022-07-29,2023-03-06,2021-11-01,2022-05-06,2022-11-08
"CE",2021-04-03,"CE",84202,0.177,66158,0.165,7830,3900,1300,13030,15.475,0.134,0,0,0,0,1170,200,400,1770,2.102,11226,4024,7202,13.332,86.155,0.131,0,0,0,0,0,508,0.603,-27.116,0.039,7625,3601,4024,9.056,4.277,11.525,5.443,0,0,0,0,301,207,0.357,0.246,0.455,0.313,0,-26.585,0,-27.875,-25.989,-24.294,-24.709,-28.574,2021-06-01,2021-08-05,2021-10-10,2021-12-22,2022-07-29,2023-03-06,2021-11-01,2022-05-06,2022-11-08
"ML",2021-04-03,"ML",87076,0.184,66178,0.165,7830,3900,1200,12930,14.849,0.133,0,0,0,0,1170,200,400,1770,2.033,10413,5567,4846,11.959,80.534,0.122,0,0,0,0,0,529,0.608,-15.898,0.04,7990,2423,5567,9.176,2.783,12.073,3.661,0,0,0,0,518,11,0.595,0.013,0.783,0.017,0,-15.909,0,-15.385,-33.696,-27.717,-23.711,-53.524,2021-06-01,2021-08-05,2021-10-10,2021-12-22,2022-07-29,2023-03-06,2021-11-01,2022-05-06,2022-11-08
"FFAA",2021-04-03,"FFAA",NA,NA,NA,NA,19500,36100,0,55600,NA,0.574,0,0,0,0,0,3000,0,3000,NA,41393,31409,9984,NA,74.448,0.484,647,NA,1.588,647,0,22923,NA,-5.682,1.746,36401,4992,31409,NA,NA,NA,NA,647,0,NA,NA,22704,219,NA,NA,NA,NA,1.81,-5.597,0,-13.78,NA,NA,NA,NA,2021-06-01,2021-08-05,2021-10-10,2021-12-22,2022-07-29,2023-03-06,2021-11-01,2022-05-06,2022-11-08
"ES",2021-04-03,"ES",47450795,100,40129822,100,6470295,2175700,1044000,9689995,20.421,100,0,0,0,0,672750,115200,393600,1181550,2.49,8548598,2866302,5682296,18.016,88.221,100,103222,0.218,1.222,81156,22066,1313204,2.768,-4.703,100,5707450,2841148,2866302,12.028,5.988,14.222,7.08,81155,22066,0.171,0.047,1010687,302517,2.13,0.638,2.519,0.754,1.442,-5.079,0.783,-3.423,0,0,0,0,2021-06-01,2021-08-05,2021-10-10,2021-12-22,2022-07-29,2023-03-06,2021-11-01,2022-05-06,2022-11-08
