"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-03-21,"AN",8464411,17.838,7062213,17.598,899820,343800,111200,0,1354820,16.006,17.631,0,0,0,0,79560,40500,37900,157960,1.866,1179628,345998,833630,13.936,87.069,18.905,5393,0.064,0.459,2041,3352,98347,1.162,-10.939,14.207,762813,416815,345998,9.012,4.924,10.801,5.902,2041,3352,0.024,0.04,26997,71350,0.319,0.843,0.382,1.01,0.268,-12.93,0.811,-10.162,5.982,-1.16,2.188,13.718,2021-11-15,2022-06-28,2023-02-09,2021-10-21,2022-04-06,2022-09-19,2021-09-12,2022-01-31,2022-06-21
"AR",2021-03-21,"AR",1329391,2.802,1132764,2.823,165285,54000,21700,0,240985,18.127,3.136,0,0,0,0,17550,6400,9100,33050,2.486,203600,62111,141489,15.315,84.487,3.263,2887,0.217,1.438,1614,1273,25501,1.918,2.381,3.684,132856,70744,62112,9.994,5.322,11.728,6.245,1614,1273,0.121,0.096,12308,13193,0.926,0.992,1.087,1.165,1.23,1.997,1.832,2.741,16.453,11.92,13.324,22.91,2021-11-15,2022-06-28,2023-02-09,2021-10-21,2022-04-06,2022-09-19,2021-09-12,2022-01-31,2022-06-21
"AS",2021-03-21,"AS",1018784,2.147,901209,2.246,161195,41500,20700,0,223395,21.928,2.907,0,0,0,0,16380,4900,8000,29280,2.874,184029,39713,144316,18.064,82.378,2.949,2299,0.226,1.265,947,1352,24788,2.433,-7.303,3.581,111870,72158,39712,10.981,7.083,12.413,8.007,946,1352,0.093,0.133,7377,17410,0.724,1.709,0.819,1.932,0.853,-17.345,1.909,-2.279,37.354,35.398,24.515,63.58,2021-11-15,2022-06-28,2023-02-09,2021-10-21,2022-04-06,2022-09-19,2021-09-12,2022-01-31,2022-06-21
"IB",2021-03-21,"IB",1171543,2.469,986279,2.458,86940,47500,11100,0,145540,12.423,1.894,0,0,0,0,10530,5600,4600,20730,1.769,122662,52445,70217,10.47,84.281,1.966,1876,0.16,1.553,1122,754,16477,1.406,-2.503,2.38,87553,35108,52445,7.473,2.997,8.877,3.56,1121,754,0.096,0.064,11722,4754,1.001,0.406,1.189,0.482,1.297,-3.148,2.195,-0.896,-20.373,-23.289,-15.263,-30.785,2021-11-15,2022-06-28,2023-02-09,2021-10-21,2022-04-06,2022-09-19,2021-09-12,2022-01-31,2022-06-21
"CN",2021-03-21,"CN",2175952,4.586,1871033,4.662,186000,88400,22900,0,297300,13.663,3.869,0,0,0,0,18720,10400,8600,37720,1.733,235380,79782,155598,10.817,79.173,3.772,2333,0.107,1.001,754,1579,24889,1.144,-8.912,3.595,157581,77799,79782,7.242,3.575,8.422,4.158,753,1579,0.035,0.073,9703,15186,0.446,0.698,0.519,0.812,0.48,-23.411,2.072,3.616,-17.75,-15.635,-17.882,-17.436,2021-11-15,2022-06-28,2023-02-09,2021-10-21,2022-04-06,2022-09-19,2021-09-12,2022-01-31,2022-06-21
"CB",2021-03-21,"CB",582905,1.228,501384,1.249,79125,23600,9700,0,112425,19.287,1.463,0,0,0,0,8190,2800,3800,14790,2.537,88819,18905,69914,15.237,79.003,1.423,1237,0.212,1.412,44,1193,12045,2.066,1.895,1.74,53862,34957,18905,9.24,5.997,10.743,6.972,44,1193,0.008,0.205,1646,10399,0.282,1.784,0.328,2.074,0.082,-22.432,3.533,7.217,15.879,19.137,4.774,38.499,2021-11-15,2022-06-28,2023-02-09,2021-10-21,2022-04-06,2022-09-19,2021-09-12,2022-01-31,2022-06-21
"CL",2021-03-21,"CL",2394918,5.047,2092873,5.215,364755,97300,47700,0,509755,21.285,6.634,0,0,0,0,39780,11500,20400,71680,2.993,416311,122269,294042,17.383,81.669,6.672,9001,0.376,2.21,3248,5753,51187,2.137,6.533,7.394,269290,147021,122269,11.244,6.139,12.867,7.025,3248,5753,0.136,0.24,23636,27551,0.987,1.15,1.129,1.316,1.221,-1.488,4.072,14.533,32.197,31.444,27.497,41.778,2021-11-15,2022-06-28,2023-02-09,2021-10-21,2022-04-06,2022-09-19,2021-09-12,2022-01-31,2022-06-21
"CM",2021-03-21,"CM",2045221,4.31,1719964,4.286,239715,83100,31000,0,353815,17.3,4.604,0,0,0,0,24570,9800,12400,46770,2.287,264578,80746,183832,12.936,74.779,4.24,3364,0.164,1.288,1590,1774,29728,1.454,5.549,4.294,172662,91916,80746,8.442,4.494,10.039,5.344,1589,1774,0.078,0.087,16846,12882,0.824,0.63,0.979,0.749,0.929,1.165,1.968,11.881,-1.624,6.821,-4.275,3.788,2021-11-15,2022-06-28,2023-02-09,2021-10-21,2022-04-06,2022-09-19,2021-09-12,2022-01-31,2022-06-21
"CT",2021-03-21,"CT",7780479,16.397,6531658,16.276,819620,316100,105400,0,1241120,15.952,16.151,0,0,0,0,84240,37200,42000,163440,2.101,983340,339854,643486,12.639,79.23,15.759,22709,0.292,2.364,2414,20295,105827,1.36,13.357,15.287,661597,321743,339854,8.503,4.135,10.129,4.926,2414,20295,0.031,0.261,21350,84478,0.274,1.086,0.327,1.293,0.366,-11.521,6.733,22.032,-3.891,-1.5,-3.583,-4.503,2021-11-15,2022-06-28,2023-02-09,2021-10-21,2022-04-06,2022-09-19,2021-09-12,2022-01-31,2022-06-21
"VC",2021-03-21,"VC",5057353,10.658,4269305,10.639,450640,205400,57800,0,713840,14.115,9.29,0,0,0,0,54990,24100,26100,105190,2.08,552804,166900,385904,10.931,77.441,8.859,7464,0.148,1.369,2079,5385,77305,1.529,3.354,11.167,359852,192952,166900,7.115,3.815,8.429,4.52,2079,5385,0.041,0.106,34333,42972,0.679,0.85,0.804,1.007,0.581,1.661,2.871,4.748,-16.879,-12.835,-19.322,-11.894,2021-11-15,2022-06-28,2023-02-09,2021-10-21,2022-04-06,2022-09-19,2021-09-12,2022-01-31,2022-06-21
