"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,209520,0,6800,216320,18.921,164820,76.2,1773,17.06,6.069,0.021,0.025,0.026,6.405,7.855,8.089,1.947,-4.361
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,35415,0,1200,36615,3.203,28316,77.3,250,2.931,14.296,0.019,0.022,0.023,-4.471,-5.186,-5.33,2.13,4.617
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,35420,0,1200,36620,3.203,34293,93.6,1285,3.55,49.185,0.126,0.143,0.145,540.724,512.564,508.587,3.366,65.328
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,16740,0,600,17340,1.517,14658,84.5,164,1.517,-38.572,0.014,0.017,0.017,-28.889,-28.564,-28.566,1.251,-38.548
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,41310,0,1300,42610,3.727,43209,101.4,339,4.473,-18.732,0.016,0.018,0.019,-20.859,-22.162,-22.158,1.986,-2.468
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,17700,0,500,18200,1.592,18967,104.2,0,1.963,29.632,0,0,0,-100,-100,-100,3.254,59.817
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,76740,0,2500,79240,6.931,70885,89.5,432,7.337,37.325,0.018,0.021,0.021,-8.369,-11.322,-11.703,2.96,45.374
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,53100,0,1700,54800,4.793,43682,79.7,189,4.521,11.21,0.009,0.011,0.011,-53.057,-52.792,-52.744,2.136,4.902
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,180020,0,5800,185820,16.253,156627,84.3,432,16.212,-0.879,0.006,0.007,0.007,-71.795,-71.586,-71.562,2.013,-1.126
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,91450,0,2900,94350,8.252,95260,101,588,9.86,-22.571,0.012,0.014,0.014,-40.939,-40.831,-40.801,1.884,-7.485
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,32450,0,1000,33450,2.926,29125,87.1,254,3.015,30.497,0.024,0.028,0.029,21.268,19.753,19.673,2.737,34.447
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,56080,0,1800,57880,5.063,57871,99.98,1191,5.99,-11.09,0.044,0.05,0.051,123.927,116.565,115.457,2.142,5.203
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,8840,0,200,9040,0.791,8049,89,44,0.833,17.314,0.014,0.016,0.017,-30.133,-30.193,-30.224,2.516,23.575
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,147540,0,4700,152240,13.316,120168,78.9,719,12.439,-6.804,0.011,0.013,0.013,-46.129,-45.767,-45.756,1.772,-12.946
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,38360,0,1200,39560,3.46,36730,92.8,934,3.802,8.639,0.062,0.075,0.078,213.95,224.252,225.72,2.43,19.373
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,17700,0,500,18200,1.592,12991,71.4,299,1.345,14.277,0.045,0.054,0.055,129.716,132.312,132.669,1.965,-3.498
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,47205,0,1400,48605,4.251,28069,57.7,390,2.905,-9.16,0.018,0.021,0.021,-10.78,-11.73,-11.876,1.264,-37.913
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1005,0,200,1205,0.105,1080,89.6,29,0.112,-40.454,0.034,0.044,0.045,74.955,88.317,90.114,1.283,-37.002
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1005,0,200,1205,0.105,1297,107.6,29,0.134,-42.719,0.033,0.044,0.045,69.18,88.26,90.498,1.49,-26.842
"20","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,1107600,0,35700,1143300,100,966097,84.501,9341,100,0,0.02,0.023,0.024,0,0,0,2.036,0
