"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,39275,0,1000,40275,2.992,30941,76.8,254,3.016,33.451,0.024,0.028,0.029,-27.582,-28.486,-28.534,2.908,34.5,6825,6825,0,0,0,1816,0,0.004,7825,6825,1000,0,254,16648,0.001,0.035,-96.2606837606838,-96.969696969697
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,66805,0,1800,68605,5.097,59104,86.2,1197,5.761,-10.492,0.044,0.051,0.052,34.397,29.978,29.313,2.188,1.177,10725,10725,0,0,6,1233,0,0.025,12525,10725,1800,0,1197,21359,0.003,0.045,-95.1923076923077,-90.9090909090909
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,11765,0,200,11965,0.889,8335,69.7,44,0.812,31.879,0.014,0.016,0.017,-58.277,-58.313,-58.332,2.605,20.502,2925,2925,0,0,0,286,0,0.001,3125,2925,200,0,44,3684,0,0.008,-99.1452991452991,-100
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,171915,0,4700,176615,13.12,129194,73.2,812,12.593,-8.171,0.012,0.014,0.015,-63.668,-63.425,-63.417,1.906,-11.866,24375,24375,0,0,93,9026,0,0.011,29075,24375,4700,0,812,79966,0.002,0.169,-81.9444444444444,-93.9393939393939
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,45185,0,1200,46385,3.446,39142,84.4,1522,3.815,8.191,0.101,0.123,0.127,205.513,215.538,216.967,2.59,19.792,6825,6825,0,0,588,2412,0.001,0.01,8025,6825,1200,0,1522,19237,0.003,0.041,-95.6196581196581,-90.9090909090909
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,20625,0,500,21125,1.569,14559,68.9,503,1.419,12.66,0.076,0.091,0.093,130.775,133.383,133.742,2.202,1.841,2925,2925,0,0,204,1568,0,0.006,3425,2925,500,0,503,7139,0.001,0.015,-98.3974358974359,-96.969696969697
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,55980,0,1400,57380,4.263,33523,58.4,390,3.268,-8.917,0.018,0.021,0.021,-46.72,-47.287,-47.374,1.51,-30.174,8775,8775,0,0,0,5454,0,0.012,10175,8775,1400,0,390,15752,0.001,0.033,-96.474358974359,-96.969696969697
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1980,0,200,2180,0.162,1110,50.9,29,0.108,-8.503,0.034,0.044,0.045,4.478,12.458,13.531,1.318,-39.029,975,975,0,0,0,30,0,0.001,1175,975,200,0,29,290,0,0.001,-99.8931623931624,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1980,0,200,2180,0.162,1326,60.8,29,0.129,-11.984,0.033,0.044,0.045,1.03,12.424,13.76,1.523,-29.568,975,975,0,0,0,29,0,0.001,1175,975,200,0,29,321,0,0.001,-99.8931623931624,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,1310400,0,35700,1346100,100,1025937,76.216,15642,100,0,0.033,0.039,0.04,0,0,0,2.162,0,202800,202800,0,0,6301,59840,0.013,0.294,242400,206700,35700,0,15642,444299,0.033,0.936,0,0
