"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,999270,361600,111200,1472070,17.409,1293949,87.9,472276,18.962,-2.406,5.58,6.687,6.864,10.89,12.401,12.645,15.287,6.299
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,187515,56800,21700,266015,3.146,220730,83,79780,3.235,12.274,6.001,7.043,7.203,19.271,18.378,18.198,16.604,15.456
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,182255,43600,20700,246555,2.916,197725,80.2,77763,2.898,35.808,7.633,8.629,8.78,51.699,45.032,44.09,19.408,34.954
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,99810,49900,11100,160810,1.902,132167,82.2,37780,1.937,-22.974,3.225,3.831,3.923,-35.909,-35.616,-35.618,11.281,-21.554
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,209400,93000,22900,325300,3.847,254352,78.2,90901,3.727,-16.113,4.178,4.858,4.976,-16.975,-18.341,-18.337,11.689,-18.718
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,88485,24800,9700,122985,1.454,97301,79.1,40331,1.426,18.44,6.919,8.044,8.221,37.51,35.202,34.908,16.692,16.072
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,413895,102400,47700,563995,6.67,456309,80.9,170331,6.687,32.155,7.112,8.139,8.3,41.35,36.794,36.207,19.053,32.488
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,270135,87400,31000,388535,4.595,291786,75.1,104759,4.276,6.609,5.122,6.091,6.245,1.799,2.374,2.477,14.267,-0.796
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,923750,332500,105400,1361650,16.103,1062479,78,379408,15.57,-1.793,4.876,5.809,5.954,-3.085,-2.366,-2.284,13.656,-5.044
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,518500,216100,57800,792400,9.371,612340,77.3,227657,8.973,-12.075,4.502,5.332,5.464,-10.536,-10.373,-10.328,12.108,-15.807
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,160955,45400,17800,224155,2.651,181812,81.1,70649,2.664,18.238,6.64,7.753,7.936,31.966,30.317,30.23,17.088,18.821
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,369835,115500,41400,526735,6.229,418902,79.5,136454,6.139,9.4,5.05,5.775,5.885,0.374,-2.926,-3.422,15.504,7.811
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,45695,13600,4800,64095,0.758,53810,84,18407,0.789,12.462,5.754,6.798,6.959,14.352,14.253,14.203,16.82,16.96
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,753405,289800,85200,1128405,13.345,915887,81.2,287225,13.422,-6.602,4.236,5.043,5.166,-15.804,-15.239,-15.221,13.509,-6.065
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,179735,64500,19800,264035,3.123,206638,78.3,70801,3.028,-1.962,4.685,5.721,5.887,-6.89,-3.835,-3.399,13.673,-4.922
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,86145,28200,9700,124045,1.467,105316,84.9,33985,1.543,5.31,5.14,6.146,6.305,2.152,3.307,3.466,15.928,10.757
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,275940,94900,30800,401640,4.75,302858,75.4,83422,4.438,1.493,3.757,4.395,4.494,-25.334,-26.129,-26.251,13.639,-5.159
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,6660,3700,900,11260,0.133,10121,89.9,3206,0.148,-24.767,3.808,4.846,5.011,-24.328,-18.549,-17.772,12.02,-16.419
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,6660,3700,800,11160,0.132,9477,84.9,2409,0.139,-28.272,2.767,3.64,3.773,-45.017,-38.816,-38.089,10.884,-24.32
"20","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,5778045,2027400,650400,8455845,100,6823959,80.701,2387544,100,0,5.032,5.95,6.094,0,0,0,14.381,0
