"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-04-20,"AN",8464411,17.838,7062213,17.598,1653300,589600,219200,0,2462100,29.088,16.506,184860,0,0,184860,184860,24800,0,209660,2.477,2199243,1014897,1184346,25.982,89.324,16.864,0,0,0,0,0,289058,3.415,-13.467,14.693,1607070,592173,1014897,18.986,6.996,22.756,8.385,0,0,0,0,240619,48439,2.843,0.572,3.407,0.686,0,-14.684,0,-6.864,-5.46,-7.467,-6.047,-3.835,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
"AR",2021-04-20,"AR",1329391,2.802,1132764,2.823,332595,92600,45800,0,470995,35.429,3.158,40950,0,0,40950,40950,3900,0,44850,3.374,400096,175742,224354,30.096,84.947,3.068,8536,0.642,2.18,7890,646,79061,5.947,0.057,4.019,287919,112177,175742,21.658,8.438,25.417,9.903,7890,646,0.594,0.049,69048,10013,5.194,0.753,6.096,0.884,2.818,-0.846,0.579,6.76,9.493,12.705,7.175,15.986,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
"AS",2021-04-20,"AS",1018784,2.147,901209,2.246,319145,71000,42200,0,432345,42.437,2.898,38610,0,0,38610,38610,3000,0,41610,4.084,380133,149915,230218,37.312,87.924,2.915,8484,0.833,2.283,7181,1303,70594,6.929,0.889,3.588,265024,115109,149915,26.014,11.299,29.408,12.773,7181,1303,0.705,0.128,53778,16816,5.279,1.651,5.967,1.866,2.785,0.729,1.145,1.405,35.771,34.979,28.731,55.313,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
"IB",2021-04-20,"IB",1171543,2.469,986279,2.458,179370,81400,24300,0,285070,24.333,1.911,16380,0,0,16380,21060,0,0,21060,1.798,262935,134837,128098,22.443,92.235,2.016,3014,0.257,1.16,2690,324,36717,3.134,-11.67,1.866,198886,64049,134837,16.976,5.467,20.165,6.494,2690,324,0.23,0.028,29606,7111,2.527,0.607,3.002,0.721,1.371,-14.813,0.508,4.359,-18.348,-22.6,-15.994,-24.852,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
"CN",2021-04-20,"CN",2175952,4.586,1871033,4.662,340440,151600,47800,0,539840,24.809,3.619,21060,0,0,21060,21060,6400,0,27460,1.262,492264,246090,246174,22.623,91.187,3.775,11740,0.54,2.443,9245,2495,90601,4.164,-2.489,4.605,369177,123087,246090,16.966,5.657,19.731,6.579,9245,2495,0.425,0.115,83063,7538,3.817,0.346,4.439,0.403,2.569,-5.261,2.069,43.91,-17.684,-21.086,-16.043,-22.241,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
"CB",2021-04-20,"CB",582905,1.228,501384,1.249,150495,40500,19900,0,210895,36.18,1.414,17550,0,0,17550,17550,0,0,17550,3.011,170634,69534,101100,29.273,80.909,1.308,4005,0.687,2.404,2285,1720,27757,4.762,8.139,1.411,120084,50550,69534,20.601,8.672,23.951,10.082,2285,1720,0.392,0.295,22941,4816,3.936,0.826,4.576,0.961,1.94,3.412,3.522,38.232,6.515,15.147,1.945,19.203,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
"CL",2021-04-20,"CL",2394918,5.047,2092873,5.215,740325,166900,100800,0,1008025,42.09,6.758,92430,0,0,92430,92430,0,0,92430,3.859,850339,341859,508480,35.506,84.357,6.52,19543,0.816,2.352,16740,2803,139720,5.834,2.985,7.102,596099,254240,341859,24.89,10.616,28.482,12.148,16740,2803,0.699,0.117,120307,19413,5.023,0.811,5.748,0.928,2.889,2.412,1.115,6.682,29.186,33.901,23.169,45.924,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
"CM",2021-04-20,"CM",2045221,4.31,1719964,4.286,469035,142400,63800,0,675235,33.015,4.527,56160,0,0,56160,56160,0,0,56160,2.746,569590,228368,341222,27.85,84.354,4.368,7158,0.35,1.273,3202,3956,81623,3.991,3.173,4.149,398979,170611,228368,19.508,8.342,23.197,9.919,3202,3956,0.157,0.193,63668,17955,3.113,0.878,3.702,1.044,0.809,-1.546,2.374,24.299,1.346,5.035,-3.464,14.667,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
"CT",2021-04-20,"CT",7780479,16.397,6531658,16.276,1607030,541900,221100,0,2370030,30.461,15.889,193050,0,0,193050,193050,22800,0,215850,2.774,2083020,1086562,996458,26.772,87.89,15.973,13017,0.167,0.629,11731,1286,295251,3.795,-12.159,15.007,1584791,498229,1086562,20.369,6.404,24.263,7.628,11731,1286,0.151,0.017,255367,39884,3.282,0.513,3.91,0.611,0.746,-14.044,0.259,2.196,-2.586,-3.098,0.797,-11.973,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
"VC",2021-04-20,"VC",5057353,10.658,4269305,10.639,961930,352300,131600,0,1445830,28.589,9.693,125190,0,0,125190,125190,0,0,125190,2.475,1307612,678688,628924,25.856,90.44,10.027,36644,0.725,2.883,30866,5778,226639,4.481,-3.61,11.52,993150,314462,678688,19.638,6.218,23.263,7.366,30866,5778,0.61,0.114,198721,27918,3.929,0.552,4.655,0.654,3.208,-5.618,1.872,13.594,-5.92,-9.054,-2.821,-14.529,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
"EX",2021-04-20,"EX",1063987,2.242,911213,2.271,276785,74000,36200,0,386985,36.371,2.594,32760,0,0,32760,32760,3100,0,35860,3.37,353535,151783,201752,33.227,91.356,2.711,1599,0.15,0.454,1583,16,50969,4.79,-3.667,2.591,252659,100876,151783,23.746,9.481,27.728,11.071,1583,16,0.149,0.002,36323,14646,3.414,1.377,3.986,1.607,0.63,-5.125,0.016,0.15,20.919,15.7,17.508,30.323,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
"GA",2021-04-20,"GA",2701819,5.694,2362643,5.887,743065,188300,98800,0,1030165,38.129,6.906,105300,0,0,105300,105300,8000,0,113300,4.193,877664,427762,449902,32.484,85.196,6.73,11824,0.438,1.366,3110,8714,134120,4.964,0.725,6.817,652713,224951,427762,24.158,8.326,27.626,9.521,3110,8714,0.115,0.323,100264,33856,3.711,1.253,4.244,1.433,0.479,-2.631,4.03,12.177,18.195,21.286,19.547,14.447,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
"RI",2021-04-20,"RI",319914,0.674,270788,0.675,78455,22200,10200,0,110855,34.652,0.743,9360,0,0,9360,9360,900,0,10260,3.207,97907,44779,53128,30.604,88.32,0.751,1553,0.485,1.612,1190,363,13437,4.2,-5.93,0.683,71343,26564,44779,22.301,8.303,26.346,9.81,1190,363,0.372,0.113,11862,1575,3.708,0.492,4.381,0.582,1.696,-8.309,1.385,16.927,11.424,10.237,10.357,14.131,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
"MD",2021-04-20,"MD",6779888,14.288,5695623,14.193,1312665,472500,179300,0,1964465,28.975,13.17,157950,0,0,157950,157950,20000,0,177950,2.625,1718899,804435,914464,25.353,87.5,13.181,39738,0.586,2.367,35081,4657,249967,3.687,-3.706,12.706,1261667,457232,804435,18.609,6.744,22.152,8.028,35081,4657,0.517,0.069,227981,21986,3.363,0.324,4.003,0.386,2.86,-4.465,1.029,4.945,-7.748,-7.825,-7.913,-7.299,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
"MC",2021-04-20,"MC",1511251,3.185,1237479,3.084,292055,105200,37700,0,434955,28.781,2.916,31590,0,0,31590,31590,4400,0,35990,2.381,345665,137269,208396,22.873,79.471,2.651,11116,0.736,3.323,8995,2121,58449,3.868,19.44,2.971,241467,104198,137269,15.978,6.895,19.513,8.42,8995,2121,0.595,0.14,53667,4782,3.551,0.316,4.337,0.386,3.869,15.999,2.078,79.034,-16.766,-8.446,-20.932,-5.223,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
"NC",2021-04-20,"NC",661197,1.393,552935,1.378,148155,46000,20100,0,214255,32.404,1.436,17550,0,0,17550,17550,1900,0,19450,2.942,193479,81815,111664,29.262,90.303,1.484,4376,0.662,2.314,3891,485,32441,4.906,3.398,1.649,137647,55832,81815,20.818,8.444,24.894,10.097,3891,485,0.588,0.073,25351,7090,3.834,1.072,4.585,1.282,2.909,4.128,0.876,0.868,6.533,3.087,3.019,16.069,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
