"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,400230,34500,16600,451330,18.708,390077,86.4,151577,17.999,4.875,1.791,2.146,2.203,1.305,2.686,2.908,4.608,0.9,34500,0,0,34500,8025,11134,0.017,0.085,120350,76050,9800,34500,60813,76791,0.128,0.162,-84.4380403458213,-85.5530474040632
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,68175,5400,2900,76475,3.17,75586,98.8,25222,3.488,13.129,1.897,2.227,2.277,7.33,6.527,6.365,5.686,24.487,5400,0,0,5400,842,936,0.002,0.006,19970,12870,1700,5400,14103,19104,0.03,0.04,-96.1575408261287,-96.6139954853273
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,69935,4200,2900,77035,3.193,72787,94.5,31944,3.359,48.723,3.136,3.545,3.607,77.379,69.583,68.482,7.144,56.426,4200,0,0,4200,477,1003,0.001,0.027,17600,11700,1700,4200,12441,14610,0.026,0.031,-97.0220941402498,-97.0654627539503
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,35460,4800,1500,41760,1.731,36655,87.8,14072,1.691,-29.893,1.201,1.427,1.461,-32.05,-31.739,-31.741,3.129,-31.497,4800,0,0,4800,642,972,0.001,0.006,11550,5850,900,4800,9046,10692,0.019,0.023,-97.790585975024,-97.8555304740406
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,79530,8900,3200,91630,3.798,85250,93,29047,3.934,-17.182,1.335,1.552,1.59,-24.483,-25.726,-25.722,3.918,-14.221,8900,0,0,8900,889,920,0.002,0.012,26010,15210,1900,8900,14400,17467,0.03,0.037,-96.4457252641691,-96.6139954853273
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,33495,2400,1300,37195,1.542,35347,95,13470,1.631,25.548,2.311,2.687,2.746,30.727,28.533,28.254,6.064,32.767,2400,0,0,2400,1043,1132,0.002,0.001,9050,5850,800,2400,9209,10280,0.019,0.022,-97.8866474543708,-97.8555304740406
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,149475,9800,6200,165475,6.859,161781,97.8,64568,7.465,35.901,2.696,3.085,3.146,52.518,47.602,46.968,6.755,47.902,9800,0,0,9800,1640,761,0.003,0.035,41580,28080,3700,9800,29517,35419,0.062,0.075,-92.7953890489914,-93.0022573363431
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,101655,8300,4200,114155,4.732,106646,93.4,33207,4.921,9.784,1.624,1.931,1.979,-8.149,-7.631,-7.538,5.214,14.167,8300,0,0,8300,1078,1658,0.002,0.009,29520,18720,2500,8300,11847,17758,0.025,0.037,-96.4457252641691,-97.1783295711061
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,345770,31800,14300,391870,16.243,328789,83.9,129651,15.171,-0.94,1.666,1.985,2.035,-5.732,-5.033,-4.953,4.226,-7.478,31800,0,0,31800,8909,11567,0.019,0.024,105820,65520,8500,31800,60220,67227,0.127,0.142,-86.359269932757,-85.665914221219
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,175690,20600,7000,203290,8.426,196489,96.7,87353,9.066,-20.939,1.727,2.046,2.097,-2.288,-2.11,-2.061,3.885,-14.935,20600,0,0,20600,4182,5587,0.009,0.018,57460,32760,4100,20600,42374,48544,0.089,0.102,-90.2017291066282,-89.9548532731377
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,62675,4300,2500,69475,2.88,69271,99.7,27390,3.196,28.445,2.574,3.006,3.077,45.63,43.81,43.714,6.511,42.545,4300,0,0,4300,785,1265,0.002,0.004,17500,11700,1500,4300,16614,19568,0.035,0.041,-96.0614793467819,-96.0496613995485
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,108925,11000,4500,124425,5.157,114111,91.7,54504,5.265,-9.424,2.017,2.307,2.351,14.121,10.369,9.805,4.223,-7.529,11000,0,0,11000,3080,3115,0.006,0.025,34760,21060,2700,11000,25439,26375,0.054,0.056,-94.6205571565802,-93.9051918735892
