"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,662310,144200,36300,842810,18.692,653919,77.6,218967,19.908,4.79,2.587,3.101,3.183,0.518,1.888,2.109,7.726,11.604,163300,93600,0,69700,2350,27260,0.005,0.085,163300,93600,0,69700,20653,168246,0.044,0.355,-71.6453674121406,-79.5348837209302
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,112635,22600,6300,141535,3.139,115419,81.5,44195,3.514,12.029,3.324,3.902,3.99,29.176,28.209,28.015,8.682,25.422,27280,16380,0,10900,490,4352,0.001,0.006,27280,16380,0,10900,4521,18432,0.01,0.039,-96.8849840255591,-95.3488372093023
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,112055,17400,6300,135755,3.011,104014,76.6,38423,3.167,40.236,3.771,4.263,4.338,46.545,40.105,39.195,10.21,47.489,22440,14040,0,8400,474,4469,0.001,0.027,22440,14040,0,8400,3855,20886,0.008,0.044,-96.4856230031949,-96.2790697674419
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,56520,19900,3200,79620,1.766,54156,68,20576,1.649,-28.479,1.756,2.086,2.137,-31.756,-31.444,-31.445,4.623,-33.221,16620,7020,0,9600,16,1355,0,0.006,16620,7020,0,9600,1215,8808,0.003,0.019,-98.482428115016,-98.6046511627907
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,129840,37100,7000,173940,3.858,127794,73.5,50067,3.891,-15.88,2.301,2.676,2.741,-10.594,-12.066,-12.061,5.873,-15.158,36620,18720,0,17900,141,5490,0,0.012,36620,18720,0,17900,4828,18743,0.01,0.039,-96.8849840255591,-95.3488372093023
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,55725,9900,2900,68525,1.52,51298,74.9,19963,1.562,23.761,3.425,3.982,4.069,33.073,30.84,30.556,8.8,27.132,12990,8190,0,4800,109,2363,0,0.001,12990,8190,0,4800,901,7385,0.002,0.016,-98.7220447284345,-99.0697674418605
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,246585,40800,13500,300885,6.673,229483,76.3,87344,6.986,32.221,3.647,4.173,4.256,41.712,37.144,36.555,9.582,38.424,54800,35100,0,19700,892,6449,0.002,0.035,54800,35100,0,19700,5922,33287,0.012,0.07,-94.408945686901,-94.4186046511628
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,167175,34800,9200,211175,4.684,150359,71.2,64920,4.578,8.668,3.174,3.774,3.87,23.339,24.035,24.16,7.352,6.204,40200,23400,0,16800,1715,4147,0.004,0.009,40200,23400,0,16800,9473,17637,0.02,0.037,-97.0447284345048,-90.6976744186047
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,570410,132700,31400,734510,16.29,531016,72.3,183354,16.166,-0.65,2.357,2.807,2.878,-8.431,-7.753,-7.675,6.825,-1.406,144830,80730,0,64100,1519,26746,0.003,0.024,144830,80730,0,64100,15100,103491,0.032,0.218,-82.5878594249201,-85.1162790697674
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,288010,86200,15700,389910,8.648,286962,73.6,100209,8.736,-18.862,1.981,2.347,2.405,-23.008,-22.868,-22.829,5.674,-18.031,82650,40950,0,41700,1164,12984,0.002,0.018,82650,40950,0,41700,4169,58782,0.009,0.124,-90.0958466453674,-95.8139534883721
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,102455,18100,5400,125955,2.794,98839,78.5,38366,3.009,24.599,3.606,4.21,4.31,40.111,38.361,38.268,9.289,34.197,22840,14040,0,8800,337,4377,0.001,0.004,22840,14040,0,8800,4951,16753,0.01,0.035,-97.2044728434505,-95.3488372093023
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,179125,46100,9800,235025,5.213,179141,76.2,58239,5.454,-8.456,2.156,2.465,2.512,-16.243,-18.997,-19.411,6.63,-4.217,48040,25740,0,22300,187,8597,0,0.025,48040,25740,0,22300,842,40540,0.002,0.085,-93.2108626198083,-99.0697674418605
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,28145,5400,1400,34945,0.775,25411,72.7,9193,0.774,14.99,2.874,3.395,3.476,11.657,11.561,11.512,7.943,14.746,7280,4680,0,2600,0,506,0,0.001,7280,4680,0,2600,664,3379,0.001,0.007,-99.4408945686901,-99.5348837209302
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,464415,115600,25400,605415,13.427,385692,63.7,170589,11.742,-6.024,2.516,2.995,3.068,-2.233,-1.577,-1.556,5.689,-17.819,121320,65520,0,55800,824,3512,0.002,0.011,121320,65520,0,55800,10387,31434,0.022,0.066,-94.7284345047923,-89.7674418604651
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,121235,25700,6600,153535,3.405,110564,72,48528,3.366,6.914,3.211,3.922,4.035,24.772,28.867,29.45,7.316,5.689,29950,17550,0,12400,1751,2274,0.004,0.01,29950,17550,0,12400,8649,16859,0.018,0.036,-97.1246006389776,-91.6279069767442
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,55725,11200,2900,69825,1.549,53145,76.1,20422,1.618,11.172,3.089,3.693,3.789,20.014,21.37,21.557,8.038,16.113,14760,9360,0,5400,332,1329,0.001,0.006,14760,9360,0,5400,3549,10653,0.007,0.022,-98.2428115015974,-96.7441860465116
