"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-04-25,"EX",1063987,2.242,911213,2.271,276785,81700,36200,3300,397985,37.405,2.578,0,0,0,0,32760,7700,0,43760,4.113,395079,164751,230328,37.132,99.27,2.712,2337,0.22,0.595,2220,117,46712,4.39,-2.568,2.476,279915,115164,164751,26.308,10.824,30.719,12.639,2220,117,0.209,0.011,32008,14704,3.008,1.382,3.513,1.614,0.799,-2.88,0.102,-1.882,20.963,14.987,17.034,31.041,2021-05-13,2021-06-30,2021-08-18,2021-09-06,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"GA",2021-04-25,"GA",2701819,5.694,2362643,5.887,743065,208000,98800,8350,1058215,39.167,6.856,0,0,0,0,105300,19700,0,133350,4.936,974583,478203,496380,36.071,92.097,6.691,11205,0.415,1.163,9111,2094,124830,4.62,-3.764,6.616,728472,248190,480282,26.962,9.186,30.833,10.505,9643,2094,0.357,0.078,92833,34077,3.436,1.261,3.929,1.442,1.341,-4.447,0.851,-0.085,17.51,20.407,19.943,11.211,2021-05-13,2021-06-30,2021-08-18,2021-09-06,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"RI",2021-04-25,"RI",319914,0.674,270788,0.675,78455,24500,10200,1000,114155,35.683,0.74,0,0,0,0,9360,2300,0,12660,3.957,110014,54618,55396,34.389,96.372,0.755,1016,0.318,0.932,996,20,14949,4.673,-1.8,0.792,82347,27698,54649,25.74,8.658,30.41,10.229,1011,20,0.316,0.006,13414,1566,4.193,0.49,4.954,0.578,1.243,-1.541,0.072,-3.034,12.018,9.792,14.507,4.818,2021-05-13,2021-06-30,2021-08-18,2021-09-06,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"MD",2021-04-25,"MD",6779888,14.288,5695623,14.193,1312665,521900,179300,20900,2034765,30.012,13.183,0,0,0,0,157950,49400,0,228250,3.367,1895062,955799,939263,27.951,93.134,13.01,23720,0.35,1.268,21845,1875,238035,3.511,0.671,12.616,1425438,469631,955807,21.025,6.927,25.027,8.245,21848,1875,0.322,0.028,217675,20367,3.211,0.3,3.822,0.358,1.557,1.41,0.401,-6.586,-8.945,-7.734,-6.468,-16.138,2021-05-13,2021-06-30,2021-08-18,2021-09-06,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"MC",2021-04-25,"MC",1511251,3.185,1237479,3.084,292055,116200,37700,4650,450605,29.817,2.919,0,0,0,0,31590,11000,0,47240,3.126,399487,171760,227727,26.434,88.656,2.743,5600,0.371,1.422,5113,487,70374,4.657,0.235,3.73,285624,113863,171761,18.9,7.534,23.081,9.201,5113,487,0.338,0.032,58482,11892,3.87,0.787,4.726,0.961,1.823,-0.37,0.43,3.319,-13.878,-8.352,-15.922,-8.789,2021-05-13,2021-06-30,2021-08-18,2021-09-06,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"NC",2021-04-25,"NC",661197,1.393,552935,1.378,148155,50800,20100,2050,221105,33.44,1.432,0,0,0,0,17550,4800,0,24400,3.69,206205,85260,120945,31.187,93.261,1.416,308,0.047,0.15,265,43,21126,3.195,-14.955,1.12,146544,60472,86072,22.163,9.146,26.503,10.937,263,43,0.04,0.007,16387,5550,2.478,0.839,2.964,1.004,0.18,-16.914,0.071,-6.424,1.651,2.8,-1.406,10.726,2021-05-13,2021-06-30,2021-08-18,2021-09-06,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"PV",2021-04-25,"PV",2220504,4.68,1898123,4.73,525150,170900,70900,6850,773800,34.848,5.013,0,0,0,0,70200,16200,0,93250,4.199,682736,318545,364191,30.747,88.232,4.687,9591,0.432,1.425,8239,1352,62076,2.796,2.488,3.29,503168,182096,321072,22.66,8.201,26.509,9.593,9399,1352,0.423,0.061,51140,13464,2.303,0.606,2.694,0.709,1.904,6.804,0.748,-4.205,0.15,7.115,0.805,-0.714,2021-05-13,2021-06-30,2021-08-18,2021-09-06,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"CE",2021-04-25,"CE",84202,0.177,66158,0.165,11340,6800,1600,250,19990,23.741,0.13,0,0,0,0,1170,700,0,2120,2.518,19667,9620,10047,23.357,98.384,0.135,201,0.239,1.033,176,25,1842,2.188,9.708,0.098,14657,5023,9634,17.407,5.965,22.155,7.592,182,25,0.216,0.03,624,1231,0.741,1.462,0.943,1.861,1.257,30.271,0.5,1.988,-23.729,-26.554,-22.563,-27.785,2021-05-13,2021-06-30,2021-08-18,2021-09-06,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"ML",2021-04-25,"ML",87076,0.184,66178,0.165,11340,6800,1500,250,19890,22.842,0.129,0,0,0,0,1170,700,0,2120,2.435,18718,8873,9845,21.496,94.108,0.129,242,0.278,1.31,154,88,2734,3.14,0.367,0.145,13795,4923,8872,15.842,5.654,20.845,7.439,154,88,0.177,0.101,2105,629,2.417,0.722,3.181,0.95,1.129,-3.529,1.82,16.052,-29.891,-29.891,-29.525,-31.55,2021-05-13,2021-06-30,2021-08-18,2021-09-06,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"FFAA",2021-04-25,"FFAA",NA,NA,NA,NA,19500,66100,0,0,85600,NA,0.555,0,0,0,0,0,0,0,0,NA,70762,59064,11698,NA,82.666,0.486,51,NA,0.072,51,0,782,NA,-9.386,0.041,64913,5849,59064,NA,NA,NA,NA,51,0,NA,NA,486,297,NA,NA,NA,NA,0.079,-9.497,0,-8.615,NA,NA,NA,NA,2021-05-13,2021-06-30,2021-08-18,2021-09-06,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
"ES",2021-04-25,"ES",47450795,100,40129822,100,10199085,3717000,1372800,146400,15435285,32.529,100,0,0,0,0,1240200,345600,0,1732200,3.651,14566038,6727559,7838479,30.697,94.368,100,149894,0.316,1.04,121668,28226,1886720,3.976,-1.276,100,10666265,3919240,6747025,22.479,8.26,26.579,9.766,130201,28226,0.274,0.059,1371124,535064,2.89,1.128,3.417,1.333,1.236,-1.178,0.725,0.091,0,0,0,0,2021-05-13,2021-06-30,2021-08-18,2021-09-06,2022-01-09,2022-05-13,2021-08-09,2021-11-22,2022-03-07
