"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-01-29,"EX",1063987,2.242,911213,2.271,50975,0,1000,51975,4.885,2.938,0,0,0,0,11700,0,0,11700,1.1,41961,33041,8920,3.944,80.733,2.846,2140,0.201,5.374,815,1325,8982,0.844,15.42,2.913,37501,4460,33041,3.525,0.419,4.116,0.489,815,1325,0.077,0.125,5160,3822,0.485,0.359,0.566,0.419,2.222,-2.365,42.265,53.064,26.94,31.044,36.84,-21.092,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"GA",2021-01-29,"GA",2701819,5.694,2362643,5.887,87865,0,1800,89665,3.319,5.069,0,0,0,0,21060,0,0,21060,0.779,78772,38236,40536,2.916,87.851,5.343,4494,0.166,6.05,53,4441,13378,0.495,9.057,4.338,58504,20268,38236,2.165,0.75,2.476,0.858,53,4441,0.002,0.164,314,13064,0.012,0.484,0.013,0.553,0.091,4.319,28.06,9.176,-6.164,-10.976,-15.955,41.243,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"RI",2021-01-29,"RI",319914,0.674,270788,0.675,14105,0,200,14305,4.472,0.809,0,0,0,0,2340,0,0,2340,0.731,10820,7636,3184,3.382,75.638,0.734,537,0.168,5.222,29,508,1853,0.579,15.885,0.601,9228,1592,7636,2.885,0.498,3.408,0.588,29,508,0.009,0.159,578,1275,0.181,0.399,0.213,0.471,0.315,-26.087,46.863,56.059,8.902,20.03,11.995,-6.215,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"MD",2021-01-29,"MD",6779888,14.288,5695623,14.193,228075,0,4700,232775,3.433,13.158,0,0,0,0,56160,0,0,56160,0.828,183458,162268,21190,2.706,78.813,12.445,5486,0.081,3.083,1878,3608,28680,0.423,-18.539,9.301,172863,10595,162268,2.55,0.156,3.035,0.186,1878,3608,0.028,0.053,20348,8332,0.3,0.123,0.357,0.146,1.098,-32.078,51.639,58.735,-12.899,-7.909,-1.009,-70.621,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"MC",2021-01-29,"MC",1511251,3.185,1237479,3.084,59225,0,1200,60425,3.998,3.416,0,0,0,0,14040,0,0,14040,0.929,55082,36554,18528,3.645,91.158,3.736,1635,0.108,3.059,1084,551,12821,0.848,1.032,4.158,45818,9264,36554,3.032,0.613,3.703,0.749,1084,551,0.072,0.036,5643,7178,0.373,0.475,0.456,0.58,2.423,-2.048,6.324,3.594,17.3,7.253,17.702,15.443,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"NC",2021-01-29,"NC",661197,1.393,552935,1.378,27645,0,500,28145,4.257,1.591,0,0,0,0,7020,0,0,7020,1.062,22430,15360,7070,3.392,79.694,1.522,1423,0.215,6.774,685,738,6120,0.926,16.505,1.985,18895,3535,15360,2.858,0.535,3.417,0.639,685,738,0.104,0.112,3392,2728,0.513,0.413,0.613,0.493,3.762,5.244,26.385,34.384,9.261,14.214,10.947,0.753,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"PV",2021-01-29,"PV",2220504,4.68,1898123,4.73,74700,0,1400,76100,3.427,4.302,0,0,0,0,18720,0,0,18720,0.843,53839,35735,18104,2.425,70.748,3.652,2403,0.108,4.672,257,2146,12365,0.557,-15.145,4.01,44787,9052,35735,2.017,0.408,2.36,0.477,257,2146,0.012,0.097,6357,6008,0.286,0.271,0.335,0.317,0.577,-29.359,31.074,7.805,-21.966,-8.077,-21.7,-23.164,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"CE",2021-01-29,"CE",84202,0.177,66158,0.165,1980,0,200,2180,2.589,0.123,0,0,0,0,0,0,0,0,0,1828,572,1256,2.171,83.853,0.124,71,0.084,4.041,12,59,187,0.222,-11.792,0.061,1200,628,572,1.425,0.746,1.814,0.949,12,59,0.014,0.07,-68,255,-0.081,0.303,-0.103,0.385,1.01,119.355,10.369,4.938,-29.944,-30.508,-44.682,40.49,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"ML",2021-01-29,"ML",87076,0.184,66178,0.165,1980,0,200,2180,2.504,0.123,0,0,0,0,0,0,0,0,0,1934,672,1262,2.221,88.716,0.131,221,0.254,12.901,4,217,434,0.498,103.756,0.141,1303,631,672,1.496,0.725,1.969,0.953,4,217,0.005,0.249,6,428,0.007,0.492,0.009,0.647,0.308,200,52.415,102.844,-28.804,-33.152,-41.925,36.535,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"FFAA",2021-01-29,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"ES",2021-01-29,"ES",47450795,100,40129822,100,1733355,0,35700,1769055,3.728,100,0,0,0,0,422955,0,0,422955,0.891,1474189,970457,503732,3.107,83.332,100,78571,0.166,5.63,19464,59107,308364,0.65,5.49,100,1222323,251866,970457,2.576,0.531,3.046,0.628,19464,59107,0.041,0.125,124954,183410,0.263,0.387,0.311,0.457,1.618,-15.92,30.664,27.631,0,0,0,0,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
