"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-01-29,"AN",8464411,17.838,7062213,17.598,324180,0,6800,330980,3.91,18.709,0,0,0,0,79560,0,0,79560,0.94,282995,147973,135022,3.343,85.502,19.197,17375,0.205,6.541,4868,12507,73229,0.865,2.391,23.748,215484,67511,147973,2.546,0.798,3.051,0.956,4868,12507,0.058,0.148,26564,46665,0.314,0.551,0.376,0.661,2.311,-16.223,22.738,17.216,7.619,4.883,-1.165,50.282,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"AR",2021-01-29,"AR",1329391,2.802,1132764,2.823,55305,0,1200,56505,4.25,3.194,0,0,0,0,14040,0,0,14040,1.056,53937,34433,19504,4.057,95.455,3.659,4484,0.337,9.067,1538,2946,12650,0.952,12.116,4.102,44185,9752,34433,3.324,0.734,3.901,0.861,1538,2946,0.116,0.222,5063,7587,0.381,0.571,0.447,0.67,3.606,-18.444,43.285,49.498,30.585,13.99,29.037,38.23,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"AS",2021-01-29,"AS",1018784,2.147,901209,2.246,58235,0,1200,59435,5.834,3.36,0,0,0,0,14040,0,0,14040,1.378,52919,20387,32532,5.194,89.037,3.59,3062,0.301,6.142,876,2186,11454,1.124,16.332,3.714,36653,16266,20387,3.598,1.597,4.067,1.805,876,2186,0.086,0.215,2039,9415,0.2,0.924,0.226,1.045,2.449,42.587,15.526,11.87,67.21,56.497,39.674,200.753,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"IB",2021-01-29,"IB",1171543,2.469,986279,2.458,29610,0,600,30210,2.579,1.708,0,0,0,0,7020,0,0,7020,0.599,25041,16303,8738,2.137,82.89,1.699,1501,0.128,6.376,427,1074,4542,0.388,-16.431,1.473,20672,4369,16303,1.765,0.373,2.096,0.443,427,1074,0.036,0.092,2833,1709,0.242,0.146,0.287,0.173,2.109,-22.469,32.595,-4.043,-31.187,-30.822,-31.483,-29.755,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"CN",2021-01-29,"CN",2175952,4.586,1871033,4.662,64320,0,1300,65620,3.016,3.709,0,0,0,0,18135,0,0,18135,0.833,60180,42636,17544,2.766,91.71,4.082,3795,0.174,6.731,1887,1908,13112,0.603,20.26,4.252,51408,8772,42636,2.363,0.403,2.748,0.469,1887,1908,0.087,0.088,7205,5907,0.331,0.271,0.385,0.316,3.811,24.589,27.797,15.371,-10.99,-19.123,-8.269,-24.105,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"CB",2021-01-29,"CB",582905,1.228,501384,1.249,27645,0,500,28145,4.828,1.591,0,0,0,0,7020,0,0,7020,1.204,21641,19793,1848,3.713,76.891,1.468,172,0.03,0.801,30,142,1179,0.202,-20.819,0.382,20717,924,19793,3.554,0.159,4.132,0.184,30,142,0.005,0.024,496,683,0.085,0.117,0.099,0.136,0.145,-47.679,18.159,26.248,19.544,29.56,37.966,-70.056,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"CL",2021-01-29,"CL",2394918,5.047,2092873,5.215,121395,0,2500,123895,5.173,7.003,0,0,0,0,28080,0,0,28080,1.172,114743,64703,50040,4.791,92.613,7.783,6540,0.273,6.044,1178,5362,28373,1.185,8.955,9.201,89723,25020,64703,3.746,1.045,4.287,1.195,1178,5362,0.049,0.224,9413,18960,0.393,0.792,0.45,0.906,1.33,-19.402,27.276,32.015,54.21,38.756,45.419,96.798,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"CM",2021-01-29,"CM",2045221,4.31,1719964,4.286,82935,0,1700,84635,4.138,4.784,0,0,0,0,21060,0,0,21060,1.03,77765,52793,24972,3.802,91.883,5.275,6281,0.307,8.787,1423,4858,20734,1.014,17.78,6.724,65279,12486,52793,3.192,0.61,3.795,0.726,1423,4858,0.07,0.238,9841,10893,0.481,0.533,0.572,0.633,2.228,-11.961,63.686,69.514,22.39,10.998,23.913,14.878,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"CT",2021-01-29,"CT",7780479,16.397,6531658,16.276,280250,0,5800,286050,3.677,16.17,0,0,0,0,69030,0,0,69030,0.887,222572,151724,70848,2.861,77.809,15.098,14395,0.185,6.915,2233,12162,49425,0.635,23.184,16.028,187148,35424,151724,2.405,0.455,2.865,0.542,2233,12162,0.029,0.156,18102,31323,0.233,0.403,0.277,0.48,1.208,-6.974,52.283,51.582,-7.922,-1.384,-6.638,-14.313,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
"VC",2021-01-29,"VC",5057353,10.658,4269305,10.639,142930,0,2900,145830,2.884,8.243,0,0,0,0,33930,0,0,33930,0.671,112272,89638,22634,2.22,76.988,7.616,2556,0.051,2.33,187,2369,8846,0.175,6.849,2.869,100955,11317,89638,1.996,0.224,2.365,0.265,187,2369,0.004,0.047,1668,7178,0.033,0.142,0.039,0.168,0.186,-27.066,26.475,19.793,-28.542,-22.659,-22.516,-57.815,2023-01-28,2024-07-14,2025-12-28,2022-07-16,2023-07-12,2024-07-08,2022-04-23,2023-02-24,2023-12-27
