"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-03-06,"AN",8464411,17.838,7062213,17.598,739530,208600,73300,1021430,12.067,18.292,0,0,0,0,77220,64400,37000,178620,2.11,896717,400849,495868,10.594,87.79,19.7,18523,0.219,2.109,14638,3885,157161,1.857,2.179,18.033,648783,247934,400849,7.665,2.929,9.187,3.511,14638,3885,0.173,0.046,135518,21642,1.601,0.256,1.919,0.306,2.308,0.512,1.592,14.019,10.438,2.545,13.808,2.484,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"AR",2021-03-06,"AR",1329391,2.802,1132764,2.823,130185,32700,12600,175485,13.2,3.143,0,0,0,0,17550,10100,6300,33950,2.554,151485,51982,99503,11.395,86.324,3.328,854,0.064,0.567,635,219,23892,1.797,-1.691,2.741,101734,49751,51983,7.653,3.742,8.981,4.392,635,219,0.048,0.016,20369,3523,1.532,0.265,1.798,0.311,0.628,-1.609,0.442,-2.166,18.772,12.17,13.63,30.931,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"AS",2021-03-06,"AS",1018784,2.147,901209,2.246,128435,25200,12700,166335,16.327,2.979,0,0,0,0,16380,7800,6400,30580,3.002,130156,42172,87984,12.776,78.249,2.859,1427,0.14,1.109,1125,302,18318,1.798,-6.239,2.102,86164,43992,42172,8.458,4.318,9.561,4.881,1125,302,0.11,0.03,13209,5110,1.297,0.502,1.466,0.567,1.323,-9.298,0.691,2.734,33.163,38.752,25.583,51.085,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"IB",2021-03-06,"IB",1171543,2.469,986279,2.458,65880,28800,6500,101180,8.636,1.812,0,0,0,0,9360,8900,3300,21560,1.84,77800,29605,48195,6.641,76.893,1.709,3202,0.273,4.292,3038,164,19158,1.635,10.701,2.198,53703,24098,29605,4.584,2.057,5.445,2.443,3039,164,0.259,0.014,16460,2699,1.405,0.23,1.669,0.274,5.998,13.549,0.685,-3.95,-30.782,-26.61,-31.938,-28.027,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"CN",2021-03-06,"CN",2175952,4.586,1871033,4.662,148560,53700,14300,216560,9.952,3.878,0,0,0,0,18720,16600,7300,42620,1.959,170292,60873,109419,7.826,78.635,3.741,2490,0.114,1.484,2382,108,29214,1.343,-0.106,3.352,115582,54709,60873,5.312,2.514,6.177,2.924,2381,108,0.109,0.005,25807,3406,1.186,0.157,1.379,0.182,2.103,-0.263,0.198,1.068,-18.426,-15.438,-21.128,-12.036,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"CB",2021-03-06,"CB",582905,1.228,501384,1.249,62745,14300,5900,82945,14.23,1.485,0,0,0,0,7020,4400,3000,14420,2.474,67041,25361,41680,11.501,80.826,1.473,486,0.083,0.73,405,81,9734,1.67,-4.249,1.117,46201,20840,25361,7.926,3.575,9.215,4.156,405,81,0.069,0.014,9269,465,1.59,0.08,1.849,0.093,0.884,-4.963,0.39,12.591,19.951,20.928,17.684,25.087,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"CL",2021-03-06,"CL",2394918,5.047,2092873,5.215,285195,59000,27300,371495,15.512,6.653,0,0,0,0,38610,18200,13800,70610,2.948,297940,101141,196799,12.441,80.2,6.546,4168,0.174,1.419,3542,626,48333,2.018,0.482,5.546,199541,98400,101141,8.332,4.109,9.534,4.702,3543,626,0.148,0.026,39111,9223,1.633,0.385,1.869,0.441,1.808,-0.02,0.64,2.683,29.701,31.821,23.712,43.772,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"CM",2021-03-06,"CM",2045221,4.31,1719964,4.286,190575,50400,18600,259575,12.692,4.649,0,0,0,0,23400,15600,9400,48400,2.366,197633,53279,144354,9.663,76.137,4.342,1917,0.094,0.979,1700,217,36497,1.785,2.864,4.188,125456,72177,53279,6.134,3.529,7.294,4.196,1700,217,0.083,0.011,31860,4636,1.558,0.227,1.852,0.27,1.374,4.576,0.302,-7.557,0.742,7.865,-8.924,23.478,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"CT",2021-03-06,"CT",7780479,16.397,6531658,16.276,651140,191900,63400,906440,11.65,16.233,0,0,0,0,80730,59200,32000,171930,2.21,747872,355256,392616,9.612,82.507,16.43,13078,0.168,1.78,9754,3324,121731,1.565,0.816,13.967,551564,196308,355256,7.089,2.523,8.444,3.005,9754,3324,0.125,0.043,112305,9426,1.443,0.121,1.719,0.144,1.8,-1.513,1.722,40.351,0.201,-1,5.256,-11.721,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"VC",2021-03-06,"VC",5057353,10.658,4269305,10.639,340660,124700,31700,497060,9.828,8.902,0,0,0,0,52650,38500,16000,107150,2.119,394018,167867,226151,7.791,79.27,8.656,2,0,0.001,1,1,77400,1.53,-4.257,8.881,280942,113076,167866,5.555,2.236,6.581,2.649,1,1,0,0,65882,11517,1.303,0.228,1.543,0.27,0,-4.651,0.001,-1.941,-18.784,-16.476,-17.52,-21.763,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
