"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-03-06,"EX",1063987,2.242,911213,2.271,115325,26200,10900,152425,14.326,2.73,0,0,0,0,12870,8100,5500,26470,2.488,126728,38872,87856,11.911,83.141,2.784,1537,0.144,1.228,785,752,18259,1.716,1.49,2.095,82800,43928,38872,7.782,4.129,9.087,4.821,785,752,0.074,0.071,13167,5092,1.238,0.479,1.445,0.559,0.957,-1.907,1.742,11.471,24.175,21.766,15.546,44.472,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"GA",2021-03-06,"GA",2701819,5.694,2362643,5.887,222415,66700,19900,309015,11.437,5.534,0,0,0,0,43290,20600,10100,73990,2.739,260723,119136,141587,9.65,84.372,5.728,5109,0.189,1.999,2877,2232,54503,2.017,-1.23,6.254,189930,70794,119136,7.03,2.62,8.039,2.996,2878,2232,0.107,0.083,42467,12038,1.572,0.446,1.797,0.51,1.539,-6.272,3.255,21.928,0.597,-2.81,4.38,-8.328,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"RI",2021-03-06,"RI",319914,0.674,270788,0.675,31655,7800,2700,42155,13.177,0.755,0,0,0,0,3510,2400,1300,7210,2.254,33804,12707,21097,10.567,80.19,0.743,488,0.153,1.465,268,220,6876,2.149,3.914,0.789,23255,10549,12706,7.269,3.297,8.588,3.896,268,220,0.084,0.069,5532,1344,1.729,0.42,2.043,0.496,1.166,0.71,2.13,19.573,10.237,12.018,7.929,15.36,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"MD",2021-03-06,"MD",6779888,14.288,5695623,14.193,529935,167200,51300,748435,11.039,13.403,0,0,0,0,65520,51600,25900,143020,2.109,613633,256902,356731,9.051,81.989,13.481,14895,0.22,2.488,14445,450,177682,2.621,-1.893,20.387,435268,178366,256902,6.42,2.631,7.642,3.132,14446,450,0.213,0.007,172239,5444,2.54,0.08,3.024,0.096,3.433,-1.564,0.253,-11.263,-5.648,-6.194,-4.677,-7.943,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"MC",2021-03-06,"MC",1511251,3.185,1237479,3.084,134105,37200,13400,184705,12.222,3.308,0,0,0,0,12870,11500,6800,31170,2.063,140529,38071,102458,9.299,76.083,3.087,3329,0.22,2.426,3269,60,20854,1.38,7.667,2.393,89300,51229,38071,5.909,3.39,7.216,4.14,3269,60,0.216,0.004,19646,1208,1.3,0.08,1.588,0.098,3.8,8.452,0.117,-3.668,-3.077,3.862,-12.264,18.614,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"NC",2021-03-06,"NC",661197,1.393,552935,1.378,62745,16200,5900,84845,12.832,1.519,0,0,0,0,7020,5000,3000,15020,2.272,70094,22373,47721,10.601,82.614,1.54,1845,0.279,2.703,1655,190,11839,1.791,5.564,1.358,46234,23860,22374,6.992,3.609,8.362,4.315,1655,190,0.25,0.029,9401,2438,1.422,0.369,1.7,0.441,3.713,6.599,0.803,1.753,10.553,9.045,3.816,26.277,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"PV",2021-03-06,"PV",2220504,4.68,1898123,4.73,177660,54800,16000,248460,11.189,4.45,0,0,0,0,29250,16900,8100,54250,2.443,162445,56277,106168,7.316,65.381,3.569,6490,0.292,4.161,5858,632,38197,1.72,14.373,4.383,109361,53084,56277,4.925,2.391,5.762,2.797,5858,632,0.264,0.028,31715,6482,1.428,0.292,1.671,0.341,5.66,17.021,1.205,2.971,-23.739,-4.915,-26.875,-16.34,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"CE",2021-03-06,"CE",84202,0.177,66158,0.165,5490,2200,600,8290,9.845,0.148,0,0,0,0,1170,700,200,2070,2.458,7281,3966,3315,8.647,87.829,0.16,177,0.21,2.492,97,80,1009,1.198,21.274,0.116,5623,1657,3966,6.678,1.968,8.499,2.505,96,80,0.114,0.095,487,521,0.578,0.619,0.736,0.788,1.737,24.552,5.073,18.141,-9.605,-16.384,-0.846,-31.141,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"ML",2021-03-06,"ML",87076,0.184,66178,0.165,4320,2200,600,7120,8.177,0.128,0,0,0,0,1170,700,200,2070,2.377,5590,2787,2803,6.42,78.511,0.123,187,0.215,3.461,62,125,880,1.011,26.984,0.101,4189,1401,2788,4.811,1.609,6.33,2.117,62,125,0.071,0.144,746,134,0.857,0.154,1.127,0.202,1.502,9.064,9.796,1388.889,-33.152,-30.435,-28.567,-43.702,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"FFAA",2021-03-06,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
"ES",2021-03-06,"ES",47450795,100,40129822,100,4026555,1169800,387600,5583955,11.768,100,0,0,0,0,518310,361200,195600,1075110,2.266,4551782,1839477,2712305,9.593,81.515,100,80205,0.169,1.794,66537,13668,871537,1.837,0.646,100,3195629,1356153,1839476,6.735,2.858,7.963,3.379,66537,13668,0.14,0.029,765189,106348,1.613,0.224,1.907,0.265,2.126,-0.267,1.018,7.747,0,0,0,0,2021-06-14,2021-09-09,2021-12-05,2023-07-02,2025-03-18,2026-12-03,2023-02-07,2024-07-19,2025-12-29
