"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-04-27,"EX",1063987,2.242,911213,2.271,322415,84000,40800,3300,450515,42.342,2.579,45630,2300,4600,52530,45630,10000,4600,63530,5.971,400514,167582,232932,37.643,88.901,2.671,3097,0.291,0.779,1912,1185,46979,4.415,3.294,2.405,284048,116466,167582,26.697,10.946,31.173,12.781,1912,1185,0.18,0.111,31389,15590,2.95,1.465,3.445,1.711,0.678,1.059,1.028,8.106,19.135,15.031,15.019,29.172,2021-05-12,2021-06-28,2021-08-14,2021-08-30,2021-12-25,2022-04-21,2021-08-03,2021-11-10,2022-02-17
"GA",2021-04-27,"GA",2701819,5.694,2362643,5.887,886975,213900,113300,8350,1222525,45.248,6.997,143910,5900,14500,164310,143910,25600,14500,192360,7.12,1002060,477036,525024,37.088,81.966,6.683,16271,0.602,1.651,4043,12228,124396,4.604,3.707,6.367,742792,262512,480280,27.492,9.716,31.439,11.111,4678,12228,0.173,0.453,90079,37561,3.334,1.39,3.813,1.59,0.634,1.772,4.886,10.321,17.369,22.884,18.444,14.657,2021-05-12,2021-06-28,2021-08-14,2021-08-30,2021-12-25,2022-04-21,2021-08-03,2021-11-10,2022-02-17
"RI",2021-04-27,"RI",319914,0.674,270788,0.675,92495,25100,11600,1000,130195,40.697,0.745,14040,600,1400,16040,14040,2900,1400,19340,6.045,113500,58056,55444,35.478,87.177,0.757,2471,0.772,2.226,2467,4,15593,4.874,6.256,0.798,85831,27722,58109,26.829,8.665,31.697,10.238,2473,4,0.773,0.001,14488,1158,4.529,0.362,5.35,0.428,2.967,9.716,0.014,-23.665,12.315,10.534,15.587,2.254,2021-05-12,2021-06-28,2021-08-14,2021-08-30,2021-12-25,2022-04-21,2021-08-03,2021-11-10,2022-02-17
"MD",2021-04-27,"MD",6779888,14.288,5695623,14.193,1539645,536700,204000,20900,2301245,33.942,13.172,226980,14800,24700,266480,226980,64200,24700,336780,4.967,1952871,999879,952992,28.804,84.861,13.024,34089,0.503,1.777,29100,4989,233972,3.451,-2.357,11.976,1476396,476496,999900,21.776,7.028,25.922,8.366,29110,4989,0.429,0.074,214729,19264,3.167,0.284,3.77,0.338,2.011,-2.705,1.058,1.754,-8.847,-7.811,-6.182,-17.064,2021-05-12,2021-06-28,2021-08-14,2021-08-30,2021-12-25,2022-04-21,2021-08-03,2021-11-10,2022-02-17
"MC",2021-04-27,"MC",1511251,3.185,1237479,3.084,335345,119500,42500,4650,501995,33.217,2.873,43290,3300,4800,51390,43290,14300,4800,67040,4.436,411044,182104,228940,27.199,81.882,2.741,5957,0.394,1.471,5838,119,65379,4.326,-7.314,3.347,296574,114470,182104,19.624,7.575,23.966,9.25,5838,119,0.386,0.008,55107,10272,3.646,0.68,4.453,0.83,2.008,-5.418,0.104,-16.311,-13.94,-9.796,-15.454,-10.609,2021-05-12,2021-06-28,2021-08-14,2021-08-30,2021-12-25,2022-04-21,2021-08-03,2021-11-10,2022-02-17
"NC",2021-04-27,"NC",661197,1.393,552935,1.378,173895,52300,22800,2050,251045,37.968,1.437,25740,1500,2700,29940,25740,6300,2700,36790,5.564,222352,92818,129534,33.629,88.571,1.483,15840,2.396,7.67,11589,4251,28873,4.367,65.851,1.478,159406,64767,94639,24.109,9.795,28.829,11.713,12598,4251,1.905,0.643,21759,8935,3.291,1.351,3.935,1.616,8.581,66.71,7.025,72.857,6.461,3.159,3.869,15.589,2021-05-12,2021-06-28,2021-08-14,2021-08-30,2021-12-25,2022-04-21,2021-08-03,2021-11-10,2022-02-17
"PV",2021-04-27,"PV",2220504,4.68,1898123,4.73,623430,175700,81200,6850,887180,39.954,5.078,98280,4800,10300,113380,98280,21000,10300,136430,6.144,717025,338361,378664,32.291,80.821,4.782,24697,1.112,3.567,18812,5885,83650,3.767,31.556,4.282,533847,189332,344515,24.042,8.527,28.125,9.975,21281,5885,0.958,0.265,74503,15301,3.355,0.689,3.925,0.806,4.152,36.962,3.208,18.861,2.179,8.504,3.58,0.625,2021-05-12,2021-06-28,2021-08-14,2021-08-30,2021-12-25,2022-04-21,2021-08-03,2021-11-10,2022-02-17
"CE",2021-04-27,"CE",84202,0.177,66158,0.165,12510,7000,1600,250,21360,25.368,0.122,1170,200,0,1370,1170,900,0,2320,2.755,19930,9710,10220,23.669,93.305,0.133,62,0.074,0.312,1,61,2067,2.455,3.041,0.106,14899,5110,9789,17.694,6.069,22.52,7.724,60,61,0.071,0.072,828,1318,0.983,1.565,1.252,1.992,0.404,7.672,1.208,4.853,-24.859,-31.073,-23.769,-28.381,2021-05-12,2021-06-28,2021-08-14,2021-08-30,2021-12-25,2022-04-21,2021-08-03,2021-11-10,2022-02-17
"ML",2021-04-27,"ML",87076,0.184,66178,0.165,12510,7000,1500,250,21260,24.415,0.122,1170,200,0,1370,1170,900,0,2320,2.664,19634,8474,11160,22.548,92.352,0.131,674,0.774,3.555,104,570,3035,3.485,10.565,0.155,14305,5580,8725,16.428,6.408,21.616,8.432,355,570,0.408,0.655,2075,1211,2.383,1.391,3.135,1.83,2.545,2.267,11.377,69.134,-28.804,-33.696,-29.223,-24.38,2021-05-12,2021-06-28,2021-08-14,2021-08-30,2021-12-25,2022-04-21,2021-08-03,2021-11-10,2022-02-17
"FFAA",2021-04-27,"FFAA",NA,NA,NA,NA,25350,66100,0,0,91450,NA,0.523,5850,0,0,5850,5850,0,0,5850,NA,70835,59129,11706,NA,77.458,0.472,23,NA,0.032,19,4,655,NA,-6.562,0.034,64982,5853,59129,NA,NA,NA,NA,19,4,NA,NA,389,266,NA,NA,NA,NA,0.029,-10.162,0.068,-0.746,NA,NA,NA,NA,2021-05-12,2021-06-28,2021-08-14,2021-08-30,2021-12-25,2022-04-21,2021-08-03,2021-11-10,2022-02-17
"ES",2021-04-27,"ES",47450795,100,40129822,100,11955255,3815500,1553900,146400,17471055,36.819,100,1756170,98500,181100,2035770,1783080,444100,181100,2554680,5.384,14994667,6952777,8041890,31.6,85.826,100,278736,0.587,1.894,205256,73480,1953635,4.117,4.903,100,11013911,4020945,6992966,23.211,8.474,27.446,10.02,217445,73480,0.458,0.155,1424998,568826,3.003,1.199,3.551,1.417,2.014,5.183,1.861,6.213,0,0,0,0,2021-05-12,2021-06-28,2021-08-14,2021-08-30,2021-12-25,2022-04-21,2021-08-03,2021-11-10,2022-02-17
