"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,178505,47900,28100,254505,2.626,219487,86.2,74629,2.732,17.149,7.014,8.19,8.383,22.313,20.785,20.704,20.629,21.821,30350,17550,10300,2500,1026,9945,0.002,0.004,30350,17550,10300,2500,7051,44753,0.015,0.094,-96.8477531857814,-98.3991462113127
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,427165,121900,73600,622665,6.426,478450,76.8,154528,5.954,12.853,5.719,6.54,6.665,-0.264,-3.543,-4.036,17.708,4.575,95930,57330,32200,6400,6726,16440,0.014,0.025,95930,57330,32200,6400,24190,73150,0.051,0.154,-94.8356807511737,-94.5570971184632
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,50375,14400,7800,72575,0.749,63416,87.4,20966,0.789,11.123,6.554,7.743,7.927,14.284,14.186,14.135,19.823,17.062,8480,4680,3000,800,438,1683,0.001,0.001,8480,4680,3000,800,2616,11539,0.006,0.024,-99.1951710261569,-99.3596584845251
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,838815,305800,136100,1280715,13.217,1058277,82.6,359895,13.171,-7.497,5.308,6.319,6.473,-7.433,-6.812,-6.793,15.609,-7.822,152310,85410,50900,16000,17023,32203,0.036,0.011,152310,85410,50900,16000,91120,169501,0.192,0.357,-88.0281690140845,-79.5090715048026
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,197285,68100,29400,294785,3.042,237224,80.5,85655,2.952,-4.485,5.668,6.922,7.121,-1.163,2.08,2.542,15.697,-7.302,30750,17550,9600,3600,1968,9694,0.004,0.01,30750,17550,9600,3600,16445,32545,0.035,0.069,-97.6861167002012,-96.264674493063
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,95505,29800,15400,140705,1.452,117849,83.8,37309,1.467,4.24,5.643,6.747,6.922,-1.602,-0.49,-0.337,17.824,5.255,16660,9360,5700,1600,967,3047,0.002,0.006,16660,9360,5700,1600,5285,15442,0.011,0.033,-98.8933601609658,-98.8260405549626
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,314550,100200,52900,467650,4.826,370971,79.3,105534,4.617,3.122,4.753,5.56,5.685,-17.121,-18.004,-18.139,16.707,-1.341,66010,38610,22100,5300,4235,9589,0.009,0.012,66010,38610,22100,5300,27131,81246,0.057,0.171,-94.2655935613682,-93.9167556029883
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,7830,3900,1300,13030,0.134,11226,86.2,3601,0.14,-24.029,4.277,5.443,5.628,-25.423,-19.728,-18.962,13.332,-21.268,1770,1170,400,200,1,84,0,0.001,1770,1170,400,200,1035,1769,0.002,0.004,-99.8658618376928,-99.786552828175
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,7830,3900,1200,12930,0.133,10413,80.5,2423,0.13,-27.48,2.783,3.661,3.795,-51.476,-46.004,-45.362,11.959,-29.38,1770,1170,400,200,4,116,0,0.001,1770,1170,400,200,36,1339,0,0.003,-99.8993963782696,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,19500,36100,0,55600,0.574,37606,67.6,4991,0.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,0,0,3000,143,9541,0,0,3000,0,0,3000,333,21829,0.001,0.046,-98.4574111334675,-99.8932764140875
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,6470295,2175700,1044000,9689995,100,8035160,82.922,2721084,100,0,5.735,6.781,6.945,0,0,0,16.934,0,1181550,672750,393600,115200,77008,298549,0.162,0.294,1181550,672750,393600,115200,444851,1415067,0.937,2.982,0,0
