"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,1098720,381600,168000,1648320,17.011,1441414,87.4,507430,17.939,-4.639,5.995,7.185,7.375,4.54,5.965,6.194,17.029,0.564,176250,99450,56800,20000,3017,41030,0.006,0.085,176250,99450,56800,20000,52062,183039,0.11,0.386,-87.0556673373575,-88.2604055496265
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,209745,59900,35300,304945,3.147,250339,82.1,89278,3.116,12.313,6.716,7.881,8.06,17.11,16.233,16.057,18.831,11.205,38930,22230,13600,3100,3400,9337,0.007,0.006,38930,22230,13600,3100,14915,38913,0.031,0.082,-97.2501676727029,-96.6915688367129
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,203315,46000,32700,282015,2.91,225915,80.1,87093,2.812,35.555,8.549,9.664,9.834,49.074,42.522,41.597,22.175,30.952,35460,21060,12000,2400,4314,9692,0.009,0.027,35460,21060,12000,2400,11043,33178,0.023,0.07,-97.6525821596244,-97.5453575240128
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,112680,52700,18000,183380,1.892,160884,87.7,45509,2.002,-23.351,3.885,4.614,4.726,-32.261,-31.951,-31.953,13.733,-18.903,22570,12870,6900,2800,1177,6545,0.002,0.006,22570,12870,6900,2800,9449,35332,0.02,0.074,-97.5184439973172,-97.8655282817503
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,232800,98100,35800,366700,3.784,304229,83,104712,3.786,-17.481,4.812,5.596,5.732,-16.083,-17.465,-17.46,13.981,-17.434,41400,23400,12900,5100,4068,11912,0.009,0.012,41400,23400,12900,5100,17786,56128,0.037,0.118,-96.0429242119383,-96.051227321238
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,97845,26200,15300,139345,1.438,114080,81.9,44056,1.42,17.103,7.558,8.787,8.98,31.798,29.587,29.305,19.571,15.574,16360,9360,5600,1400,821,4216,0.002,0.001,16360,9360,5600,1400,5046,19927,0.011,0.042,-98.5915492957747,-98.8260405549626
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,463035,108100,78300,649435,6.702,534134,82.2,198064,6.647,32.794,8.27,9.464,9.651,44.217,39.569,38.969,22.303,31.707,85440,49140,30600,5700,9676,26372,0.02,0.035,85440,49140,30600,5700,34069,92575,0.072,0.195,-93.4607645875251,-92.315901814301
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,300555,92200,49600,442355,4.565,356085,80.5,122854,4.432,5.918,6.007,7.143,7.323,4.749,5.34,5.446,17.411,2.816,53820,30420,18600,4800,5327,15529,0.011,0.009,53820,30420,18600,4800,24498,77466,0.052,0.163,-94.5338698859826,-94.4503735325507
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,1027880,350800,168400,1547080,15.966,1274944,82.4,421043,15.867,-2.63,5.412,6.446,6.608,-5.633,-4.933,-4.853,16.386,-3.232,185430,104130,63000,18300,7186,55377,0.015,0.024,185430,104130,63000,18300,64277,247574,0.135,0.522,-82.4949698189135,-85.5923159018143
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,586360,228100,96800,911260,9.404,768217,84.3,251514,9.561,-11.765,4.973,5.891,6.037,-13.276,-13.118,-13.074,15.19,-10.296,118860,67860,39000,12000,5491,26197,0.012,0.018,118860,67860,39000,12000,36464,177822,0.077,0.375,-87.4245472837022,-91.7822838847385
