"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-03-03,"EX",1063987,2.242,911213,2.271,115325,26200,10900,0,152425,14.326,2.73,12870,8100,5500,26470,12870,8100,5500,26470,2.488,116392,35358,81034,10.939,76.36,2.867,4163,0.391,3.709,3226,937,17553,1.65,-1.204,2.266,75875,40517,35358,7.131,3.808,8.327,4.446,3226,937,0.303,0.088,15402,2151,1.448,0.202,1.69,0.236,4.441,-5.02,2.367,38.685,27.877,21.766,22.043,40.413,2021-06-24,2021-09-25,2021-12-28,2024-12-06,2027-09-09,2030-06-12,2024-04-19,2026-08-21,2028-12-21
"GA",2021-03-03,"GA",2701819,5.694,2362643,5.887,222415,66700,19900,0,309015,11.437,5.534,43290,20600,10100,73990,43290,20600,10100,73990,2.739,233345,115079,118266,8.637,75.513,5.748,9439,0.349,4.216,9225,214,54204,2.006,1.578,6.997,174212,59133,115079,6.448,2.189,7.374,2.503,9225,214,0.341,0.008,53310,894,1.973,0.033,2.256,0.038,5.591,1.553,0.363,3.114,0.948,-2.81,10.354,-19.285,2021-06-24,2021-09-25,2021-12-28,2024-12-06,2027-09-09,2030-06-12,2024-04-19,2026-08-21,2028-12-21
"RI",2021-03-03,"RI",319914,0.674,270788,0.675,31655,7800,2700,0,42155,13.177,0.755,3510,2400,1300,7210,3510,2400,1300,7210,2.254,29849,11259,18590,9.33,70.808,0.735,871,0.272,3.006,856,15,4438,1.387,8.961,0.573,20554,9295,11259,6.425,2.905,7.59,3.433,856,15,0.268,0.005,4336,102,1.355,0.032,1.601,0.038,4.346,8.781,0.162,17.241,9.05,12.018,9.961,7.117,2021-06-24,2021-09-25,2021-12-28,2024-12-06,2027-09-09,2030-06-12,2024-04-19,2026-08-21,2028-12-21
"MD",2021-03-03,"MD",6779888,14.288,5695623,14.193,529935,167200,51300,0,748435,11.039,13.403,65520,51600,25900,143020,65520,51600,25900,143020,2.109,539372,186574,352798,7.955,72.067,13.287,29674,0.438,5.822,28941,733,153680,2.267,20.516,19.839,362973,176399,186574,5.354,2.602,6.373,3.097,28941,733,0.427,0.011,147870,5810,2.181,0.086,2.596,0.102,8.664,21.587,0.417,-1.542,-7.006,-6.194,-8.369,-4.056,2021-06-24,2021-09-25,2021-12-28,2024-12-06,2027-09-09,2030-06-12,2024-04-19,2026-08-21,2028-12-21
"MC",2021-03-03,"MC",1511251,3.185,1237479,3.084,134105,37200,13400,0,184705,12.222,3.308,12870,11500,6800,31170,12870,11500,6800,31170,2.063,126784,24762,102022,8.389,68.641,3.123,2250,0.149,1.807,1795,455,16220,1.073,-0.148,2.094,75773,51011,24762,5.014,3.375,6.123,4.122,1795,455,0.119,0.03,13737,2483,0.909,0.164,1.11,0.201,2.426,10.205,0.9,-34.295,-1.947,3.862,-14.188,24.447,2021-06-24,2021-09-25,2021-12-28,2024-12-06,2027-09-09,2030-06-12,2024-04-19,2026-08-21,2028-12-21
"NC",2021-03-03,"NC",661197,1.393,552935,1.378,62745,16200,5900,0,84845,12.832,1.519,7020,5000,3000,15020,7020,5000,3000,15020,2.272,63690,18918,44772,9.633,75.066,1.569,1620,0.245,2.61,1226,394,10545,1.595,2.838,1.361,41304,22386,18918,6.247,3.386,7.47,4.049,1226,394,0.185,0.06,8581,1964,1.298,0.297,1.552,0.355,3.059,2.742,1.792,3.26,12.635,9.045,6.914,24.853,2021-06-24,2021-09-25,2021-12-28,2024-12-06,2027-09-09,2030-06-12,2024-04-19,2026-08-21,2028-12-21
"PV",2021-03-03,"PV",2220504,4.68,1898123,4.73,177660,54800,16000,0,248460,11.189,4.45,29250,16900,8100,54250,29250,16900,8100,54250,2.443,136036,38884,97152,6.126,54.752,3.351,4485,0.202,3.409,3961,524,18609,0.838,9.574,2.402,87460,48576,38884,3.939,2.188,4.608,2.559,3961,524,0.178,0.024,15508,3101,0.698,0.14,0.817,0.163,4.744,12.109,1.09,-1.556,-28.397,-4.915,-32.586,-19.322,2021-06-24,2021-09-25,2021-12-28,2024-12-06,2027-09-09,2030-06-12,2024-04-19,2026-08-21,2028-12-21
"CE",2021-03-03,"CE",84202,0.177,66158,0.165,5490,2200,600,0,8290,9.845,0.148,1170,700,200,2070,1170,700,200,2070,2.458,6435,3855,2580,7.642,77.624,0.159,101,0.12,1.595,6,95,730,0.867,-9.653,0.094,5145,1290,3855,6.11,1.532,7.777,1.95,6,95,0.007,0.113,527,203,0.626,0.241,0.797,0.307,0.117,-24.714,7.95,87.963,-10.169,-16.384,4.57,-43.51,2021-06-24,2021-09-25,2021-12-28,2024-12-06,2027-09-09,2030-06-12,2024-04-19,2026-08-21,2028-12-21
"ML",2021-03-03,"ML",87076,0.184,66178,0.165,4320,2200,600,0,7120,8.177,0.128,1170,700,200,2070,1170,700,200,2070,2.377,5127,2575,2552,5.888,72.008,0.126,143,0.164,2.869,143,0,793,0.911,-10.799,0.102,3851,1276,2575,4.423,1.465,5.819,1.928,143,0,0.164,0,783,10,0.899,0.011,1.183,0.015,3.857,-10.514,0,-28.571,-31.522,-30.435,-24.303,-45.981,2021-06-24,2021-09-25,2021-12-28,2024-12-06,2027-09-09,2030-06-12,2024-04-19,2026-08-21,2028-12-21
"FFAA",2021-03-03,"FFAA",NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-24,2021-09-25,2021-12-28,2024-12-06,2027-09-09,2030-06-12,2024-04-19,2026-08-21,2028-12-21
"ES",2021-03-03,"ES",47450795,100,40129822,100,4026555,1169800,387600,0,5583955,11.768,100,518310,361200,195600,1075110,518310,361200,195600,1075110,2.266,4059320,1485316,2574004,8.555,72.696,100,150586,0.317,3.853,130284,20302,774642,1.633,4.183,100,2772318,1287002,1485316,5.843,2.712,6.908,3.207,130284,20302,0.275,0.043,708823,65819,1.494,0.139,1.766,0.164,4.931,3.455,1.603,12.713,0,0,0,0,2021-06-24,2021-09-25,2021-12-28,2024-12-06,2027-09-09,2030-06-12,2024-04-19,2026-08-21,2028-12-21
