"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-04-07,"AN",8464411,17.838,7062213,17.598,1283580,564800,168000,2016380,23.822,16.931,0,0,0,0,184860,183200,0,368060,4.348,1622189,564857,1057332,19.165,80.451,17.335,64529,0.762,4.143,61023,3506,180775,2.136,14.941,13.667,1093523,528666,564857,12.919,6.246,15.484,7.486,61023,3506,0.721,0.041,159539,21236,1.885,0.251,2.259,0.301,5.91,16.854,0.668,2.357,-2.82,-5.085,-4.452,0.742,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"AR",2021-04-07,"AR",1329391,2.802,1132764,2.823,250695,88700,35300,374695,28.185,3.146,0,0,0,0,40950,28800,0,69750,5.247,276558,80778,195780,20.803,73.809,2.955,6273,0.472,2.321,5288,985,26219,1.972,-10.463,1.982,178668,97890,80778,13.44,7.364,15.773,8.642,5288,985,0.398,0.074,17607,8612,1.324,0.648,1.554,0.76,3.05,-3.555,1.016,-21.901,5.46,12.277,-0.599,18.774,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"AS",2021-04-07,"AS",1018784,2.147,901209,2.246,241925,68000,32700,342625,33.631,2.877,0,0,0,0,38610,22000,0,60610,5.949,264498,74942,189556,25.962,77.198,2.826,9049,0.888,3.542,7699,1350,38583,3.787,-1.639,2.917,169720,94778,74942,16.659,9.303,18.832,10.517,7699,1350,0.756,0.133,30898,7685,3.033,0.754,3.429,0.853,4.752,8.122,1.445,-27.834,31.626,34.001,23.208,50.048,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"IB",2021-04-07,"IB",1171543,2.469,986279,2.458,136080,78000,18000,232080,19.81,1.949,0,0,0,0,23400,25300,0,48700,4.157,181442,79556,101886,15.487,78.181,1.939,4942,0.422,2.8,3432,1510,20558,1.755,-7.233,1.554,130499,50943,79556,11.139,4.348,13.231,5.165,3432,1510,0.293,0.129,15124,5434,1.291,0.464,1.533,0.551,2.701,-11.348,3.055,6.528,-21.466,-21.061,-17.617,-29.871,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"CN",2021-04-07,"CN",2175952,4.586,1871033,4.662,276090,145200,35800,457090,21.006,3.838,0,0,0,0,43290,47100,0,90390,4.154,339311,118855,220456,15.594,74.233,3.626,9622,0.442,2.919,9622,0,35082,1.612,-6.128,2.652,229083,110228,118855,10.528,5.066,12.244,5.891,9622,0,0.442,0,29566,5516,1.359,0.253,1.58,0.295,4.384,6.398,0,-42.446,-20.933,-16.311,-22.136,-18.29,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"CB",2021-04-07,"CB",582905,1.228,501384,1.249,115395,38800,15300,169495,29.078,1.423,0,0,0,0,17550,12600,0,30150,5.172,127290,37368,89922,21.837,75.1,1.36,5183,0.889,4.245,5083,100,13210,2.266,7.898,0.999,82329,44961,37368,14.124,7.713,16.42,8.967,5083,100,0.872,0.017,12305,905,2.111,0.155,2.454,0.181,6.58,15.899,0.223,-44.342,10.749,15.879,4.46,24.403,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"CL",2021-04-07,"CL",2394918,5.047,2092873,5.215,555465,159900,78300,793665,33.14,6.664,0,0,0,0,92430,51800,0,144230,6.022,610573,170011,440562,25.495,76.931,6.525,20450,0.854,3.465,13822,6628,76439,3.192,-7.19,5.779,390292,220281,170011,16.297,9.198,18.649,10.525,13822,6628,0.577,0.277,54222,22217,2.264,0.928,2.591,1.062,3.671,-5.034,3.102,-12.064,29.285,32.039,20.531,48.355,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"CM",2021-04-07,"CM",2045221,4.31,1719964,4.286,356715,136400,49600,542715,26.536,4.557,0,0,0,0,56160,44200,0,100360,4.907,423319,146089,277230,20.698,78,4.524,17093,0.836,4.208,11215,5878,67234,3.287,2.382,5.083,284704,138615,146089,13.92,6.778,16.553,8.059,11215,5878,0.548,0.287,51473,15761,2.517,0.771,2.993,0.916,4.101,2.008,4.428,3.623,4.965,5.731,2.951,9.323,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"CT",2021-04-07,"CT",7780479,16.397,6531658,16.276,1220930,519100,168400,1908430,24.528,16.024,0,0,0,0,193050,168300,0,361350,4.644,1504694,619718,884976,19.339,78.845,16.079,48122,0.618,3.304,45467,2655,229750,2.953,-3.061,17.37,1062206,442488,619718,13.652,5.687,16.262,6.775,45467,2655,0.584,0.034,208305,21445,2.677,0.276,3.189,0.328,4.472,-1.291,0.604,-17.443,-1.939,-2.275,0.969,-8.274,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"VC",2021-04-07,"VC",5057353,10.658,4269305,10.639,711550,337500,96800,1145850,22.657,9.621,0,0,0,0,125190,109400,0,234590,4.639,926076,400356,525720,18.311,80.82,9.896,55326,1.094,6.354,55327,-1,157859,3.121,22.628,11.935,663216,262860,400356,13.114,5.198,15.535,6.157,55327,-1,1.094,0,146513,11346,2.897,0.224,3.432,0.266,9.101,30.941,0,-32.617,-7.15,-9.73,-3.01,-16.161,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"EX",2021-04-07,"EX",1063987,2.242,911213,2.271,211265,70900,28100,310265,29.161,2.605,0,0,0,0,32760,23000,0,55760,5.241,254867,94541,160326,23.954,82.145,2.724,10751,1.01,4.404,8426,2325,35380,3.325,2.331,2.675,174704,80163,94541,16.42,7.534,19.173,8.797,8426,2325,0.792,0.219,29846,5534,2.805,0.52,3.275,0.607,5.067,-1.625,2.987,30.673,21.499,16.191,21.441,21.516,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"GA",2021-04-07,"GA",2701819,5.694,2362643,5.887,532465,180300,73600,786365,29.105,6.603,0,0,0,0,105300,58400,0,163700,6.059,584849,232447,352402,21.646,74.374,6.25,25708,0.952,4.598,25706,2,106399,3.938,9.542,8.044,408648,176201,232447,15.125,6.522,17.296,7.458,25706,2,0.951,0,84726,21673,3.136,0.802,3.586,0.917,6.713,23.267,0.001,-23.679,9.765,15.964,11.863,5.194,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"RI",2021-04-07,"RI",319914,0.674,270788,0.675,50375,21300,7800,79475,24.843,0.667,0,0,0,0,0,6900,0,6900,2.157,71782,23268,48514,22.438,90.32,0.767,2398,0.75,3.456,2375,23,8366,2.615,9.345,0.633,47525,24257,23268,14.856,7.582,17.551,8.958,2375,23,0.742,0.007,5075,3291,1.586,1.029,1.874,1.215,5.26,28.644,0.095,-11.198,13.798,-1.039,9.874,22.29,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"MD",2021-04-07,"MD",6779888,14.288,5695623,14.193,996765,452500,136100,1585365,23.383,13.312,0,0,0,0,157950,146700,0,304650,4.493,1239223,424151,815072,18.278,78.166,13.243,44497,0.656,3.724,30597,13900,180946,2.669,7.29,13.68,831687,407536,424151,12.267,6.011,14.602,7.155,30597,13900,0.451,0.205,133305,47641,1.966,0.703,2.34,0.836,3.819,13.078,3.531,-6.152,-7.314,-6.831,-9.274,-3.048,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"MC",2021-04-07,"MC",1511251,3.185,1237479,3.084,228875,100800,29400,359075,23.76,3.015,0,0,0,0,31590,32700,0,64290,4.254,264263,82543,181720,17.486,73.595,2.824,1590,0.105,0.605,1566,24,27039,1.789,-23.06,2.044,173403,90860,82543,11.474,6.012,14.013,7.342,1566,24,0.104,0.002,21834,5205,1.445,0.344,1.764,0.421,0.911,-22.005,0.026,-27.193,-11.334,-5.338,-15.139,-3.032,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"NC",2021-04-07,"NC",661197,1.393,552935,1.378,113055,44100,15400,172555,26.097,1.449,0,0,0,0,17550,14300,0,31850,4.817,137093,49493,87600,20.734,79.449,1.465,2902,0.439,2.163,2268,634,19244,2.91,-0.748,1.455,93293,43800,49493,14.11,6.624,16.872,7.921,2268,634,0.343,0.096,12753,6491,1.929,0.982,2.306,1.174,2.492,1.496,1.469,-4.88,5.169,4.02,4.356,6.839,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
"PV",2021-04-07,"PV",2220504,4.68,1898123,4.73,314550,148200,52900,515650,23.222,4.33,0,0,0,0,0,48000,0,48000,2.162,445819,213533,232286,20.077,86.458,4.764,4257,0.192,0.964,4244,13,74848,3.371,-6.65,5.659,329676,116143,213533,14.847,5.23,17.369,6.119,4244,13,0.191,0.001,64239,10609,2.893,0.478,3.384,0.559,1.304,-1.699,0.011,-28.467,1.795,-7.479,9.807,-15.645,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
