"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-02-11,"EX",1063987,2.242,911213,2.271,74375,4300,5400,0,84075,7.902,2.884,0,0,0,0,11700,4300,2900,18900,1.776,73439,13887,59552,6.902,87.349,3.165,2105,0.198,2.951,1119,986,16600,1.56,-10.047,3.647,43663,29776,13887,4.104,2.799,4.792,3.268,1119,986,0.105,0.093,3820,12780,0.359,1.201,0.419,1.403,2.63,33.287,3.425,-18.014,41.169,28.635,41.42,40.795,2023-08-16,2025-06-22,2027-04-30,2021-10-29,2022-05-03,2022-11-05,2021-09-16,2022-02-20,2022-07-28
"GA",2021-02-11,"GA",2701819,5.694,2362643,5.887,128815,11000,9800,0,149615,5.538,5.133,0,0,0,0,19890,11000,5300,36190,1.339,117783,7619,110164,4.359,78.724,5.076,3321,0.123,2.901,2843,478,21133,0.782,-11.277,4.643,62701,55082,7619,2.321,2.039,2.654,2.331,2843,478,0.105,0.018,3623,17510,0.134,0.648,0.153,0.741,4.75,285.426,0.875,-23.467,-10.854,-9.852,-20.021,2.565,2023-08-16,2025-06-22,2027-04-30,2021-10-29,2022-05-03,2022-11-05,2021-09-16,2022-02-20,2022-07-28
"RI",2021-02-11,"RI",319914,0.674,270788,0.675,19955,1300,1400,0,22655,7.082,0.777,0,0,0,0,2340,1300,800,4440,1.388,19428,3170,16258,6.073,85.756,0.837,458,0.143,2.414,326,132,4054,1.267,-16.447,0.891,11299,8129,3170,3.532,2.541,4.173,3.002,326,132,0.102,0.041,1358,2696,0.424,0.843,0.501,0.996,2.971,17.474,1.651,-27.056,24.184,15.282,21.709,27.817,2023-08-16,2025-06-22,2027-04-30,2021-10-29,2022-05-03,2022-11-05,2021-09-16,2022-02-20,2022-07-28
"MD",2021-02-11,"MD",6779888,14.288,5695623,14.193,333375,27700,25400,0,386475,5.7,13.259,0,0,0,0,52650,27700,13800,94150,1.389,308047,50907,257140,4.544,79.707,13.275,13432,0.198,4.559,397,13035,81973,1.209,-0.949,18.01,179477,128570,50907,2.647,1.896,3.151,2.257,397,13035,0.006,0.192,2873,79100,0.042,1.167,0.05,1.389,0.222,-8.064,11.282,-0.669,-7.09,-7.202,-8.787,-4.628,2023-08-16,2025-06-22,2027-04-30,2021-10-29,2022-05-03,2022-11-05,2021-09-16,2022-02-20,2022-07-28
"MC",2021-02-11,"MC",1511251,3.185,1237479,3.084,87305,6200,6600,0,100105,6.624,3.434,0,0,0,0,14040,6200,3600,23840,1.578,81470,22028,59442,5.391,81.385,3.511,2482,0.164,3.142,560,1922,15109,1,-5.451,3.319,51749,29721,22028,3.424,1.967,4.182,2.402,560,1922,0.037,0.127,1850,13259,0.122,0.877,0.149,1.071,1.094,-19.495,6.914,-3.092,10.235,7.818,17.988,-1.056,2023-08-16,2025-06-22,2027-04-30,2021-10-29,2022-05-03,2022-11-05,2021-09-16,2022-02-20,2022-07-28
"NC",2021-02-11,"NC",661197,1.393,552935,1.378,39345,2700,2900,0,44945,6.798,1.542,0,0,0,0,5850,2700,1600,10150,1.535,38016,10010,28006,5.75,84.583,1.638,1339,0.203,3.651,622,717,8062,1.219,-4.907,1.771,24013,14003,10010,3.632,2.118,4.343,2.532,622,717,0.094,0.108,2067,5995,0.313,0.907,0.374,1.084,2.659,-11.667,5.397,-2.33,17.588,10.696,25.155,6.539,2023-08-16,2025-06-22,2027-04-30,2021-10-29,2022-05-03,2022-11-05,2021-09-16,2022-02-20,2022-07-28
"PV",2021-02-11,"PV",2220504,4.68,1898123,4.73,107460,9100,7900,0,124460,5.605,4.27,0,0,0,0,16380,9100,4300,29780,1.341,84459,18665,65794,3.804,67.86,3.64,8825,0.397,11.668,2227,6598,19265,0.868,48.707,4.233,51562,32897,18665,2.322,1.482,2.716,1.733,2227,6598,0.1,0.297,5141,14124,0.232,0.636,0.271,0.744,4.514,56.881,25.088,45.939,-22.222,-8.761,-19.986,-25.453,2023-08-16,2025-06-22,2027-04-30,2021-10-29,2022-05-03,2022-11-05,2021-09-16,2022-02-20,2022-07-28
"CE",2021-02-11,"CE",84202,0.177,66158,0.165,4320,400,400,0,5120,6.081,0.176,0,0,0,0,2340,400,200,2940,3.492,2559,633,1926,3.039,49.98,0.11,282,0.335,12.385,282,0,455,0.54,69.145,0.1,1596,963,633,1.895,1.144,2.412,1.456,282,0,0.335,0,387,68,0.46,0.081,0.585,0.103,21.461,245.536,0,-56.688,-37.853,-0.565,-34.7,-42.455,2023-08-16,2025-06-22,2027-04-30,2021-10-29,2022-05-03,2022-11-05,2021-09-16,2022-02-20,2022-07-28
"ML",2021-02-11,"ML",87076,0.184,66178,0.165,3150,400,400,0,3950,4.536,0.136,0,0,0,0,1170,400,200,1770,2.033,2543,379,2164,2.92,64.38,0.11,144,0.165,6.003,142,2,160,0.184,492.593,0.035,1461,1082,379,1.678,1.243,2.208,1.635,142,2,0.163,0.002,145,15,0.167,0.017,0.219,0.023,10.766,1511.111,0.185,-16.667,-40.217,-26.087,-42.178,-37.475,2023-08-16,2025-06-22,2027-04-30,2021-10-29,2022-05-03,2022-11-05,2021-09-16,2022-02-20,2022-07-28
"FFAA",2021-02-11,"FFAA",NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-08-16,2025-06-22,2027-04-30,2021-10-29,2022-05-03,2022-11-05,2021-09-16,2022-02-20,2022-07-28
"ES",2021-02-11,"ES",47450795,100,40129822,100,2528955,193800,192000,0,2914755,6.143,100,0,0,0,0,397800,193800,104400,696000,1.467,2320507,433951,1886556,4.89,79.612,100,87258,0.184,3.907,33663,53595,455165,0.959,-2.84,100,1377229,943278,433951,2.902,1.988,3.432,2.351,33663,53595,0.071,0.113,98009,357156,0.207,0.753,0.244,0.89,2.505,26.031,6.024,-8.587,0,0,0,0,2023-08-16,2025-06-22,2027-04-30,2021-10-29,2022-05-03,2022-11-05,2021-09-16,2022-02-20,2022-07-28
