"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,899820,343800,111200,1354820,17.631,1185021,87.5,420167,18.745,-1.16,4.964,5.95,6.107,11.585,13.106,13.351,14,5.081
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,165285,54000,21700,240985,3.136,206488,85.7,72018,3.266,11.923,5.417,6.358,6.502,21.779,20.867,20.683,15.533,16.584
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,161195,41500,20700,223395,2.907,186327,83.4,73510,2.947,35.406,7.215,8.157,8.3,62.198,55.07,54.063,18.289,37.274
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,86940,47500,11100,145540,1.894,124537,85.6,35863,1.97,-23.289,3.061,3.636,3.724,-31.187,-30.872,-30.874,10.63,-20.212
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,186000,88400,22900,297300,3.869,237712,80,79378,3.76,-15.636,3.648,4.242,4.345,-17.996,-19.346,-19.342,10.925,-18.003
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,79125,23600,9700,112425,1.463,90057,80.1,36150,1.425,19.141,6.202,7.21,7.369,39.41,37.07,36.773,15.45,15.962
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,364755,97300,47700,509755,6.634,425312,83.4,152775,6.728,31.439,6.379,7.3,7.444,43.398,38.776,38.181,17.759,33.295
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,239715,83100,31000,353815,4.604,267942,75.7,93690,4.238,6.831,4.581,5.447,5.585,2.976,3.557,3.661,13.101,-1.668
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,819620,316100,105400,1241120,16.151,1006049,81.1,342038,15.914,-1.498,4.396,5.237,5.368,-1.179,-0.446,-0.362,12.93,-2.947
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,450640,205400,57800,713840,9.29,560267,78.5,198337,8.862,-12.839,3.922,4.646,4.761,-11.842,-11.681,-11.637,11.078,-16.849
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,143405,43200,17800,204405,2.66,170024,83.2,64751,2.689,18.646,6.086,7.106,7.273,36.802,35.093,35.002,15.98,19.941
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,313675,109800,41400,464875,6.05,385402,82.9,119986,6.096,6.247,4.441,5.078,5.175,-0.171,-3.453,-3.947,14.265,7.066
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,41015,12900,4800,58715,0.764,50050,85.2,16774,0.792,13.367,5.243,6.195,6.342,17.865,17.764,17.712,15.645,17.427
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,667995,275500,85200,1028695,13.387,848206,82.5,232389,13.417,-6.306,3.428,4.08,4.18,-22.949,-22.432,-22.416,12.511,-6.098
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,162185,61300,19800,243285,3.166,198036,81.4,64677,3.133,-0.596,4.28,5.227,5.377,-3.795,-0.638,-0.189,13.104,-1.644
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,76785,26800,9700,113285,1.474,99308,87.7,30828,1.571,5.832,4.662,5.575,5.719,4.809,5.993,6.156,15.019,12.732
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,238500,90200,30800,359500,4.678,262965,73.1,72611,4.16,-0.034,3.27,3.825,3.912,-26.492,-27.275,-27.395,11.843,-11.112
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,5490,3500,900,9890,0.129,9432,95.4,2542,0.149,-27.286,3.019,3.842,3.973,-32.137,-26.954,-26.257,11.202,-15.923
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,4320,3500,800,8620,0.112,8773,101.8,2384,0.139,-39.034,2.738,3.602,3.734,-38.455,-31.514,-30.701,10.075,-24.379
"20","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,5106465,1927400,650400,7684265,100,6321908,82.271,2110868,100,0,4.449,5.26,5.388,0,0,0,13.323,0
