"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-03-01,"AN",8464411,17.838,7062213,17.598,662310,144200,36300,842810,9.957,18.692,0,0,0,0,93600,69700,0,163300,1.929,769899,312421,457478,9.096,91.349,20.105,15171,0.179,2.01,13947,1224,162347,1.918,-0.049,21.965,541160,228739,312421,6.393,2.702,7.663,3.239,13948,1224,0.165,0.014,148678,13669,1.757,0.161,2.105,0.194,2.646,0.551,0.538,-6.126,12.709,4.788,18.148,1.617,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"AR",2021-03-01,"AR",1329391,2.802,1132764,2.823,112635,22600,6300,141535,10.647,3.139,0,0,0,0,16380,10900,0,27280,2.052,130122,36478,93644,9.788,91.936,3.398,1265,0.095,0.982,968,297,20804,1.565,1.806,2.815,83300,46822,36478,6.266,3.522,7.354,4.133,968,297,0.073,0.022,16842,3962,1.267,0.298,1.487,0.35,1.176,1.293,0.638,4.017,21.271,12.027,15.801,32.456,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"AS",2021-03-01,"AS",1018784,2.147,901209,2.246,112055,17400,6300,135755,13.325,3.011,0,0,0,0,14040,8400,0,22440,2.203,117129,38699,78430,11.497,86.28,3.059,2646,0.26,2.311,2480,166,20804,2.042,2.863,2.815,77914,39215,38699,7.648,3.849,8.645,4.351,2479,166,0.243,0.016,19234,1570,1.888,0.154,2.134,0.174,3.286,4.504,0.425,-13.831,42.478,40.242,41.342,44.754,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"IB",2021-03-01,"IB",1171543,2.469,986279,2.458,56520,19900,3200,79620,6.796,1.766,0,0,0,0,7020,9600,0,16620,1.419,61342,17442,43900,5.236,77.043,1.602,1350,0.115,2.25,1075,275,8621,0.736,9.529,1.166,39392,21950,17442,3.362,1.874,3.994,2.226,1075,275,0.092,0.023,7220,1401,0.616,0.12,0.732,0.142,2.806,7.313,1.269,22.572,-35.115,-28.473,-37.867,-29.522,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"CN",2021-03-01,"CN",2175952,4.586,1871033,4.662,129840,37100,7000,173940,7.994,3.858,0,0,0,0,18720,17900,0,36620,1.683,146120,43228,102892,6.715,84.006,3.816,2521,0.116,1.756,2449,72,26694,1.227,4.814,3.612,94674,51446,43228,4.351,2.364,5.06,2.75,2449,72,0.113,0.003,25000,1694,1.149,0.078,1.336,0.091,2.655,6.315,0.14,-13.262,-16.79,-15.874,-19.59,-11.094,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"CB",2021-03-01,"CB",582905,1.228,501384,1.249,55725,9900,2900,68525,11.756,1.52,0,0,0,0,8190,4800,0,12990,2.228,59144,18278,40866,10.146,86.31,1.544,918,0.157,1.577,889,29,11121,1.908,1.729,1.505,38711,20433,18278,6.641,3.505,7.721,4.075,889,29,0.153,0.005,10498,623,1.801,0.107,2.094,0.124,2.35,2.982,0.142,-15.697,25.733,23.779,22.731,31.816,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"CL",2021-03-01,"CL",2394918,5.047,2092873,5.215,246585,40800,13500,300885,12.563,6.673,0,0,0,0,35100,19700,0,54800,2.288,257479,77587,179892,10.751,85.574,6.724,3936,0.164,1.552,3551,385,39227,1.638,2.138,5.307,167533,89946,77587,6.995,3.756,8.005,4.298,3551,385,0.148,0.016,34889,4338,1.457,0.181,1.667,0.207,2.165,2.814,0.43,-2.996,33.228,32.217,29.274,41.256,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"CM",2021-03-01,"CM",2045221,4.31,1719964,4.286,167175,34800,9200,211175,10.325,4.684,0,0,0,0,23400,16800,0,40200,1.966,162939,25475,137464,7.967,77.158,4.255,901,0.044,0.556,305,596,19595,0.958,-0.845,2.651,94207,68732,25475,4.606,3.361,5.477,3.996,306,596,0.015,0.029,12475,7120,0.61,0.348,0.725,0.414,0.326,-1.368,0.875,0.098,-1.276,8.677,-14.877,26.401,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"CT",2021-03-01,"CT",7780479,16.397,6531658,16.276,570410,132700,31400,734510,9.44,16.29,0,0,0,0,80730,64100,0,144830,1.861,650327,274109,376218,8.358,88.539,16.982,12093,0.155,1.895,11479,614,159916,2.055,2.442,21.636,462218,188109,274109,5.941,2.418,7.077,2.88,11479,614,0.148,0.008,151903,8013,1.952,0.103,2.326,0.123,2.547,3.03,0.327,-7.567,3.568,-0.653,9.795,-9.064,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"VC",2021-03-01,"VC",5057353,10.658,4269305,10.639,288010,86200,15700,389910,7.71,8.648,0,0,0,0,40950,41700,0,82650,1.634,323505,119473,204032,6.397,82.969,8.448,3443,0.068,1.076,3214,229,53498,1.058,-3.124,7.238,221489,102016,119473,4.38,2.017,5.188,2.39,3215,229,0.064,0.005,50088,3410,0.99,0.067,1.173,0.08,1.473,-2.994,0.225,-4.961,-20.736,-18.859,-19.054,-24.144,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
