"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-03-01,"EX",1063987,2.242,911213,2.271,102455,18100,5400,125955,11.838,2.794,0,0,0,0,14040,8800,0,22840,2.147,111006,32422,78584,10.433,88.131,2.899,1269,0.119,1.156,1041,228,18164,1.707,0.061,2.458,71714,39292,32422,6.74,3.693,7.87,4.312,1041,228,0.098,0.021,16761,1403,1.575,0.132,1.839,0.154,1.473,1.52,0.584,-14.607,29.304,24.621,24.561,38.887,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"GA",2021-03-01,"GA",2701819,5.694,2362643,5.887,179125,46100,9800,235025,8.699,5.213,0,0,0,0,25740,22300,0,48040,1.778,217795,100013,117782,8.061,92.669,5.687,5788,0.214,2.73,5721,67,54652,2.023,2.573,7.394,158904,58891,100013,5.881,2.18,6.726,2.493,5720,67,0.212,0.002,53623,1029,1.985,0.038,2.27,0.044,3.734,2.655,0.114,-1.625,-0.123,-8.447,8.686,-18.014,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"RI",2021-03-01,"RI",319914,0.674,270788,0.675,28145,5400,1400,34945,10.923,0.775,0,0,0,0,4680,2600,0,7280,2.276,27386,8976,18410,8.56,78.369,0.715,229,0.072,0.843,229,0,3197,0.999,-1.57,0.433,18181,9205,8976,5.683,2.877,6.714,3.399,229,0,0.072,0,3104,93,0.97,0.029,1.146,0.034,1.276,1.206,0,-48.619,6.083,14.985,5.027,8.199,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"MD",2021-03-01,"MD",6779888,14.288,5695623,14.193,464415,115600,25400,605415,8.93,13.427,0,0,0,0,65520,55800,0,121320,1.789,472599,122189,350410,6.971,78.062,12.341,18324,0.27,4.034,17183,1141,93760,1.383,21.048,12.685,297394,175205,122189,4.386,2.584,5.221,3.076,17183,1141,0.253,0.017,87252,6508,1.287,0.096,1.532,0.114,6.132,22.287,0.656,6.549,-13.627,-6.026,-18.943,-2.821,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"MC",2021-03-01,"MC",1511251,3.185,1237479,3.084,121235,25700,6600,153535,10.159,3.405,0,0,0,0,17550,12400,0,29950,1.982,123364,22898,100466,8.163,80.349,3.221,1844,0.122,1.517,1738,106,16946,1.121,-2.125,2.293,73131,50233,22898,4.839,3.324,5.91,4.059,1738,106,0.115,0.007,12359,4587,0.818,0.304,0.999,0.371,2.434,2.957,0.211,-13.616,1.13,6.907,-10.571,25.009,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"NC",2021-03-01,"NC",661197,1.393,552935,1.378,55725,11200,2900,69825,10.56,1.549,0,0,0,0,9360,5400,0,14760,2.232,60697,17259,43438,9.18,86.927,1.585,1221,0.185,2.053,1073,148,13140,1.987,3.874,1.778,38978,21719,17259,5.895,3.285,7.049,3.928,1073,148,0.162,0.022,10762,2378,1.628,0.36,1.946,0.43,2.831,6.333,0.686,-5.971,13.783,11.199,8.945,23.543,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"PV",2021-03-01,"PV",2220504,4.68,1898123,4.73,148410,37900,7900,194210,8.746,4.307,0,0,0,0,21060,18300,0,39360,1.773,127629,32645,94984,5.748,65.717,3.333,1690,0.076,1.342,1245,445,14948,0.673,-0.486,2.022,80137,47492,32645,3.609,2.139,4.222,2.502,1245,445,0.056,0.02,12014,2934,0.541,0.132,0.633,0.155,1.578,-2.476,0.946,8.586,-28.782,-7.97,-33.303,-19.556,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"CE",2021-03-01,"CE",84202,0.177,66158,0.165,4320,1500,400,6220,7.387,0.138,0,0,0,0,0,700,0,700,0.831,6273,4001,2272,7.45,100.852,0.164,0,0,0,0,0,1064,1.264,-13.846,0.144,5137,1136,4001,6.101,1.349,7.765,1.717,0,0,0,0,1014,50,1.204,0.059,1.533,0.076,0,-14.43,0,0,-7.345,-22.034,12.752,-49.267,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"ML",2021-03-01,"ML",87076,0.184,66178,0.165,3150,1500,400,5050,5.8,0.112,0,0,0,0,0,700,0,700,0.804,4710,2176,2534,5.409,93.267,0.123,0,0,0,0,0,616,0.707,-16.644,0.083,3443,1267,2176,3.954,1.455,5.203,1.915,0,0,0,0,611,5,0.702,0.006,0.923,0.008,0,-16.53,0,-28.571,-33.152,-39.13,-26.927,-45.28,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"FFAA",2021-03-01,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
"ES",2021-03-01,"ES",47450795,100,40129822,100,3508245,808600,192000,4508845,9.502,100,0,0,0,0,496080,390600,0,886680,1.869,3829465,1305769,2523696,8.07,84.932,100,74610,0.157,1.987,68588,6022,739114,1.558,3.235,100,2567617,1261848,1305769,5.411,2.659,6.398,3.144,68588,6022,0.145,0.013,674327,64787,1.421,0.137,1.68,0.161,2.745,3.981,0.48,-3.938,0,0,0,0,2021-06-30,2021-10-06,2022-01-13,2024-12-26,2027-10-14,2030-08-01,2024-05-11,2026-09-28,2029-02-13
