"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,739530,208600,73300,1021430,18.292,951168,93.1,263111,19.617,2.546,3.108,3.726,3.824,4.443,5.866,6.096,11.237,9.972
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,130185,32700,12600,175485,3.143,155770,88.8,50418,3.213,12.158,3.793,4.451,4.552,27.429,26.475,26.283,11.717,14.671
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,128435,25200,12700,166335,2.979,136277,81.9,44999,2.811,38.743,4.417,4.993,5.081,48.408,41.885,40.964,13.376,30.907
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,65880,28800,6500,101180,1.812,86720,85.7,24685,1.789,-26.611,2.107,2.503,2.563,-29.204,-28.88,-28.882,7.402,-27.559
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,148560,53700,14300,216560,3.878,180030,83.1,55962,3.713,-15.433,2.572,2.991,3.064,-13.587,-15.009,-15.004,8.274,-19.031
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,62745,14300,5900,82945,1.485,68512,82.6,21219,1.413,20.962,3.64,4.232,4.325,22.31,20.258,19.997,11.754,15.025
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,285195,59000,27300,371495,6.653,314360,84.6,102339,6.483,31.819,4.273,4.89,4.987,43.578,38.95,38.353,13.126,28.458
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,190575,50400,18600,259575,4.649,205143,79,73053,4.231,7.856,3.572,4.247,4.355,20.015,20.692,20.813,10.03,-1.839
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,651140,191900,63400,906440,16.233,789183,87.1,207196,16.276,-1.001,2.663,3.172,3.252,-10.523,-9.86,-9.784,10.143,-0.735
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,340660,124700,31700,497060,8.902,426373,85.8,120409,8.794,-16.48,2.381,2.82,2.89,-20.003,-19.858,-19.818,8.431,-17.493
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,115325,26200,10900,152425,2.73,131804,86.5,46053,2.718,21.753,4.328,5.054,5.173,45.431,43.614,43.518,12.388,21.231
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,222415,66700,19900,309015,5.534,278771,90.2,76289,5.749,-2.81,2.824,3.229,3.29,-5.127,-8.246,-8.716,10.318,0.975
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,31655,7800,2700,42155,0.755,36734,87.1,11320,0.758,12.008,3.538,4.18,4.28,18.891,18.789,18.736,11.482,12.372
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,529935,167200,51300,748435,13.403,668040,89.3,180557,13.778,-6.192,2.663,3.17,3.248,-10.52,-9.919,-9.9,9.853,-3.572
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,134105,37200,13400,184705,3.308,149364,80.9,51447,3.081,3.855,3.404,4.157,4.277,14.383,18.136,18.671,9.883,-3.276
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,62745,16200,5900,84845,1.519,74287,87.6,24646,1.532,9.077,3.727,4.457,4.572,25.243,26.658,26.853,11.235,9.952
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,177660,54800,16000,248460,4.45,181629,73.1,54456,3.746,-4.924,2.452,2.869,2.934,-17.599,-18.477,-18.611,8.18,-19.951
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,5490,2200,600,8290,0.148,8177,98.6,2360,0.169,-16.124,2.803,3.567,3.688,-5.827,1.365,2.332,9.711,-4.963
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,4320,2200,600,7120,0.128,6306,88.6,1717,0.13,-30.702,1.972,2.595,2.689,-33.747,-26.275,-25.398,7.242,-29.127
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,4026555,1169800,387600,5583955,100,4848648,86.832,1412236,100,0,2.976,3.519,3.604,0,0,0,10.218,0
