"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,739530,208600,73300,1021430,18.292,796930,78,233434,19.632,2.546,2.758,3.305,3.393,1.679,3.065,3.288,9.415,10.056
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,130185,32700,12600,175485,3.143,134040,76.4,47125,3.302,12.158,3.545,4.16,4.254,30.696,29.718,29.521,10.083,17.861
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,128435,25200,12700,166335,2.979,121707,73.2,41196,2.998,38.743,4.044,4.571,4.652,49.086,42.534,41.608,11.946,39.644
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,65880,28800,6500,101180,1.812,62033,61.3,22426,1.528,-26.611,1.914,2.274,2.329,-29.424,-29.101,-29.103,5.295,-38.105
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,148560,53700,14300,216560,3.878,157037,72.5,53582,3.869,-15.433,2.462,2.864,2.933,-9.211,-10.705,-10.7,7.217,-15.639
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,62745,14300,5900,82945,1.485,62843,75.8,20584,1.548,20.962,3.531,4.105,4.196,30.196,28.011,27.733,10.781,26.023
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,285195,59000,27300,371495,6.653,272552,73.4,93024,6.714,31.819,3.884,4.445,4.533,43.208,38.593,37.998,11.38,33.03
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,190575,50400,18600,259575,4.649,169166,65.2,70132,4.167,7.856,3.429,4.078,4.18,26.427,27.141,27.269,8.271,-3.314
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,651140,191900,63400,906440,16.233,676590,74.6,189899,16.668,-1.001,2.441,2.907,2.98,-10.013,-9.346,-9.269,8.696,1.65
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,340660,124700,31700,497060,8.902,349392,70.3,105717,8.607,-16.48,2.09,2.476,2.537,-22.93,-22.79,-22.751,6.909,-19.243
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,115325,26200,10900,152425,2.73,116392,76.4,40517,2.867,21.753,3.808,4.446,4.551,40.399,38.645,38.552,10.939,27.872
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,222415,66700,19900,309015,5.534,233345,75.5,59133,5.748,-2.81,2.189,2.503,2.55,-19.307,-21.96,-22.359,8.637,0.956
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,31655,7800,2700,42155,0.755,29849,70.8,9295,0.735,12.008,2.905,3.433,3.514,7.122,7.031,6.983,9.33,9.065
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,529935,167200,51300,748435,13.403,539372,72.1,176399,13.287,-6.192,2.602,3.097,3.173,-4.074,-3.43,-3.41,7.955,-7.006
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,134105,37200,13400,184705,3.308,126784,68.6,51011,3.123,3.855,3.375,4.122,4.241,24.449,28.533,29.115,8.389,-1.934
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,62745,16200,5900,84845,1.519,63690,75.1,22386,1.569,9.077,3.386,4.049,4.153,24.827,26.238,26.432,9.633,12.598
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,177660,54800,16000,248460,4.45,136036,54.8,48576,3.351,-4.924,2.188,2.559,2.617,-19.344,-20.203,-20.335,6.126,-28.387
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,5490,2200,600,8290,0.148,6435,77.6,1290,0.159,-16.124,1.532,1.95,2.016,-43.515,-39.201,-38.621,7.642,-10.666
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,4320,2200,600,7120,0.128,5127,72,1276,0.126,-30.702,1.465,1.928,1.998,-45.972,-39.879,-39.165,5.888,-31.174
"20","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,4026555,1169800,387600,5583955,100,4059320,72.696,1287002,100,0,2.712,3.207,3.285,0,0,0,8.555,0
