"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,475110,34500,36300,545910,18.729,468983,85.9,194477,17.869,4.996,2.298,2.754,2.827,-0.611,0.744,0.962,5.541,0.174,0,0,0,0,3610,11965,0.008,0.085,94580,74880,19700,0,42900,78906,0.09,0.166,-82.7800829875519,-83.4558823529412
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,81045,5400,6300,92745,3.182,93512,100.8,37628,3.563,13.559,2.83,3.322,3.397,22.441,21.524,21.34,7.034,27.177,0,0,0,0,649,2169,0.001,0.006,16270,12870,3400,0,12406,17926,0.026,0.038,-96.0580912863071,-95.2205882352941
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,83975,4200,6300,94475,3.241,81941,86.7,34140,3.122,50.967,3.351,3.788,3.855,44.96,38.589,37.689,8.043,45.417,0,0,0,0,674,1457,0.001,0.027,17440,14040,3400,0,2196,9154,0.005,0.019,-98.0290456431535,-99.0808823529412
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,42480,4800,3200,50480,1.732,44573,88.3,19025,1.698,-29.855,1.624,1.929,1.976,-29.752,-29.431,-29.432,3.805,-31.213,0,0,0,0,372,711,0.001,0.006,8720,7020,1700,0,4953,7918,0.01,0.017,-98.2365145228216,-98.1617647058823
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,93570,8900,7000,109470,3.756,106747,97.5,44120,4.067,-18.105,2.028,2.358,2.415,-12.289,-13.733,-13.728,4.906,-11.305,0,0,0,0,749,2041,0.002,0.012,17840,14040,3800,0,15073,21497,0.032,0.045,-95.3319502074689,-94.1176470588235
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,39345,2400,2900,44645,1.532,43214,96.8,19000,1.647,24.73,3.26,3.79,3.873,41.001,38.636,38.334,7.414,34.036,0,0,0,0,84,720,0,0.001,7450,5850,1600,0,5530,7867,0.012,0.017,-98.2365145228216,-97.7941176470588
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,177555,9800,13500,200855,6.891,190381,94.8,80091,7.254,36.536,3.344,3.827,3.903,44.664,40.001,39.4,7.949,43.724,0,0,0,0,1820,3983,0.004,0.035,35380,28080,7300,0,15523,28600,0.033,0.06,-93.7759336099585,-93.9338235294118
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,120375,8300,9200,137875,4.73,129772,94.1,52826,4.945,9.75,2.583,3.071,3.149,11.731,12.362,12.475,6.345,14.719,0,0,0,0,3448,3821,0.007,0.009,23720,18720,5000,0,19619,23126,0.041,0.049,-94.9170124481328,-92.4632352941177
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,410120,31800,31400,473320,16.239,416165,87.9,166104,15.857,-0.965,2.135,2.543,2.607,-7.649,-6.965,-6.886,5.349,-3.294,0,0,0,0,4101,13423,0.009,0.024,81450,64350,17100,0,36453,87376,0.077,0.184,-80.9128630705394,-85.8455882352941
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,207280,20600,15700,243580,8.357,224560,92.2,95559,8.556,-21.591,1.89,2.238,2.294,-18.263,-18.115,-18.074,4.44,-19.721,0,0,0,0,1304,4738,0.003,0.018,40290,31590,8700,0,8206,28071,0.017,0.059,-93.8796680497925,-96.875
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,74375,4300,5400,84075,2.884,80044,95.2,32353,3.05,28.656,3.041,3.551,3.634,31.536,29.893,29.806,7.523,36.015,0,0,0,0,1237,2006,0.003,0.004,14600,11700,2900,0,4963,10773,0.01,0.023,-97.6141078838174,-98.1617647058823
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,128815,11000,9800,149615,5.133,137656,92,57383,5.245,-9.852,2.124,2.429,2.475,-8.126,-11.146,-11.601,5.095,-7.884,0,0,0,0,2040,3138,0.004,0.025,25190,19890,5300,0,2879,23545,0.006,0.05,-94.8132780082988,-98.8970588235294
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,19955,1300,1400,22655,0.777,21676,95.7,8523,0.826,15.319,2.664,3.147,3.222,15.246,15.148,15.096,6.776,22.501,0,0,0,0,74,581,0,0.001,3140,2340,800,0,746,3352,0.002,0.007,-99.2738589211618,-99.6323529411765
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,333375,27700,25400,386475,13.259,346408,89.6,156682,13.199,-7.2,2.311,2.751,2.818,-0.031,0.64,0.661,5.109,-7.624,0,0,0,0,3986,8075,0.008,0.011,66450,52650,13800,0,54478,63718,0.115,0.134,-86.0995850622407,-78.8602941176471
