"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,244620,0,6800,251420,18.678,251172,99.9,37978,19.452,4.707,0.449,0.538,0.552,72.115,74.461,74.839,2.967,9.048,0,0,0,0,12462,24863,0.026,0.085,35100,35100,0,0,36205,86352,0.076,0.182,-73.4306569343066,-68.4647302904564
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,41265,0,1200,42465,3.155,43531,102.5,2945,3.371,12.586,0.222,0.26,0.266,-15.02,-15.656,-15.784,3.275,20.335,0,0,0,0,723,992,0.002,0.006,5850,5850,0,0,2695,15215,0.006,0.032,-95.3284671532847,-97.5103734439834
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,44195,0,1200,45395,3.372,44087,97.1,10694,3.414,57.072,1.05,1.187,1.207,302.664,284.966,282.467,4.327,59.028,0,0,0,0,1664,161,0.004,0.027,8775,8775,0,0,9409,9794,0.02,0.021,-96.9343065693431,-91.701244813278
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,22590,0,600,23190,1.723,22372,96.5,2879,1.733,-30.225,0.246,0.292,0.299,-5.731,-5.3,-5.302,1.91,-29.824,0,0,0,0,166,289,0,0.006,5850,5850,0,0,2715,7714,0.006,0.016,-97.6642335766423,-97.5103734439834
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,46185,0,1300,47485,3.528,52768,111.1,5149,4.087,-23.079,0.237,0.275,0.282,-9.227,-10.721,-10.716,2.425,-10.882,0,0,0,0,1156,2658,0.002,0.012,4875,4875,0,0,4810,9559,0.01,0.02,-97.0802919708029,-95.850622406639
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,20625,0,500,21125,1.569,20743,98.2,300,1.606,27.797,0.051,0.06,0.061,-80.257,-80.589,-80.631,3.559,30.773,0,0,0,0,59,280,0,0.001,2925,2925,0,0,300,1776,0.001,0.004,-99.4160583941606,-99.5850622406639
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,93315,0,2500,95815,7.118,99536,103.9,13245,7.709,41.034,0.553,0.633,0.645,112.151,105.313,104.432,4.156,52.733,0,0,0,0,3652,5479,0.008,0.035,16575,16575,0,0,12813,28651,0.027,0.06,-91.2408759124088,-88.7966804979253
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,61875,0,1700,63575,4.723,64349,101.2,3623,4.984,9.58,0.177,0.211,0.216,-32.046,-31.663,-31.594,3.146,15.624,0,0,0,0,1615,2961,0.003,0.009,8775,8775,0,0,3434,20667,0.007,0.044,-93.5766423357664,-97.0954356846473
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,211220,0,5800,217020,16.122,182713,84.2,9620,14.15,-1.676,0.124,0.147,0.151,-52.57,-52.219,-52.178,2.348,-13.701,0,0,0,0,2148,-2065,0.005,0.024,31200,31200,0,0,9188,26086,0.019,0.055,-91.970802919708,-92.1161825726141
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,109000,0,2900,111900,8.313,105490,94.3,5393,8.17,-22.003,0.107,0.126,0.129,-59.094,-59.019,-58.999,2.086,-23.346,0,0,0,0,861,1041,0.002,0.018,17550,17550,0,0,4805,10230,0.01,0.022,-96.7883211678832,-95.850622406639
