"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,39275,0,1000,40275,2.992,35441,88,1721,2.745,33.451,0.162,0.189,0.193,-37.952,-38.727,-38.768,3.331,22.409,0,0,0,0,1083,2316,0.002,0.004,6825,6825,0,0,1467,6316,0.003,0.013,-98.1021897810219,-98.7551867219917
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,66805,0,1800,68605,5.097,70384,102.6,12042,5.451,-10.492,0.446,0.51,0.519,70.973,65.352,64.506,2.605,-4.267,0,0,0,0,3440,3511,0.007,0.025,10725,10725,0,0,10851,12513,0.023,0.026,-96.2043795620438,-90.4564315352697
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,11765,0,200,11965,0.889,9387,78.5,455,0.727,31.879,0.142,0.168,0.172,-45.441,-45.488,-45.513,2.934,7.83,0,0,0,0,138,221,0,0.001,2925,2925,0,0,411,1338,0.001,0.003,-99.5620437956204,-99.5850622406639
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,171915,0,4700,176615,13.12,169501,96,4073,13.127,-8.171,0.06,0.072,0.073,-76.955,-76.8,-76.796,2.5,-8.126,0,0,0,0,1439,3987,0.003,0.011,24375,24375,0,0,3354,49333,0.007,0.104,-84.8175182481752,-97.0954356846473
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,45185,0,1200,46385,3.446,48652,104.9,5829,3.768,8.191,0.386,0.471,0.485,47.959,52.814,53.506,3.219,18.307,0,0,0,0,1382,2208,0.003,0.01,6825,6825,0,0,4895,11922,0.01,0.025,-96.3503649635037,-95.850622406639
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,20625,0,500,21125,1.569,18703,88.5,1757,1.448,12.66,0.266,0.318,0.326,1.935,3.087,3.246,2.829,3.95,0,0,0,0,948,1650,0.002,0.006,2925,2925,0,0,1458,5712,0.003,0.012,-98.2481751824818,-98.7551867219917
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,55980,0,1400,57380,4.263,48927,85.3,5159,3.789,-8.917,0.232,0.272,0.278,-10.875,-11.824,-11.97,2.203,-19.027,0,0,0,0,1804,2803,0.004,0.012,8775,8775,0,0,4769,20858,0.01,0.044,-93.5766423357664,-95.850622406639
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1980,0,200,2180,0.162,1829,83.9,503,0.142,-8.503,0.597,0.76,0.786,129.155,146.657,149.01,2.172,-20.176,0,0,0,0,130,137,0,0.001,975,975,0,0,474,749,0.001,0.002,-99.7080291970803,-99.5850622406639
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1980,0,200,2180,0.162,1631,74.8,332,0.126,-11.984,0.381,0.502,0.52,46.259,62.754,64.689,1.873,-31.166,0,0,0,0,129,131,0,0.001,975,975,0,0,303,334,0.001,0.001,-99.8540145985401,-99.5850622406639
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,1310400,0,35700,1346100,100,1291216,95.923,123697,100,0,0.261,0.308,0.316,0,0,0,2.721,0,0,0,0,0,34999,53623,0.074,0.294,202800,202800,0,0,114356,325119,0.241,0.685,0,0
