"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,62675,0,2500,65175,2.937,61952,95.1,21662,3.116,31.02,2.036,2.377,2.433,41.463,39.696,39.602,5.823,38.967,0,0,0,0,4666,5113,0.01,0.004,13200,11700,1500,0,17202,19991,0.036,0.042,-96.1218836565097,-96.0352422907489
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,108925,0,4500,113425,5.112,96947,85.5,37720,4.876,-10.22,1.396,1.597,1.627,-2.995,-6.184,-6.664,3.588,-14.361,0,0,0,0,148,297,0,0.025,23760,21060,2700,0,17452,18175,0.037,0.038,-96.4912280701754,-95.9251101321586
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,17615,0,600,18215,0.821,16622,91.3,6521,0.836,21.804,2.038,2.408,2.465,41.632,41.511,41.448,5.196,24.006,0,0,0,0,1088,1248,0.002,0.001,3910,3510,400,0,4929,5802,0.01,0.012,-98.8919667590028,-98.8986784140969
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,280725,0,11600,292325,13.175,246003,84.2,67334,12.373,-7.788,0.993,1.182,1.211,-30.993,-30.53,-30.515,3.628,-13.402,0,0,0,0,17864,19929,0.038,0.011,59550,52650,6900,0,56739,62545,0.12,0.132,-87.8116343490305,-86.784140969163
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,73265,0,3000,76265,3.437,72359,94.9,20388,3.639,7.921,1.349,1.648,1.695,-6.261,-3.185,-2.747,4.788,14.274,0,0,0,0,3926,5998,0.008,0.01,15840,14040,1800,0,11124,17277,0.023,0.036,-96.6759002770083,-97.4669603524229
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,33495,0,1300,34795,1.568,31446,90.4,9016,1.582,12.579,1.364,1.631,1.673,-5.253,-4.183,-4.035,4.756,13.508,0,0,0,0,1008,1492,0.002,0.006,6650,5850,800,0,5481,9016,0.012,0.019,-98.2456140350877,-98.6784140969163
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,91080,0,3600,94680,4.267,68359,72.2,21112,3.438,-8.819,0.951,1.112,1.137,-33.937,-34.64,-34.748,3.079,-26.526,0,0,0,0,2339,3165,0.005,0.012,18580,16380,2200,0,12060,14520,0.025,0.031,-97.1375807940905,-97.2466960352423
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1980,0,200,2180,0.098,2156,98.9,921,0.108,-44.49,1.094,1.392,1.439,-23.999,-18.195,-17.414,2.561,-38.889,0,0,0,0,26,52,0,0.001,0,0,0,0,293,328,0.001,0.001,-99.9076638965836,-99.8898678414097
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1980,0,200,2180,0.098,2392,109.7,1073,0.12,-46.601,1.232,1.621,1.68,-14.379,-4.722,-3.59,2.747,-34.438,0,0,0,0,6,9,0,0.001,0,0,0,0,442,458,0.001,0.001,-99.9076638965836,-99.8898678414097
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,2131155,0,87600,2218755,100,1988160,89.607,682909,100,0,1.439,1.702,1.743,0,0,0,4.19,0,0,0,0,0,96787,122818,0.204,0.294,449700,397800,51900,0,431043,513971,0.908,1.083,0,0
