"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega_janssen","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-04-23,"AN",8464411,17.838,7062213,17.598,1653300,651300,219200,26150,2549950,30.126,16.52,0,0,0,0,184860,61700,0,272710,3.222,2458368,1098690,1359678,29.044,96.408,17.232,71452,0.844,2.993,59583,11869,341739,4.037,-0.966,17.656,1778529,679839,1098690,21.012,8.032,25.184,9.626,59583,11869,0.704,0.14,235051,106688,2.777,1.26,3.328,1.511,3.466,-0.868,1.777,-1.181,-3.397,-7.389,-4.186,-1.339,2021-05-12,2021-06-28,2021-08-14,2021-09-05,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"AR",2021-04-23,"AR",1329391,2.802,1132764,2.823,332595,102300,45800,4100,484795,36.467,3.141,0,0,0,0,40950,9700,0,54750,4.118,456346,209548,246798,34.327,94.132,3.199,20257,1.524,4.645,16626,3631,80649,6.067,-8.484,4.167,332947,123399,209548,25.045,9.282,29.392,10.894,16626,3631,1.251,0.273,65119,15530,4.898,1.168,5.749,1.371,5.256,-10.58,3.032,1.49,14.168,12.099,14.204,14.015,2021-05-12,2021-06-28,2021-08-14,2021-09-05,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"AS",2021-04-23,"AS",1018784,2.147,901209,2.246,319145,78400,42200,3150,442895,43.473,2.869,0,0,0,0,38610,7400,0,49160,4.825,412591,162679,249912,40.498,93.158,2.892,9608,0.943,2.384,7259,2349,69421,6.814,-4.831,3.587,287820,124956,162864,28.251,12.265,31.937,13.865,7444,2349,0.731,0.231,54108,15498,5.311,1.521,6.004,1.72,2.655,-1.913,1.916,-12.844,34.7,33.628,28.824,50.657,2021-05-12,2021-06-28,2021-08-14,2021-09-05,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"IB",2021-04-23,"IB",1171543,2.469,986279,2.458,184050,89900,24300,3600,301850,25.765,1.956,0,0,0,0,21060,8500,0,33160,2.83,283212,142592,140620,24.174,93.825,1.985,6383,0.545,2.306,5082,1301,35519,3.032,-2.262,1.835,212902,70310,142592,18.173,6.001,21.586,7.129,5082,1301,0.434,0.111,26829,8690,2.29,0.742,2.72,0.881,2.445,-0.799,1.885,-6.519,-19.603,-20.778,-17.132,-26.287,2021-05-12,2021-06-28,2021-08-14,2021-09-05,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"CN",2021-04-23,"CN",2175952,4.586,1871033,4.662,362670,167400,47800,6700,584570,26.865,3.787,0,0,0,0,43290,15800,0,65790,3.024,537808,266816,270992,24.716,92.001,3.77,14576,0.67,2.786,11901,2675,85666,3.937,-2.649,4.426,402483,135496,266987,18.497,6.227,21.511,7.242,12072,2675,0.555,0.123,68962,16875,3.169,0.776,3.686,0.902,3.092,-4.294,2.014,5.859,-17.793,-17.423,-15.654,-23.511,2021-05-12,2021-06-28,2021-08-14,2021-09-05,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"CB",2021-04-23,"CB",582905,1.228,501384,1.249,150495,44700,19900,1800,216895,37.209,1.405,0,0,0,0,17550,4200,0,23550,4.04,188440,76986,111454,32.328,86.881,1.321,5812,0.997,3.182,5486,326,29337,5.033,0.476,1.516,132713,55727,76986,22.768,9.56,26.469,11.115,5486,326,0.941,0.056,21524,7813,3.693,1.34,4.293,1.558,4.312,2.661,0.588,-5.09,7.573,14.414,3.821,17.43,2021-05-12,2021-06-28,2021-08-14,2021-09-05,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"CL",2021-04-23,"CL",2394918,5.047,2092873,5.215,740325,184300,100800,7400,1032825,43.126,6.691,0,0,0,0,92430,17400,0,117230,4.895,910748,371280,539468,38.028,88.18,6.384,0,0,0,0,0,123020,5.137,-21.182,6.356,641014,269734,371280,26.766,11.263,30.628,12.888,0,0,0,0,100602,22418,4.201,0.936,4.807,1.071,0,-21.77,0,-18.43,26.491,32.574,22.052,38.349,2021-05-12,2021-06-28,2021-08-14,2021-09-05,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"CM",2021-04-23,"CM",2045221,4.31,1719964,4.286,469035,157300,63800,6300,696435,34.052,4.512,0,0,0,0,56160,14900,0,77360,3.782,633257,258169,375088,30.963,90.928,4.439,24409,1.193,4.009,20961,3448,90196,4.41,0.924,4.66,445713,187544,258169,21.793,9.17,25.914,10.904,20961,3448,1.025,0.169,66503,23693,3.252,1.158,3.867,1.378,4.935,2.117,1.873,-2.281,2.993,4.687,-0.625,12.64,2021-05-12,2021-06-28,2021-08-14,2021-09-05,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"CT",2021-04-23,"CT",7780479,16.397,6531658,16.276,1607030,598600,221100,24000,2450730,31.498,15.877,0,0,0,0,193050,56700,0,273750,3.518,2295178,1059468,1235710,29.499,93.653,16.088,77270,0.993,3.484,38044,39226,292734,3.762,-1.001,15.124,1677328,617855,1059473,21.558,7.941,25.68,9.459,38049,39226,0.489,0.504,156932,135807,2.017,1.745,2.403,2.079,2.321,-16.153,6.779,25.133,-1.884,-3.171,-1.696,-2.457,2021-05-12,2021-06-28,2021-08-14,2021-09-05,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"VC",2021-04-23,"VC",5057353,10.658,4269305,10.639,961930,389100,131600,15600,1498230,29.625,9.707,0,0,0,0,125190,36800,0,177590,3.512,1426532,672084,754448,28.207,95.214,9.999,34884,0.69,2.507,14377,20507,190253,3.762,-3.717,9.83,1049308,377224,672084,20.748,7.459,24.578,8.836,14377,20507,0.284,0.405,117560,72693,2.325,1.437,2.754,1.703,1.389,-14.946,5.749,22.42,-6.183,-8.923,-5.39,-8.377,2021-05-12,2021-06-28,2021-08-14,2021-09-05,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"EX",2021-04-23,"EX",1063987,2.242,911213,2.271,276785,81700,36200,3300,397985,37.405,2.578,0,0,0,0,32760,7700,0,43760,4.113,390404,160544,229860,36.693,98.095,2.737,13236,1.244,3.509,10744,2492,49174,4.622,-0.041,2.541,275474,114930,160544,25.891,10.802,30.232,12.613,10744,2492,1.01,0.234,33905,15269,3.187,1.435,3.721,1.676,4.058,5.367,2.216,-10.267,22.079,14.987,18.062,32.686,2021-05-12,2021-06-28,2021-08-14,2021-09-05,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"GA",2021-04-23,"GA",2701819,5.694,2362643,5.887,743065,208000,98800,8350,1058215,39.167,6.856,0,0,0,0,105300,19700,0,133350,4.936,952172,464168,488004,35.242,89.979,6.674,4559,0.169,0.481,1712,2847,134594,4.982,-6.826,6.954,709187,244002,465185,26.249,9.031,30.017,10.328,2729,2847,0.101,0.105,101475,34136,3.756,1.263,4.295,1.445,0.386,-4.376,1.181,-10.953,17.211,20.407,19.694,10.932,2021-05-12,2021-06-28,2021-08-14,2021-09-05,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"RI",2021-04-23,"RI",319914,0.674,270788,0.675,78455,24500,10200,1000,114155,35.683,0.74,0,0,0,0,9360,2300,0,12660,3.957,107983,52667,55316,33.754,94.593,0.757,3273,1.023,3.126,3237,36,15497,4.844,1.44,0.801,80325,27658,52667,25.108,8.645,29.663,10.214,3237,36,1.012,0.011,13833,1664,4.324,0.52,5.108,0.615,4.199,2.657,0.13,-7.658,12.315,9.792,14.492,6.191,2021-05-12,2021-06-28,2021-08-14,2021-09-05,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"MD",2021-04-23,"MD",6779888,14.288,5695623,14.193,1312665,521900,179300,20900,2034765,30.012,13.183,0,0,0,0,157950,49400,0,228250,3.367,1847622,915862,931760,27.252,90.803,12.951,40706,0.6,2.253,39878,828,234862,3.464,-3.343,12.134,1381742,465880,915862,20.38,6.871,24.26,8.18,39878,828,0.588,0.012,211624,23238,3.121,0.343,3.716,0.408,2.972,-3.095,0.178,-5.54,-9.358,-7.734,-7.068,-15.6,2021-05-12,2021-06-28,2021-08-14,2021-09-05,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
"MC",2021-04-23,"MC",1511251,3.185,1237479,3.084,292055,116200,37700,4650,450605,29.817,2.919,0,0,0,0,31590,11000,0,47240,3.126,388287,162511,225776,25.693,86.17,2.722,11298,0.748,2.997,10517,781,70045,4.635,-8.514,3.619,275399,112888,162511,18.223,7.47,22.255,9.122,10517,781,0.696,0.052,58917,11128,3.899,0.736,4.761,0.899,3.97,-10.141,0.697,1.182,-14.537,-8.352,-16.904,-8.242,2021-05-12,2021-06-28,2021-08-14,2021-09-05,2022-01-08,2022-05-12,2021-08-08,2021-11-21,2022-03-06
