"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,115325,26200,10900,152425,2.73,121286,79.6,41663,2.868,21.753,3.916,4.572,4.68,41.954,40.18,40.086,11.399,27.9,0,0,0,0,1146,4894,0.002,0.004,26470,12870,5500,8100,3152,18524,0.007,0.039,-97.6660682226212,-95.7055214723926
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,222415,66700,19900,309015,5.534,244212,79,62083,5.775,-2.81,2.298,2.628,2.678,-16.699,-19.438,-19.85,9.039,1.416,0,0,0,0,2950,10867,0.006,0.025,73990,43290,10100,20600,3729,54243,0.008,0.114,-93.1777378815081,-95.0920245398773
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,31655,7800,2700,42155,0.755,30675,72.8,9743,0.725,12.008,3.046,3.598,3.684,10.406,10.311,10.262,9.589,7.584,0,0,0,0,448,826,0.001,0.001,7210,3510,1300,2400,539,4758,0.001,0.01,-99.4015559545182,-99.3865030674847
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,529935,167200,51300,748435,13.403,572673,76.5,176865,13.541,-6.192,2.609,3.105,3.181,-5.43,-4.796,-4.776,8.447,-5.228,0,0,0,0,466,33301,0.001,0.011,143020,65520,25900,51600,5506,180307,0.012,0.38,-77.2591262716936,-92.6380368098159
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,134105,37200,13400,184705,3.308,130138,70.5,51118,3.077,3.855,3.382,4.131,4.25,22.622,26.646,27.22,8.611,-3.381,0,0,0,0,107,3354,0,0.01,31170,12870,6800,11500,1762,16189,0.004,0.034,-97.9652902453621,-97.5460122699387
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,62745,16200,5900,84845,1.519,66248,78.1,22894,1.566,9.077,3.463,4.14,4.247,25.523,26.942,27.137,10.019,12.419,0,0,0,0,508,2558,0.001,0.006,15020,7020,3000,5000,2052,10821,0.004,0.023,-98.623578695392,-97.5460122699387
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,177660,54800,16000,248460,4.45,144966,58.3,50194,3.428,-4.924,2.26,2.644,2.704,-18.053,-18.926,-19.059,6.529,-26.749,0,0,0,0,1618,8930,0.003,0.012,54250,29250,8100,16900,4527,25219,0.01,0.053,-96.8282465589467,-93.8650306748466
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,5490,2200,600,8290,0.148,6435,77.6,1290,0.152,-16.124,1.532,1.95,2.016,-44.461,-40.219,-39.649,7.642,-14.252,0,0,0,0,0,0,0,0.001,2070,1170,200,700,200,479,0,0.001,-99.9401555954518,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,4320,2200,600,7120,0.128,5228,73.4,1276,0.124,-30.702,1.465,1.928,1.998,-46.877,-40.886,-40.183,6.004,-32.635,0,0,0,0,0,101,0,0.001,2070,1170,200,700,10,671,0,0.001,-99.9401555954518,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,4026555,1169800,387600,5583955,100,4229092,75.736,1308913,100,0,2.758,3.262,3.341,0,0,0,8.913,0,0,0,0,0,21911,169772,0.046,0.294,1075110,518310,195600,361200,77131,792934,0.163,1.671,0,0
