"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,739530,208600,73300,1021430,18.292,834477,81.7,238150,19.732,2.546,2.814,3.372,3.461,1.997,3.387,3.611,9.859,10.615,0,0,0,0,4716,37547,0.01,0.085,178620,77220,37000,64400,16593,146384,0.035,0.308,-81.5679233991622,-78.5276073619632
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,130185,32700,12600,175485,3.143,141997,80.9,47837,3.358,12.158,3.598,4.223,4.319,30.45,29.474,29.277,10.681,19.846,0,0,0,0,712,7957,0.002,0.006,33950,17550,6300,10100,3103,21577,0.007,0.045,-97.3070017953321,-95.7055214723926
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,128435,25200,12700,166335,2.979,124940,75.1,42300,2.954,38.743,4.152,4.694,4.776,50.519,43.903,42.969,12.264,37.599,0,0,0,0,1104,3233,0.002,0.027,30580,16380,6400,7800,3584,15748,0.008,0.033,-98.0251346499102,-95.0920245398773
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,65880,28800,6500,101180,1.812,73188,72.3,23287,1.731,-26.611,1.988,2.361,2.418,-27.941,-27.611,-27.613,6.247,-29.906,0,0,0,0,861,11155,0.002,0.006,21560,9360,3300,8900,2312,17354,0.005,0.037,-97.7857570317175,-96.9325153374233
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,148560,53700,14300,216560,3.878,162363,75,54121,3.839,-15.433,2.487,2.893,2.963,-9.833,-11.317,-11.312,7.462,-16.279,0,0,0,0,539,5326,0.001,0.012,42620,18720,7300,16600,2998,28739,0.006,0.061,-96.3494913225613,-96.319018404908
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,62745,14300,5900,82945,1.485,64535,77.8,20620,1.526,20.962,3.537,4.113,4.203,28.24,26.088,25.814,11.071,24.221,0,0,0,0,36,1692,0,0.001,14420,7020,3000,4400,602,10829,0.001,0.023,-98.623578695392,-99.3865030674847
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,285195,59000,27300,371495,6.653,281825,75.9,94983,6.664,31.819,3.966,4.538,4.628,43.777,39.142,38.545,11.768,32.034,0,0,0,0,1959,9273,0.004,0.035,70610,38610,13800,18200,6912,44924,0.015,0.095,-94.3147815679234,-90.7975460122699
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,190575,50400,18600,259575,4.649,176604,68,71181,4.176,7.856,3.48,4.139,4.243,26.17,26.882,27.01,8.635,-3.115,0,0,0,0,1049,7438,0.002,0.009,48400,23400,9400,15600,5415,22352,0.011,0.047,-97.1873129862358,-93.2515337423313
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,651140,191900,63400,906440,16.233,676590,74.6,189899,15.998,-1.001,2.441,2.907,2.98,-11.519,-10.863,-10.788,8.696,-2.43,0,0,0,0,0,0,0,0.024,171930,80730,32000,59200,5519,104476,0.012,0.22,-86.8342309994016,-92.6380368098159
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,340660,124700,31700,497060,8.902,370712,74.6,109409,8.766,-16.48,2.163,2.563,2.626,-21.574,-21.431,-21.392,7.33,-17.755,0,0,0,0,3692,21320,0.008,0.018,107150,52650,16000,38500,8616,69340,0.018,0.146,-91.2627169359665,-88.9570552147239
