"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,21725,0,0,21725,2.92,4727,21.8,0,1.701,30.255,0,0,0,NA,NA,NA,0.444,-24.162,0,0,0,0,0,0,0,0.004,21725,21725,0,0,0,4727,0,0.444,-24.162,NA
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,37555,0,0,37555,5.048,24750,65.9,0,8.904,-11.341,0,0,0,NA,NA,NA,0.916,56.371,0,0,0,0,0,0,0,0.025,37555,37555,0,0,0,24750,0,0.916,56.371,NA
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,5915,0,0,5915,0.795,1674,28.3,0,0.602,17.968,0,0,0,NA,NA,NA,0.523,-10.678,0,0,0,0,0,0,0,0.001,5915,5915,0,0,0,1674,0,0.523,-10.678,NA
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,98790,0,0,98790,13.28,14152,14.3,0,5.091,-7.058,0,0,0,NA,NA,NA,0.209,-64.369,0,0,0,0,0,0,0,0.011,98790,98790,0,0,0,14152,0,0.209,-64.369,NA
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,25685,0,0,25685,3.453,8958,34.9,0,3.223,8.403,0,0,0,NA,NA,NA,0.593,1.184,0,0,0,0,0,0,0,0.01,25685,25685,0,0,0,8958,0,0.593,1.184,NA
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,11850,0,0,11850,1.593,3703,31.2,0,1.332,14.351,0,0,0,NA,NA,NA,0.56,-4.4,0,0,0,0,0,0,0,0.006,11850,11850,0,0,0,3703,0,0.56,-4.4,NA
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,31605,0,0,31605,4.248,9811,31,0,3.529,-9.222,0,0,0,NA,NA,NA,0.442,-24.578,0,0,0,0,0,0,0,0.012,31605,31605,0,0,0,9811,0,0.442,-24.578,NA
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1005,0,0,1005,0.135,637,63.4,0,0.229,-23.676,0,0,0,NA,NA,NA,0.757,29.138,0,0,0,0,0,0,0,0.001,1005,1005,0,0,0,637,0,0.757,29.138,NA
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1005,0,0,1005,0.135,673,67,0,0.242,-26.579,0,0,0,NA,NA,NA,0.773,31.933,0,0,0,0,0,0,0,0.001,1005,1005,0,0,0,673,0,0.773,31.933,NA
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"21","ESPAÑA","ES",47450795,40129822,39180773,100,0.846,0.826,743925,0,0,743925,100,277976,0.374,0,100,0,0,0,0,NA,NA,NA,0.586,0,0,0,0,0,0,0,0,0.294,743925,743925,0,0,0,277976,0,0.586,0,NA
