"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,999270,361600,111200,1472070,17.301,1258375,85.5,455368,19.008,-3.009,5.38,6.448,6.618,12.148,13.677,13.923,14.867,6.56
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,187515,56800,21700,266015,3.126,211426,79.5,74363,3.194,11.58,5.594,6.565,6.714,16.609,15.736,15.56,15.904,13.995
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,182255,43600,20700,246555,2.898,192737,78.2,76050,2.911,34.968,7.465,8.439,8.587,55.612,48.773,47.807,18.918,35.601
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,99810,49900,11100,160810,1.89,125552,78.1,36060,1.897,-23.451,3.078,3.656,3.745,-35.836,-35.542,-35.544,10.717,-23.185
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,209400,93000,22900,325300,3.823,248101,76.3,86926,3.748,-16.632,3.995,4.646,4.759,-16.723,-18.093,-18.089,11.402,-18.274
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,88485,24800,9700,122985,1.445,94153,76.6,39010,1.422,17.707,6.692,7.78,7.952,39.51,37.169,36.871,16.152,15.775
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,413895,102400,47700,563995,6.629,441559,78.3,163995,6.67,31.338,6.848,7.836,7.991,42.747,38.146,37.553,18.437,32.153
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,270135,87400,31000,388535,4.566,278619,71.7,98356,4.209,5.95,4.809,5.718,5.863,0.251,0.817,0.918,13.623,-2.355
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,923750,332500,105400,1361650,16.004,1027370,75.5,356766,15.519,-2.4,4.585,5.462,5.599,-4.412,-3.703,-3.622,13.204,-5.355
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,518500,216100,57800,792400,9.313,590395,74.5,215050,8.918,-12.619,4.252,5.037,5.162,-11.357,-11.196,-11.152,11.674,-16.324
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,160955,45400,17800,224155,2.635,174734,78,67578,2.639,17.507,6.351,7.416,7.591,32.402,30.748,30.661,16.423,17.712
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,369835,115500,41400,526735,6.191,405300,76.9,130338,6.122,8.724,4.824,5.517,5.621,0.564,-2.742,-3.24,15.001,7.523
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,45695,13600,4800,64095,0.753,51877,80.9,18350,0.784,11.767,5.736,6.777,6.938,19.572,19.47,19.416,16.216,16.231
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,753405,289800,85200,1128405,13.262,888776,78.8,268775,13.425,-7.18,3.964,4.719,4.834,-17.359,-16.805,-16.787,13.109,-6.039
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,179735,64500,19800,264035,3.103,204679,77.5,69210,3.092,-2.568,4.58,5.593,5.754,-4.532,-1.399,-0.952,13.544,-2.923
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,86145,28200,9700,124045,1.458,102407,82.6,32024,1.547,4.659,4.843,5.792,5.941,0.965,2.106,2.263,15.488,11.014
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,275940,94900,30800,401640,4.72,289725,72.1,78403,4.376,0.865,3.531,4.131,4.224,-26.395,-27.179,-27.299,13.048,-6.478
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,6660,3700,900,11260,0.132,9457,84,2566,0.143,-25.232,3.047,3.879,4.01,-36.473,-31.621,-30.968,11.231,-19.497
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,6660,3700,800,11160,0.131,9074,81.3,2387,0.137,-28.715,2.741,3.607,3.738,-42.855,-36.41,-35.654,10.421,-25.307
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,19500,33100,0,52600,0.618,15777,30,4658,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,5797545,2060500,650400,8508445,100,6620093,77.806,2276233,100,0,4.797,5.672,5.81,0,0,0,13.951,0
