"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,88415,9300,5400,103115,2.847,92842,90,37889,3.004,26.975,3.561,4.158,4.256,41.158,39.394,39.301,8.726,33.981,0,0,0,0,1404,3775,0.003,0.004,19040,14040,0,5000,6773,14804,0.014,0.031,-97.2172351885099,-94.7761194029851
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,153385,23800,9800,186985,5.162,163143,87.2,57862,5.279,-9.339,2.142,2.449,2.496,-15.108,-17.899,-18.319,6.038,-7.285,0,0,0,0,251,13250,0.001,0.025,37370,24570,0,12800,2519,28625,0.005,0.06,-94.6140035906643,-98.134328358209
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,23465,2800,1400,27665,0.764,24189,87.4,9112,0.783,13.319,2.848,3.365,3.445,12.904,12.807,12.756,7.561,16.097,0,0,0,0,264,840,0.001,0.001,5010,3510,0,1500,663,3094,0.001,0.007,-99.3716337522442,-99.6268656716418
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,398895,59800,25400,484095,13.365,378839,78.3,168697,12.259,-6.461,2.488,2.962,3.034,-1.369,-0.707,-0.687,5.588,-14.204,0,0,0,0,2222,6064,0.005,0.011,97620,65520,0,32100,16001,40506,0.034,0.085,-92.3698384201077,-87.3134328358209
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,103685,13300,6600,123585,3.412,106418,86.1,45646,3.444,7.124,3.02,3.689,3.795,19.727,23.656,24.216,7.042,8.122,0,0,0,0,2487,6637,0.005,0.01,23480,16380,0,7100,8193,16040,0.017,0.034,-96.9479353680431,-93.6567164179104
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,46365,5800,2900,55065,1.52,47557,86.4,19341,1.539,9.133,2.925,3.498,3.588,15.951,17.262,17.442,7.193,10.438,0,0,0,0,896,2193,0.002,0.006,10120,7020,0,3100,3997,7262,0.008,0.015,-98.6535008976661,-97.0149253731343
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,127350,19600,7900,154850,4.275,112681,72.8,44558,3.646,-8.652,2.007,2.347,2.4,-20.457,-21.304,-21.434,5.075,-22.083,0,0,0,0,639,5290,0.001,0.012,30390,19890,0,10500,3075,14894,0.006,0.031,-97.2172351885099,-97.7611940298508
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,4320,800,400,5520,0.152,5209,94.4,1086,0.169,-13.901,1.29,1.642,1.697,-48.875,-44.97,-44.445,6.186,-5.012,0,0,0,0,0,514,0,0.001,400,0,0,400,122,1687,0,0.004,-99.6409335727109,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,3150,800,400,4350,0.12,4094,94.1,1262,0.132,-34.732,1.449,1.907,1.976,-42.55,-36.071,-35.311,4.702,-27.809,0,0,0,0,7,369,0,0.001,400,0,0,400,178,1272,0,0.003,-99.7307001795332,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,3012165,418000,192000,3622165,100,3090351,85.318,1197061,100,0,2.523,2.983,3.055,0,0,0,6.513,0,0,0,0,0,26035,154340,0.055,0.294,707410,483210,0,224200,126970,528743,0.268,1.114,0,0
