"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,568710,74500,36300,679510,18.76,607552,89.4,215070,19.66,5.167,2.541,3.045,3.126,0.719,2.092,2.313,7.178,10.21,0,0,0,0,6349,45749,0.013,0.085,133600,93600,0,40000,24203,150534,0.051,0.317,-71.5439856373429,-80.9701492537313
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,96255,11700,6300,114255,3.154,109318,95.7,42860,3.537,12.574,3.224,3.784,3.869,27.799,26.842,26.649,8.223,26.263,0,0,0,0,431,2689,0.001,0.006,21510,15210,0,6300,5881,17975,0.012,0.038,-96.588868940754,-95.5223880597015
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,98015,9000,6300,113315,3.128,96325,85,37645,3.117,45.709,3.695,4.177,4.251,46.471,40.034,39.125,9.455,45.175,0,0,0,0,1253,6202,0.003,0.027,18840,14040,0,4800,4179,15841,0.009,0.033,-97.0377019748654,-96.6417910447761
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,49500,10300,3200,63000,1.739,52721,83.7,20549,1.706,-29.555,1.754,2.083,2.134,-30.472,-30.154,-30.156,4.5,-30.903,0,0,0,0,50,1800,0,0.006,12520,7020,0,5500,1896,8859,0.004,0.019,-98.294434470377,-98.5074626865672
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,111120,19200,7000,137320,3.791,119426,87,49752,3.864,-17.333,2.286,2.659,2.724,-9.367,-10.858,-10.853,5.488,-15.728,0,0,0,0,993,3884,0.002,0.012,27850,17550,0,10300,6381,14720,0.013,0.031,-97.2172351885099,-95.1492537313433
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,47535,5100,2900,55535,1.533,48023,86.5,19810,1.554,24.853,3.398,3.951,4.038,34.714,32.454,32.166,8.239,26.499,0,0,0,0,434,2188,0.001,0.001,10890,8190,0,2700,894,5529,0.002,0.012,-98.9228007181328,-99.2537313432836
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,211485,21100,13500,246085,6.794,218252,88.7,85608,7.062,34.612,3.575,4.09,4.172,41.694,37.127,36.538,9.113,39.928,0,0,0,0,1556,9345,0.003,0.035,45230,33930,0,11300,7337,31854,0.015,0.067,-93.9856373429084,-94.4029850746269
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,143775,18000,9200,170975,4.72,143344,83.8,61612,4.638,9.518,3.012,3.582,3.673,19.413,20.087,20.208,7.009,7.616,0,0,0,0,1767,3204,0.004,0.009,33100,23400,0,9700,12234,17393,0.026,0.037,-96.6786355475763,-90.2985074626866
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,489680,68600,31400,589680,16.28,490411,83.2,180096,15.869,-0.715,2.315,2.757,2.826,-8.246,-7.566,-7.488,6.303,-3.219,0,0,0,0,3810,24842,0.008,0.024,116360,79560,0,36800,18093,87669,0.038,0.185,-83.3931777378815,-85.8208955223881
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,247060,44500,15700,307260,8.483,270007,87.9,98606,8.737,-20.409,1.95,2.31,2.367,-22.713,-22.572,-22.533,5.339,-18.024,0,0,0,0,1222,15505,0.003,0.018,63680,39780,0,23900,4351,50185,0.009,0.106,-90.4847396768402,-96.6417910447761
