"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,400230,0,16600,416830,18.787,345648,82.9,117953,18.53,5.318,1.394,1.67,1.714,12.815,14.353,14.601,4.084,3.878,0,0,0,0,13424,16390,0.028,0.085,85850,76050,9800,0,62949,80028,0.133,0.169,-82.9292929292929,-83.956574185766
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,68175,0,2900,71075,3.203,65979,92.8,19535,3.537,14.325,1.469,1.725,1.764,18.964,18.074,17.894,4.963,26.252,0,0,0,0,4378,4943,0.009,0.006,14570,12870,1700,0,12729,16526,0.027,0.035,-96.4646464646465,-96.7430639324487
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,69935,0,2900,72835,3.283,65301,89.7,25710,3.501,52.897,2.524,2.853,2.903,104.303,95.324,94.056,6.41,63.051,0,0,0,0,3483,3818,0.007,0.027,13400,11700,1700,0,11630,15444,0.025,0.033,-96.6666666666667,-96.984318455971
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,35460,0,1500,36960,1.666,29366,79.5,7929,1.574,-32.531,0.677,0.804,0.823,-45.208,-44.958,-44.959,2.507,-36.237,0,0,0,0,2667,3126,0.006,0.006,6750,5850,900,0,4634,5826,0.01,0.012,-98.7878787878788,-98.7937273823884
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,79530,0,3200,82730,3.729,75334,91.1,20260,4.039,-18.695,0.931,1.083,1.109,-24.622,-25.863,-25.858,3.462,-11.93,0,0,0,0,3131,4540,0.007,0.012,17110,15210,1900,0,13396,18949,0.028,0.04,-95.959595959596,-96.6224366706876
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,33495,0,1300,34795,1.568,27989,80.4,7122,1.5,27.705,1.222,1.42,1.452,-1.086,-2.745,-2.957,4.802,22.145,0,0,0,0,1261,1271,0.003,0.001,6650,5850,800,0,6340,6520,0.013,0.014,-98.5858585858586,-98.431845597105
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,149475,0,6200,155675,7.016,138856,89.2,45682,7.444,39.02,1.907,2.183,2.226,54.422,49.445,48.803,5.798,47.489,0,0,0,0,5117,6360,0.011,0.035,31780,28080,3700,0,26024,30653,0.055,0.065,-93.4343434343434,-93.3655006031363
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,101655,0,4200,105855,4.771,97353,92,27691,5.219,10.694,1.354,1.61,1.651,9.611,10.23,10.341,4.76,21.086,0,0,0,0,3166,4651,0.007,0.009,21220,18720,2500,0,20063,25869,0.042,0.055,-94.4444444444444,-94.9336550060314
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,345770,0,14300,360070,16.228,285829,79.4,91724,15.323,-1.028,1.179,1.404,1.44,-4.56,-3.852,-3.771,3.674,-6.549,0,0,0,0,11337,12105,0.024,0.024,74020,65520,8500,0,68462,77652,0.144,0.164,-83.4343434343434,-82.6296743063932
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,175690,0,7000,182690,8.234,172754,94.6,67840,9.261,-22.744,1.341,1.589,1.628,8.597,8.795,8.849,3.416,-13.106,0,0,0,0,9388,10191,0.02,0.018,36860,32760,4100,0,58892,63038,0.124,0.133,-86.5656565656566,-85.0422195416164
