"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,1098720,381600,168000,1648320,17.011,1503567,91.2,521910,17.588,-4.639,6.166,7.39,7.586,2.979,4.383,4.609,17.763,-1.401,0,0,0,0,7278,19699,0.015,0.085,176250,99450,56800,20000,32604,173331,0.069,0.365,-88.3087764253684,-90.2404526166902
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,209745,59900,35300,304945,3.147,265619,87.1,96792,3.107,12.313,7.281,8.545,8.738,21.601,20.691,20.507,19.981,10.906,0,0,0,0,3165,6717,0.007,0.006,38930,22230,13600,3100,12329,35736,0.026,0.075,-97.5976937860346,-96.3224893917963
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,203315,46000,32700,282015,2.91,242053,85.8,91655,2.831,35.555,8.997,10.17,10.349,50.253,43.649,42.717,23.759,31.879,0,0,0,0,2051,7562,0.004,0.027,35460,21060,12000,2400,12471,39749,0.026,0.084,-97.3094170403588,-96.3224893917963
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,112680,52700,18000,183380,1.892,173015,94.3,49234,2.024,-23.351,4.202,4.992,5.113,-29.813,-29.492,-29.494,14.768,-18.026,0,0,0,0,3725,12131,0.008,0.006,22570,12870,6900,2800,9986,37158,0.021,0.078,-97.501601537476,-97.029702970297
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,232800,98100,35800,366700,3.784,318372,86.8,108921,3.724,-17.481,5.006,5.821,5.963,-16.399,-17.775,-17.77,14.631,-18.785,0,0,0,0,328,3205,0.001,0.012,41400,23400,12900,5100,14450,57905,0.03,0.122,-96.0922485586163,-95.7567185289957
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,97845,26200,15300,139345,1.438,120335,86.4,44814,1.408,17.103,7.688,8.938,9.135,28.4,26.246,25.971,20.644,14.589,0,0,0,0,758,6255,0.002,0.001,16360,9360,5600,1400,2620,19266,0.006,0.041,-98.6867392696989,-99.1513437057991
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,463035,108100,78300,649435,6.702,562643,86.6,208312,6.582,32.794,8.698,9.953,10.151,45.269,40.587,39.983,23.493,30.404,0,0,0,0,948,8389,0.002,0.035,85440,49140,30600,5700,28188,85892,0.059,0.181,-94.2024343369635,-91.6548797736917
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,300555,92200,49600,442355,4.565,382287,86.4,130907,4.472,5.918,6.401,7.611,7.803,6.899,7.502,7.61,18.692,3.752,0,0,0,0,8053,26202,0.017,0.009,53820,30420,18600,4800,19920,77455,0.042,0.163,-94.7789878283152,-94.059405940594
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,1027880,350800,168400,1547080,15.966,1353057,87.5,431509,15.828,-2.63,5.546,6.606,6.772,-7.374,-6.688,-6.609,17.39,-3.471,0,0,0,0,0,0,0,0.024,185430,104130,63000,18300,33948,257210,0.072,0.542,-82.63933376041,-89.8161244695898
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,586360,228100,96800,911260,9.404,864575,94.9,262265,10.114,-11.765,5.186,6.143,6.295,-13.39,-13.233,-13.189,17.095,-5.108,0,0,0,0,5122,43039,0.011,0.018,118860,67860,39000,12000,24066,228455,0.051,0.481,-84.5932094811019,-92.7864214992928
