"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,662310,144200,36300,842810,18.692,724385,85.9,225068,20.09,4.79,2.659,3.187,3.271,1.442,2.824,3.047,8.558,12.625,0,0,0,0,3511,36292,0.007,0.085,163300,93600,0,69700,16347,162582,0.034,0.343,-75.6909992912828,-77.7777777777778
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,112635,22600,6300,141535,3.139,126328,89.3,45931,3.504,12.029,3.455,4.055,4.147,31.811,30.824,30.626,9.503,25.057,0,0,0,0,1197,5908,0.003,0.006,27280,16380,0,10900,3502,19699,0.007,0.042,-97.0233876683203,-95.4248366013072
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,112055,17400,6300,135755,3.011,109192,80.4,38716,3.028,40.236,3.8,4.296,4.371,44.98,38.608,37.708,10.718,41.049,0,0,0,0,0,0,0,0.027,22440,14040,0,8400,2324,19069,0.005,0.04,-97.165131112686,-96.7320261437908
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,56520,19900,3200,79620,1.766,57292,72,21124,1.589,-28.479,1.803,2.142,2.194,-31.211,-30.897,-30.898,4.89,-35.643,0,0,0,0,149,1458,0,0.006,16620,7020,0,9600,625,6371,0.001,0.013,-99.078667611623,-99.3464052287582
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,129840,37100,7000,173940,3.858,138557,79.7,51231,3.843,-15.88,2.354,2.738,2.805,-10.178,-11.657,-11.652,6.368,-16.201,0,0,0,0,108,4933,0,0.012,36620,18720,0,17900,2472,23015,0.005,0.049,-96.5272856130404,-96.7320261437908
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,55725,9900,2900,68525,1.52,56389,82.3,20346,1.564,23.761,3.49,4.058,4.147,33.162,30.928,30.643,9.674,27.309,0,0,0,0,328,2683,0.001,0.001,12990,8190,0,4800,970,10554,0.002,0.022,-98.4408221119773,-98.6928104575163
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,246585,40800,13500,300885,6.673,245671,81.6,88792,6.814,32.221,3.708,4.243,4.327,41.443,36.884,36.297,10.258,34.997,0,0,0,0,721,8770,0.002,0.035,54800,35100,0,19700,4740,36764,0.01,0.077,-94.5428773919206,-93.4640522875817
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,167175,34800,9200,211175,4.684,160235,75.9,66945,4.444,8.668,3.273,3.892,3.991,24.875,25.58,25.707,7.835,3.105,0,0,0,0,1179,5983,0.002,0.009,40200,23400,0,16800,7100,20095,0.015,0.042,-97.0233876683203,-90.1960784313726
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,570410,132700,31400,734510,16.29,614048,83.6,186268,17.03,-0.65,2.394,2.852,2.923,-8.666,-7.989,-7.912,7.892,3.862,0,0,0,0,1888,41934,0.004,0.024,144830,80730,0,64100,9982,148479,0.021,0.313,-77.8171509567682,-86.2745098039216
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,288010,86200,15700,389910,8.648,313175,80.3,101330,8.686,-18.862,2.004,2.373,2.432,-23.561,-23.422,-23.384,6.192,-18.506,0,0,0,0,537,11803,0.001,0.018,82650,40950,0,41700,3946,58673,0.008,0.124,-91.2119064493267,-94.7712418300653
