"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,102455,18100,5400,125955,2.794,107200,85.1,38608,2.973,24.599,3.629,4.237,4.337,38.433,36.704,36.612,10.075,32.593,0,0,0,0,97,4438,0,0.004,22840,14040,0,8800,2123,18133,0.004,0.038,-97.3068745570517,-97.3856209150327
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,179125,46100,9800,235025,5.213,200432,85.3,58689,5.559,-8.456,2.172,2.484,2.531,-17.13,-19.854,-20.264,7.418,-2.372,0,0,0,0,335,10463,0.001,0.025,48040,25740,0,22300,1078,50539,0.002,0.107,-92.4167257264352,-98.6928104575163
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,28145,5400,1400,34945,0.775,26699,76.4,9205,0.74,14.99,2.877,3.399,3.48,9.771,9.677,9.628,8.346,9.831,0,0,0,0,1,782,0,0.001,7280,4680,0,2600,357,3350,0.001,0.007,-99.5038979447201,-99.3464052287582
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,464415,115600,25400,605415,13.427,417627,69,171781,11.583,-6.024,2.534,3.016,3.09,-3.339,-2.69,-2.67,6.16,-18.936,0,0,0,0,422,25261,0.001,0.011,121320,65520,0,55800,5306,44852,0.011,0.095,-93.2671863926293,-92.8104575163399
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,121235,25700,6600,153535,3.405,117831,76.7,49915,3.268,6.914,3.303,4.034,4.15,26.007,30.142,30.731,7.797,2.609,0,0,0,0,559,3882,0.001,0.01,29950,17550,0,12400,6756,18050,0.014,0.038,-97.3068745570517,-90.8496732026144
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,55725,11200,2900,69825,1.549,57034,81.7,21274,1.582,11.172,3.217,3.847,3.947,22.749,24.136,24.327,8.626,13.518,0,0,0,0,432,1607,0.001,0.006,14760,9360,0,5400,2829,11670,0.006,0.025,-98.2282069454288,-96.078431372549
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,148410,37900,7900,194210,4.307,122558,63.1,46157,3.399,-7.963,2.079,2.432,2.487,-20.698,-21.542,-21.672,5.519,-27.364,0,0,0,0,490,2811,0.001,0.012,39360,21060,0,18300,2238,15167,0.005,0.032,-97.7321048901488,-96.7320261437908
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,4320,1500,400,6220,0.138,6272,100.8,1136,0.174,-22.062,1.349,1.717,1.775,-48.53,-44.599,-44.07,7.449,-1.973,0,0,0,0,46,316,0,0.001,700,0,0,700,50,1577,0,0.003,-99.7873848334515,-100
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,3150,1500,400,5050,0.112,4710,93.3,1267,0.131,-39.129,1.455,1.915,1.984,-44.489,-38.229,-37.495,5.409,-28.816,0,0,0,0,1,153,0,0.001,700,0,0,700,12,985,0,0.002,-99.8582565556343,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,-100
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,3508245,808600,192000,4508845,100,3605635,79.968,1243783,100,0,2.621,3.099,3.174,0,0,0,7.599,0,0,0,0,0,12001,169477,0.025,0.294,886680,496080,0,390600,72757,669624,0.153,1.411,0,0
