"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-04-06,"EX",1063987,2.242,911213,2.271,211265,70900,28100,310265,29.161,2.605,32760,23000,0,55760,50310,25500,10300,86110,8.093,244116,88440,155676,22.944,78.68,2.706,7688,0.723,3.252,6621,1067,34574,3.249,9.09,2.692,166278,77838,88440,15.628,7.316,18.248,8.542,6621,1067,0.622,0.1,30339,4235,2.851,0.398,3.33,0.465,4.147,6.464,1.39,32.509,20.696,16.191,21.194,19.621,2021-05-31,2021-08-04,2021-10-07,2022-02-07,2022-10-22,2023-07-07,2021-12-09,2022-07-15,2023-02-18
"GA",2021-04-06,"GA",2701819,5.694,2362643,5.887,532465,180300,73600,786365,29.105,6.603,105300,58400,0,163700,162630,64800,32200,259630,9.609,559141,206743,352398,20.695,71.105,6.198,18418,0.682,3.406,13391,5027,97131,3.595,4.362,7.562,382942,176199,206743,14.173,6.521,16.208,7.458,13391,5027,0.496,0.186,68734,28397,2.544,1.051,2.909,1.202,3.624,3.499,2.937,6.511,8.851,15.964,9.911,6.622,2021-05-31,2021-08-04,2021-10-07,2022-02-07,2022-10-22,2023-07-07,2021-12-09,2022-07-15,2023-02-18
"RI",2021-04-06,"RI",319914,0.674,270788,0.675,50375,21300,7800,79475,24.843,0.667,0,6900,0,6900,4680,7700,3000,15380,4.808,69384,20916,48468,21.688,87.303,0.769,1897,0.593,2.811,1223,674,7651,2.392,-0.984,0.596,45150,24234,20916,14.113,7.575,16.674,8.949,1223,674,0.382,0.211,3945,3706,1.233,1.158,1.457,1.369,2.784,7.027,2.861,-8.29,14.095,-1.039,9.446,23.855,2021-05-31,2021-08-04,2021-10-07,2022-02-07,2022-10-22,2023-07-07,2021-12-09,2022-07-15,2023-02-18
"MD",2021-04-06,"MD",6779888,14.288,5695623,14.193,996765,452500,136100,1585365,23.383,13.312,157950,146700,0,304650,243360,162700,50900,456960,6.74,1194726,407454,787272,17.622,75.36,13.244,50357,0.743,4.4,34089,16268,168652,2.488,13.067,13.131,801090,393636,407454,11.816,5.806,14.065,6.911,34089,16268,0.503,0.24,117888,50764,1.739,0.749,2.07,0.891,4.444,21.116,4.311,-2.049,-7.307,-6.831,-8.368,-5.069,2021-05-31,2021-08-04,2021-10-07,2022-02-07,2022-10-22,2023-07-07,2021-12-09,2022-07-15,2023-02-18
"MC",2021-04-06,"MC",1511251,3.185,1237479,3.084,228875,100800,29400,359075,23.76,3.015,31590,32700,0,64290,49140,36300,9600,95040,6.289,262673,81001,181672,17.381,73.153,2.912,3674,0.243,1.419,3296,378,35143,2.325,-1.983,2.736,171837,90836,81001,11.371,6.011,13.886,7.34,3296,378,0.218,0.025,27994,7149,1.852,0.473,2.262,0.578,1.956,-0.983,0.418,-5.711,-8.571,-5.338,-11.819,-1.717,2021-05-31,2021-08-04,2021-10-07,2022-02-07,2022-10-22,2023-07-07,2021-12-09,2022-07-15,2023-02-18
"NC",2021-04-06,"NC",661197,1.393,552935,1.378,113055,44100,15400,172555,26.097,1.449,17550,14300,0,31850,26910,15900,5700,48510,7.337,134191,47859,86332,20.295,77.767,1.488,12802,1.936,10.546,9274,3528,19389,2.932,137.203,1.51,91025,43166,47859,13.767,6.528,16.462,7.807,9274,3528,1.403,0.534,12565,6824,1.9,1.032,2.272,1.234,11.344,164.638,8.901,99.183,6.82,4.02,6.762,6.736,2021-05-31,2021-08-04,2021-10-07,2022-02-07,2022-10-22,2023-07-07,2021-12-09,2022-07-15,2023-02-18
"PV",2021-04-06,"PV",2220504,4.68,1898123,4.73,314550,148200,52900,515650,23.222,4.33,0,48000,0,48000,38610,53300,22100,114010,5.134,441562,209302,232260,19.886,85.632,4.895,70590,3.179,19.028,59995,10595,80180,3.611,327.035,6.243,325432,116130,209302,14.656,5.23,17.145,6.118,59995,10595,2.702,0.477,65349,14831,2.943,0.668,3.443,0.781,22.602,484.936,10.039,95.042,4.594,-7.479,13.656,-14.487,2021-05-31,2021-08-04,2021-10-07,2022-02-07,2022-10-22,2023-07-07,2021-12-09,2022-07-15,2023-02-18
"CE",2021-04-06,"CE",84202,0.177,66158,0.165,9000,5800,1300,16100,19.121,0.135,1170,1900,0,3070,2340,2100,400,4840,5.748,13813,6543,7270,16.405,85.795,0.153,1197,1.422,9.488,1195,2,2671,3.172,75.839,0.208,10178,3635,6543,12.088,4.317,15.384,5.494,1195,2,1.419,0.002,2636,35,3.131,0.042,3.984,0.053,13.303,82.929,0.055,-55.128,-13.559,-23.729,-6.258,-29.415,2021-05-31,2021-08-04,2021-10-07,2022-02-07,2022-10-22,2023-07-07,2021-12-09,2022-07-15,2023-02-18
"ML",2021-04-06,"ML",87076,0.184,66178,0.165,9000,5800,1200,16000,18.375,0.134,1170,1900,0,3070,2340,2100,400,4840,5.558,11584,6602,4982,13.303,72.4,0.128,383,0.44,3.419,322,61,1287,1.478,15.219,0.1,9093,2491,6602,10.443,2.861,13.74,3.764,322,61,0.37,0.07,1215,72,1.395,0.083,1.836,0.109,3.671,10.054,2.51,453.846,-30.435,-27.174,-19.015,-53.221,2021-05-31,2021-08-04,2021-10-07,2022-02-07,2022-10-22,2023-07-07,2021-12-09,2022-07-15,2023-02-18
"FFAA",2021-04-06,"FFAA",NA,NA,NA,NA,19500,66100,0,85600,NA,0.719,0,30000,0,30000,0,33000,0,33000,NA,54450,44396,10054,NA,63.61,0.604,4205,NA,8.369,4177,28,26385,NA,-4.809,2.054,49423,5027,44396,NA,NA,NA,NA,4177,28,NA,NA,26206,179,NA,NA,NA,NA,9.232,-4.92,0.56,14.744,NA,NA,NA,NA,2021-05-31,2021-08-04,2021-10-07,2022-02-07,2022-10-22,2023-07-07,2021-12-09,2022-07-15,2023-02-18
"ES",2021-04-06,"ES",47450795,100,40129822,100,7633275,3232200,1044000,11909475,25.099,100,1162980,1056500,0,2219480,1835730,1171700,393600,3401030,7.167,9021001,3216419,5804582,19.011,75.746,100,277307,0.584,3.172,227822,49485,1284390,2.707,9.566,100,6118710,2902291,3216419,12.895,6.116,15.247,7.232,227822,49485,0.48,0.104,1026175,258215,2.163,0.544,2.557,0.643,3.867,11.099,1.735,3.869,0,0,0,0,2021-05-31,2021-08-04,2021-10-07,2022-02-07,2022-10-22,2023-07-07,2021-12-09,2022-07-15,2023-02-18
