"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,160955,45400,17800,224155,2.635,181812,81.1,70649,2.658,17.507,6.64,7.753,7.936,31.709,30.064,29.976,17.088,18.547,0,0,0,0,3071,7078,0.006,0.004,19750,17550,0,2200,13180,25070,0.028,0.053,-97.0291479820628,-97.3708920187793
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,369835,115500,41400,526735,6.191,418902,79.5,136454,6.125,8.724,5.05,5.775,5.885,0.179,-3.115,-3.61,15.504,7.562,0,0,0,0,6116,13602,0.013,0.025,61860,56160,0,5700,28204,48826,0.059,0.103,-94.2264573991031,-94.4600938967136
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,45695,13600,4800,64095,0.753,53810,84,18407,0.787,11.767,5.754,6.798,6.959,14.129,14.031,13.98,16.82,16.69,0,0,0,0,57,1933,0,0.001,5380,4680,0,700,3303,5345,0.007,0.011,-99.3834080717489,-99.3427230046948
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,753405,289800,85200,1128405,13.262,915887,81.2,287225,13.391,-7.18,4.236,5.043,5.166,-15.968,-15.404,-15.386,13.509,-6.282,0,0,0,0,18450,27111,0.039,0.011,99710,85410,0,14300,76973,101284,0.162,0.213,-88.0605381165919,-84.7887323943662
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,179735,64500,19800,264035,3.103,206638,78.3,70801,3.021,-2.568,4.685,5.721,5.887,-7.072,-4.022,-3.588,13.673,-5.141,0,0,0,0,1591,1959,0.003,0.01,20750,17550,0,3200,12203,21633,0.026,0.046,-97.4215246636771,-97.5586854460094
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,86145,28200,9700,124045,1.458,105316,84.9,33985,1.54,4.659,5.14,6.146,6.305,1.953,3.106,3.264,15.928,10.501,0,0,0,0,1961,2909,0.004,0.006,10760,9360,0,1400,4666,14397,0.01,0.03,-98.3183856502242,-99.0610328638498
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,275940,94900,30800,401640,4.72,302858,75.4,83422,4.428,0.865,3.757,4.395,4.494,-25.48,-26.273,-26.395,13.639,-5.378,0,0,0,0,5019,13133,0.011,0.012,42140,37440,0,4700,13599,48108,0.029,0.101,-94.3385650224215,-97.2769953051643
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,6660,3700,900,11260,0.132,10121,89.9,3206,0.148,-25.232,3.808,4.846,5.011,-24.476,-18.707,-17.932,12.02,-16.612,0,0,0,0,640,664,0.001,0.001,1370,1170,0,200,665,697,0.001,0.001,-99.9439461883408,-99.906103286385
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,6660,3700,800,11160,0.131,9477,84.9,2409,0.139,-28.715,2.767,3.64,3.773,-45.124,-38.935,-38.209,10.884,-24.495,0,0,0,0,22,403,0,0.001,2540,2340,0,200,30,1562,0,0.003,-99.8318385650224,-100
"20","FUERZAS ARMADAS","FFAA",NA,NA,NA,NA,NA,NA,19500,33100,0,52600,0.618,15777,30,4658,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,52600,19500,0,33100,4658,15777,0.01,0.033,-98.1502242152466,-99.0610328638498
"21","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,5797545,2060500,650400,8508445,100,6839736,80.388,2392202,100,0,5.041,5.961,6.106,0,0,0,14.414,0,0,0,0,0,115969,219643,0.244,0.294,824180,691080,0,133100,505389,846373,1.065,1.784,0,0
