"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN","DOSIS_DIARIAS_ENTREGADAS","DOSIS_DIARIAS_ENTREGADAS_PFIZER","DOSIS_DIARIAS_ENTREGADAS_MODERNA","DOSIS_DIARIAS_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_DIARIAS","PORC_PAUTA_COMPLETA_DIARIA","DOSIS_ADMIN_100HAB_DIARIAS","DOSIS_7D_ENTREGADAS","DOSIS_7D_ENTREGADAS_PFIZER","DOSIS_7D_ENTREGADAS_MODERNA","DOSIS_7D_ENTREGADAS_ASTRA_ZENECA","PAUTA_COMPLETA_7D","DOSIS_ADMIN_7D","PORC_PAUTA_COMPLETA_7D","DOSIS_ADMIN_100HAB_7D","DESV_DOSIS_ADMIN_7D","DESV_PORC_PAUTA_COMPLETA_7D"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,999270,361600,111200,1472070,17.301,1293949,87.9,472276,18.918,-3.009,5.58,6.687,6.864,10.674,12.182,12.425,15.287,6.053,0,0,0,0,16908,35574,0.036,0.085,117250,99450,0,17800,65517,130500,0.138,0.275,-84.585201793722,-87.0422535211268
"2","ARAGON","AR",1329391,1132764,1107658,2.802,2.823,2.827,187515,56800,21700,266015,3.126,220730,83,79780,3.227,11.58,6.001,7.043,7.203,19.038,18.147,17.968,16.604,15.189,0,0,0,0,5417,9304,0.011,0.006,25030,22230,0,2800,12856,25792,0.027,0.054,-96.9730941704036,-97.4647887323944
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,182255,43600,20700,246555,2.898,197725,80.2,77763,2.891,34.968,7.633,8.629,8.78,51.404,44.749,43.81,19.408,34.643,0,0,0,0,1713,4988,0.004,0.027,23160,21060,0,2100,9660,20591,0.02,0.043,-97.5896860986547,-98.1220657276995
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,99810,49900,11100,160810,1.89,132167,82.2,37780,1.932,-23.451,3.225,3.831,3.923,-36.034,-35.741,-35.743,11.281,-21.735,0,0,0,0,1720,6615,0.004,0.006,15270,12870,0,2400,4935,15132,0.01,0.032,-98.2062780269058,-99.0610328638498
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,209400,93000,22900,325300,3.823,254352,78.2,90901,3.719,-16.632,4.178,4.858,4.976,-17.136,-18.5,-18.496,11.689,-18.906,0,0,0,0,3975,6251,0.008,0.012,28000,23400,0,4600,17840,25970,0.038,0.055,-96.9170403587444,-96.4319248826291
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,88485,24800,9700,122985,1.445,97301,79.1,40331,1.423,17.707,6.919,8.044,8.221,37.242,34.939,34.646,16.692,15.804,0,0,0,0,1321,3148,0.003,0.001,10560,9360,0,1200,8953,12195,0.019,0.026,-98.542600896861,-98.2159624413146
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,413895,102400,47700,563995,6.629,456309,80.9,170331,6.671,31.338,7.112,8.139,8.3,41.075,36.528,35.941,19.053,32.182,0,0,0,0,6336,14750,0.013,0.035,54240,49140,0,5100,40571,67002,0.086,0.141,-92.0964125560538,-91.924882629108
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,270135,87400,31000,388535,4.566,291786,75.1,104759,4.266,5.95,5.122,6.091,6.245,1.601,2.174,2.277,14.267,-1.024,0,0,0,0,6403,13167,0.013,0.009,34720,30420,0,4300,18166,37299,0.038,0.079,-95.5717488789238,-96.4319248826291
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,923750,332500,105400,1361650,16.004,1062479,78,379408,15.534,-2.4,4.876,5.809,5.954,-3.273,-2.557,-2.474,13.656,-5.263,0,0,0,0,22642,35109,0.048,0.024,120530,104130,0,16400,118550,147266,0.25,0.31,-82.6233183856502,-76.5258215962441
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,518500,216100,57800,792400,9.313,612340,77.3,227657,8.953,-12.619,4.502,5.332,5.464,-10.71,-10.547,-10.503,12.108,-16.001,0,0,0,0,12607,21945,0.027,0.018,78560,67860,0,10700,50860,81927,0.107,0.173,-90.3026905829596,-89.9530516431925
