"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-01-28,"AN",8464411,17.838,7062213,17.598,324180,0,6800,330980,3.91,18.709,0,0,0,0,79560,0,0,79560,0.94,265620,155612,110008,3.138,80.253,19.032,7644,0.09,2.963,3591,4053,71519,0.845,-14.55,24.466,210616,55004,155612,2.488,0.65,2.982,0.779,3591,4053,0.042,0.048,31708,39811,0.375,0.47,0.449,0.564,1.735,-15.024,7.955,-14.169,6.694,4.883,-1.854,60.099,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"AR",2021-01-28,"AR",1329391,2.802,1132764,2.823,55305,0,1200,56505,4.25,3.194,0,0,0,0,14040,0,0,14040,1.056,49453,35841,13612,3.72,87.52,3.543,1618,0.122,3.382,672,946,11283,0.849,-19.984,3.86,42647,6806,35841,3.208,0.512,3.765,0.601,672,946,0.051,0.071,6208,5075,0.467,0.382,0.548,0.448,1.601,-29.964,16.143,-3.093,26.445,13.99,26.548,26.108,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"AS",2021-01-28,"AS",1018784,2.147,901209,2.246,58235,0,1200,59435,5.834,3.36,0,0,0,0,14040,0,0,14040,1.378,49857,21697,28160,4.894,83.885,3.572,780,0.077,1.589,427,353,9846,0.966,-24.395,3.368,35777,14080,21697,3.512,1.382,3.97,1.562,427,353,0.042,0.035,1430,8416,0.14,0.826,0.159,0.934,1.208,45.473,2.572,-30.1,66.372,56.497,38.54,240.394,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"IB",2021-01-28,"IB",1171543,2.469,986279,2.458,29610,0,600,30210,2.579,1.708,0,0,0,0,7020,0,0,7020,0.599,23540,16950,6590,2.009,77.921,1.687,-63,-0.005,-0.267,-244,181,5435,0.464,-31.255,1.859,20245,3295,16950,1.728,0.281,2.053,0.334,-244,181,-0.021,0.015,3654,1781,0.312,0.152,0.37,0.181,-1.191,-26.316,5.812,-39.566,-31.673,-30.822,-31.834,-30.788,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"CN",2021-01-28,"CN",2175952,4.586,1871033,4.662,64320,0,1300,65620,3.016,3.709,0,0,0,0,18135,0,0,18135,0.833,56385,42657,13728,2.591,85.927,4.04,1732,0.08,3.169,1302,430,10903,0.501,-1.366,3.73,49521,6864,42657,2.276,0.315,2.647,0.367,1302,430,0.06,0.02,5783,5120,0.266,0.235,0.309,0.274,2.7,16.616,6.683,-15.997,-11.906,-19.123,-10.217,-22.414,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"CB",2021-01-28,"CB",582905,1.228,501384,1.249,27645,0,500,28145,4.828,1.591,0,0,0,0,7020,0,0,7020,1.204,21469,19905,1564,3.683,76.28,1.538,559,0.096,2.673,77,482,1489,0.255,3.619,0.509,20687,782,19905,3.549,0.134,4.126,0.156,77,482,0.013,0.083,948,541,0.163,0.093,0.189,0.108,0.374,-16.623,160.667,80.333,25.244,29.56,40,-66.995,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"CL",2021-01-28,"CL",2394918,5.047,2092873,5.215,121395,0,2500,123895,5.173,7.003,0,0,0,0,28080,0,0,28080,1.172,108203,68887,39316,4.518,87.334,7.753,4006,0.167,3.845,3104,902,26041,1.087,-12.752,8.908,88545,19658,68887,3.697,0.821,4.231,0.939,3104,902,0.13,0.038,11679,14362,0.488,0.6,0.558,0.686,3.633,-0.384,4.809,-20.753,53.616,38.756,45.838,102.217,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"CM",2021-01-28,"CM",2045221,4.31,1719964,4.286,82935,0,1700,84635,4.138,4.784,0,0,0,0,21060,0,0,21060,1.03,71484,56228,15256,3.495,84.462,5.122,2962,0.145,4.323,2316,646,17604,0.861,-10.942,6.022,63856,7628,56228,3.122,0.373,3.713,0.443,2316,646,0.113,0.032,11178,6426,0.547,0.314,0.65,0.374,3.763,-13.883,9.252,-5.319,18.84,10.998,23.156,-8.128,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"CT",2021-01-28,"CT",7780479,16.397,6531658,16.276,280250,0,5800,286050,3.677,16.17,0,0,0,0,69030,0,0,69030,0.887,208177,161653,46524,2.676,72.776,14.916,6527,0.084,3.237,1691,4836,40123,0.516,3.357,13.726,184915,23262,161653,2.377,0.299,2.831,0.356,1691,4836,0.022,0.062,19459,20664,0.25,0.266,0.298,0.316,0.923,-8.673,26.246,17.992,-9.032,-1.384,-6.233,-26.355,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"VC",2021-01-28,"VC",5057353,10.658,4269305,10.639,142930,0,2900,145830,2.884,8.243,0,0,0,0,33930,0,0,33930,0.671,109716,91820,17896,2.169,75.236,7.861,1262,0.025,1.164,-382,1644,8279,0.164,-2.851,2.832,100768,8948,91820,1.993,0.177,2.36,0.21,-382,1644,-0.008,0.033,2287,5992,0.045,0.118,0.054,0.14,-0.378,-22.606,22.508,7.634,-26.243,-22.659,-21.381,-56.404,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"EX",2021-01-28,"EX",1063987,2.242,911213,2.271,50975,0,1000,51975,4.885,2.938,0,0,0,0,11700,0,0,11700,1.1,39821,33551,6270,3.743,76.616,2.853,2031,0.191,5.374,2030,1,7782,0.731,13.622,2.662,36686,3135,33551,3.448,0.295,4.026,0.344,2030,1,0.191,0,5285,2497,0.497,0.235,0.58,0.274,5.858,33.157,0.032,-13.299,27.252,31.044,36.016,-27.34,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
