"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"GA",2021-01-28,"GA",2701819,5.694,2362643,5.887,87865,0,1800,89665,3.319,5.069,0,0,0,0,21060,0,0,21060,0.779,74278,42624,31654,2.749,82.839,5.322,1602,0.059,2.204,10,1592,12267,0.454,-9.615,4.196,58451,15827,42624,2.163,0.586,2.474,0.67,10,1592,0,0.059,301,11966,0.011,0.443,0.013,0.506,0.017,-43.633,11.184,-8.222,-6.533,-10.976,-14.675,44.335,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"RI",2021-01-28,"RI",319914,0.674,270788,0.675,14105,0,200,14305,4.472,0.809,0,0,0,0,2340,0,0,2340,0.731,10283,8115,2168,3.214,71.884,0.737,665,0.208,6.914,265,400,1599,0.5,24.63,0.547,9199,1084,8115,2.875,0.339,3.397,0.4,265,400,0.083,0.125,782,817,0.244,0.255,0.289,0.302,2.966,21.617,58.48,27.656,9.347,20.03,13.412,-16.502,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"MD",2021-01-28,"MD",6779888,14.288,5695623,14.193,228075,0,4700,232775,3.433,13.158,0,0,0,0,56160,0,0,56160,0.828,177972,163998,13974,2.625,76.457,12.752,3878,0.057,2.228,2502,1376,35207,0.519,-21.588,12.044,170985,6987,163998,2.522,0.103,3.002,0.123,2502,1376,0.037,0.02,29958,5249,0.442,0.077,0.526,0.092,1.485,-25.294,24.523,9.377,-10.75,-7.909,-0.513,-74.631,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"MC",2021-01-28,"MC",1511251,3.185,1237479,3.084,59225,0,1200,60425,3.998,3.416,0,0,0,0,14040,0,0,14040,0.929,53447,36021,17426,3.537,88.452,3.83,2490,0.165,4.886,1230,1260,12690,0.84,7.406,4.341,44734,8713,36021,2.96,0.577,3.615,0.704,1230,1260,0.081,0.083,5761,6929,0.381,0.458,0.466,0.56,2.827,-2.09,16.906,16.827,20.251,7.253,16.765,42.118,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"NC",2021-01-28,"NC",661197,1.393,552935,1.378,27645,0,500,28145,4.257,1.591,0,0,0,0,7020,0,0,7020,1.062,21007,15413,5594,3.177,74.638,1.505,950,0.144,4.737,694,256,5253,0.794,-4.456,1.797,18210,2797,15413,2.754,0.423,3.293,0.506,694,256,0.105,0.039,3223,2030,0.487,0.307,0.583,0.367,3.962,-6.85,10.075,-0.393,8.04,14.214,8.639,4.187,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"PV",2021-01-28,"PV",2220504,4.68,1898123,4.73,74700,0,1400,76100,3.427,4.302,0,0,0,0,18720,0,0,18720,0.843,51436,37624,13812,2.316,67.59,3.686,586,0.026,1.152,317,269,14572,0.656,-15.9,4.985,44530,6906,37624,2.005,0.311,2.346,0.364,317,269,0.014,0.012,8999,5573,0.405,0.251,0.474,0.294,0.717,-18.782,4.053,-10.789,-21.239,-8.077,-20.907,-23.399,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"CE",2021-01-28,"CE",84202,0.177,66158,0.165,1980,0,200,2180,2.589,0.123,0,0,0,0,0,0,0,0,0,1757,619,1138,2.087,80.596,0.126,-72,-0.086,-3.937,-138,66,212,0.252,-70.515,0.073,1188,569,619,1.411,0.676,1.796,0.86,-138,66,-0.164,0.078,-31,243,-0.037,0.289,-0.047,0.367,-10.407,-112.653,13.121,-48.734,-28.814,-30.508,-44.339,66.502,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"ML",2021-01-28,"ML",87076,0.184,66178,0.165,1980,0,200,2180,2.504,0.123,0,0,0,0,0,0,0,0,0,1713,885,828,1.967,78.578,0.123,0,0,0,0,0,213,0.245,-44.961,0.073,1299,414,885,1.492,0.475,1.963,0.626,0,0,0,0,2,211,0.002,0.242,0.003,0.319,0,0,0,-45.195,-33.152,-33.152,-41.144,16.995,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"FFAA",2021-01-28,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
"ES",2021-01-28,"ES",47450795,100,40129822,100,1733355,0,35700,1769055,3.728,100,0,0,0,0,422955,0,0,422955,0.891,1395618,1010100,385518,2.941,78.891,100,39157,0.083,2.887,19464,19693,292317,0.616,-11.56,100,1202859,192759,1010100,2.535,0.406,2.997,0.48,19464,19693,0.041,0.042,148614,143703,0.313,0.303,0.37,0.358,1.645,-14.146,11.379,-8.716,0,0,0,0,2022-10-04,2023-12-25,2025-03-16,2022-12-12,2024-03-18,2025-06-23,2022-08-28,2023-09-23,2024-10-18
