"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,400230,0,16600,416830,18.787,345648,82.9,117953,18.53,5.318,1.394,1.67,1.714,12.815,14.353,14.601,4.084,3.878
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,68175,0,2900,71075,3.203,65979,92.8,19535,3.537,14.325,1.469,1.725,1.764,18.964,18.074,17.894,4.963,26.252
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,69935,0,2900,72835,3.283,65301,89.7,25710,3.501,52.897,2.524,2.853,2.903,104.303,95.324,94.056,6.41,63.051
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,35460,0,1500,36960,1.666,29366,79.5,7929,1.574,-32.531,0.677,0.804,0.823,-45.208,-44.958,-44.959,2.507,-36.237
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,79530,0,3200,82730,3.729,75334,91.1,20260,4.039,-18.695,0.931,1.083,1.109,-24.622,-25.863,-25.858,3.462,-11.93
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,33495,0,1300,34795,1.568,27989,80.4,7122,1.5,27.705,1.222,1.42,1.452,-1.086,-2.745,-2.957,4.802,22.145
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,149475,0,6200,155675,7.016,138856,89.2,45682,7.444,39.02,1.907,2.183,2.226,54.422,49.445,48.803,5.798,47.489
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,101655,0,4200,105855,4.771,97353,92,27691,5.219,10.694,1.354,1.61,1.651,9.611,10.23,10.341,4.76,21.086
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,345770,0,14300,360070,16.228,285829,79.4,91724,15.323,-1.028,1.179,1.404,1.44,-4.56,-3.852,-3.771,3.674,-6.549
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,175690,0,7000,182690,8.234,172754,94.6,67840,9.261,-22.744,1.341,1.589,1.628,8.597,8.795,8.849,3.416,-13.106
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,62675,0,2500,65175,2.937,56839,87.2,16996,3.047,31.02,1.597,1.865,1.909,29.32,27.704,27.619,5.342,35.892
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,108925,0,4500,113425,5.112,96650,85.2,37572,5.181,-10.22,1.391,1.59,1.62,12.581,8.879,8.322,3.577,-9.002
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,17615,0,600,18215,0.821,15374,84.4,5433,0.824,21.804,1.698,2.006,2.054,37.487,37.369,37.308,4.806,22.247
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,280725,0,11600,292325,13.175,226074,77.3,49470,12.12,-7.788,0.73,0.869,0.89,-40.929,-40.532,-40.52,3.334,-15.177
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,73265,0,3000,76265,3.437,66361,87,16462,3.558,7.921,1.089,1.33,1.369,-11.814,-8.92,-8.507,4.391,11.702
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,33495,0,1300,34795,1.568,29954,86.1,8008,1.606,12.579,1.211,1.448,1.486,-1.95,-0.842,-0.689,4.53,15.242
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,91080,0,3600,94680,4.267,65194,68.9,18773,3.495,-8.819,0.845,0.989,1.011,-31.556,-32.284,-32.396,2.936,-25.314
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1980,0,200,2180,0.098,2104,96.5,895,0.113,-44.49,1.063,1.353,1.399,-13.949,-7.377,-6.493,2.499,-36.436
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1980,0,200,2180,0.098,2383,109.3,1067,0.128,-46.601,1.225,1.612,1.671,-0.798,10.39,11.702,2.737,-30.384
"20","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,2131155,0,87600,2218755,100,1865342,84.072,586122,100,0,1.235,1.461,1.496,0,0,0,3.931,0
