"","NOMBRES","ISO","poblacion","poblacion_mayor_16a","poblacion_mayor_18a","porc_pobl_total","porc_pobl_total_mayor_16a","porc_pobl_total_mayor_18a","DOSIS_ENTREGADAS_PFIZER","DOSIS_ENTREGADAS_ASTRA_ZENECA","DOSIS_ENTREGADAS_MODERNA","DOSIS_ENTREGADAS","PORC_ENTREGADAS_SOBRE_TOTAL","DOSIS_ADMIN","PORC_ADMIN_SOBRE_CCAA","PAUTA_COMPLETA","PORC_ADMIN_SOBRE_TOTAL","DESV_DOSIS_ENTREGADAS","PORC_PAUTA_COMPLETA","PORC_PAUTA_COMPLETA_16a","PORC_PAUTA_COMPLETA_18a","DESV_PORC_PAUTA_COMPLETA","DESV_PORC_PAUTA_COMPLETA_16a","DESV_PORC_PAUTA_COMPLETA_18a","DOSIS_ADMIN_100HAB","DESV_DOSIS_ADMIN"
"1","ANDALUCÍA","AN",8464411,7062213,6880292,17.838,17.598,17.56,244620,0,6800,251420,18.678,174279,69.3,4568,16.987,4.707,0.054,0.065,0.066,63.712,65.943,66.303,2.059,-4.771
"2","ARAGÓN","AR",1329391,1132764,1107658,2.802,2.823,2.827,41265,0,1200,42465,3.155,33734,79.4,623,3.288,12.586,0.047,0.055,0.056,42.163,41.099,40.884,2.538,17.365
"3","ASTURIAS","AS",1018784,901209,885646,2.147,2.246,2.26,44195,0,1200,45395,3.372,36054,79.4,1687,3.514,57.072,0.166,0.187,0.19,402.324,380.247,377.129,3.539,63.679
"4","BALEARES","IB",1171543,986279,962979,2.469,2.458,2.458,22590,0,600,23190,1.723,15697,67.7,167,1.53,-30.225,0.014,0.017,0.017,-56.758,-56.56,-56.561,1.34,-38.03
"5","CANARIAS","CN",2175952,1871033,1826681,4.586,4.662,4.662,46185,0,1300,47485,3.528,43599,91.8,339,4.25,-23.079,0.016,0.018,0.019,-52.739,-53.517,-53.514,2.004,-7.328
"6","CANTABRIA","CB",582905,501384,490593,1.228,1.249,1.252,20625,0,500,21125,1.569,19473,92.2,0,1.898,27.797,0,0,0,-100,-100,-100,3.341,54.51
"7","CASTILLA Y LEÓN","CL",2394918,2092873,2052189,5.047,5.215,5.238,93315,0,2500,95815,7.118,74350,77.6,633,7.247,41.034,0.026,0.03,0.031,-19.82,-22.405,-22.738,3.104,43.586
"8","CASTILLA-LA MANCHA","CM",2045221,1719964,1677600,4.31,4.286,4.282,61875,0,1700,63575,4.723,48755,76.7,195,4.752,9.58,0.01,0.011,0.012,-71.077,-70.914,-70.884,2.384,10.256
"9","CATALUNYA","CT",7780479,6531658,6371794,16.397,16.276,16.263,211220,0,5800,217020,16.122,162830,75,913,15.871,-1.676,0.012,0.014,0.014,-64.403,-64.139,-64.109,2.093,-3.205
"10","C. VALENCIANA","VC",5057353,4269305,4166256,10.658,10.639,10.633,109000,0,2900,111900,8.313,99932,89.3,1737,9.741,-22.003,0.034,0.041,0.042,4.19,4.38,4.432,1.976,-8.609
"11","EXTREMADURA","EX",1063987,911213,890260,2.242,2.271,2.272,39275,0,1000,40275,2.992,30941,76.8,254,3.016,33.451,0.024,0.028,0.029,-27.582,-28.486,-28.534,2.908,34.5
"12","GALICIA","GA",2701819,2362643,2318629,5.694,5.887,5.918,66805,0,1800,68605,5.097,59104,86.2,1197,5.761,-10.492,0.044,0.051,0.052,34.397,29.978,29.313,2.188,1.177
"13","LA RIOJA","RI",319914,270788,264502,0.674,0.675,0.675,11765,0,200,11965,0.889,8335,69.7,44,0.812,31.879,0.014,0.016,0.017,-58.277,-58.313,-58.332,2.605,20.502
"14","C. MADRID","MD",6779888,5695623,5559762,14.288,14.193,14.19,171915,0,4700,176615,13.12,129194,73.2,812,12.593,-8.171,0.012,0.014,0.015,-63.668,-63.425,-63.417,1.906,-11.866
"15","REGIÓN DE MURCIA","MC",1511251,1237479,1202767,3.185,3.084,3.07,45185,0,1200,46385,3.446,39142,84.4,1522,3.815,8.191,0.101,0.123,0.127,205.513,215.538,216.967,2.59,19.792
"16","NAVARRA","NC",661197,552935,539029,1.393,1.378,1.376,20625,0,500,21125,1.569,14559,68.9,503,1.419,12.66,0.076,0.091,0.093,130.775,133.383,133.742,2.202,1.841
"17","EUSKADI","PV",2220504,1898123,1856299,4.68,4.73,4.738,55980,0,1400,57380,4.263,33523,58.4,390,3.268,-8.917,0.018,0.021,0.021,-46.72,-47.287,-47.374,1.51,-30.174
"18","CEUTA","CE",84202,66158,63983,0.177,0.165,0.163,1980,0,200,2180,0.162,1110,50.9,29,0.108,-8.503,0.034,0.044,0.045,4.478,12.458,13.531,1.318,-39.029
"19","MELILLA","ML",87076,66178,63854,0.184,0.165,0.163,1980,0,200,2180,0.162,1326,60.8,29,0.129,-11.984,0.033,0.044,0.045,1.03,12.424,13.76,1.523,-29.568
"20","ESPAÑA","ES",47450795,40129822,39180773,100,84.571,82.571,1310400,0,35700,1346100,100,1025937,76.216,15642,100,0,0.033,0.039,0.04,0,0,0,2.162,0
