"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"AN",2021-03-08,"AN",8464411,17.838,7062213,17.598,739530,208600,73300,1021430,12.067,18.292,0,0,0,0,77220,64400,37000,178620,2.11,933763,422355,511408,11.032,91.417,19.816,18523,0.219,2.024,14638,3885,163864,1.936,2.088,18.563,678059,255704,422355,8.011,3.021,9.601,3.621,14638,3885,0.173,0.046,136899,26965,1.617,0.319,1.938,0.382,2.206,0.507,1.543,10.949,11.089,2.545,14.198,3.601,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"AR",2021-03-08,"AR",1329391,2.802,1132764,2.823,130185,32700,12600,175485,13.2,3.143,0,0,0,0,17550,10100,6300,33950,2.554,153194,52814,100380,11.524,87.297,3.251,854,0.064,0.561,635,219,23072,1.736,-1.75,2.614,103004,50190,52814,7.748,3.775,9.093,4.431,635,219,0.048,0.016,19704,3368,1.482,0.253,1.739,0.297,0.62,-1.662,0.438,-2.263,16.024,12.17,10.449,29.458,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"AS",2021-03-08,"AS",1018784,2.147,901209,2.246,128435,25200,12700,166335,16.327,2.979,0,0,0,0,16380,7800,6400,30580,3.002,133011,43819,89192,13.056,79.966,2.823,1427,0.14,1.084,1125,302,15882,1.559,-7.128,1.799,88415,44596,43819,8.678,4.377,9.811,4.948,1125,302,0.11,0.03,10501,5381,1.031,0.528,1.165,0.597,1.289,-11.421,0.682,2.593,31.486,38.752,23.706,50.103,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"IB",2021-03-08,"IB",1171543,2.469,986279,2.458,65880,28800,6500,101180,8.636,1.812,0,0,0,0,9360,8900,3300,21560,1.84,84205,35355,48850,7.188,83.223,1.787,3202,0.273,3.953,3038,164,22863,1.952,8.814,2.59,59780,24425,35355,5.103,2.085,6.061,2.476,3039,164,0.259,0.014,20388,2475,1.74,0.211,2.067,0.251,5.356,10.66,0.676,-4.292,-27.623,-26.61,-27.256,-28.498,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"CN",2021-03-08,"CN",2175952,4.586,1871033,4.662,148560,53700,14300,216560,9.952,3.878,0,0,0,0,18720,16600,7300,42620,1.959,175271,65419,109852,8.055,80.934,3.72,2490,0.114,1.441,2382,108,29151,1.34,-0.106,3.302,120345,54926,65419,5.531,2.524,6.432,2.936,2381,108,0.109,0.005,25671,3480,1.18,0.16,1.372,0.186,2.018,-0.264,0.197,1.045,-18.884,-15.438,-21.155,-13.443,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"CB",2021-03-08,"CB",582905,1.228,501384,1.249,62745,14300,5900,82945,14.23,1.485,0,0,0,0,7020,4400,3000,14420,2.474,68014,26010,42004,11.668,81.999,1.443,486,0.083,0.72,405,81,8870,1.522,-4.644,1.005,47012,21002,26010,8.065,3.603,9.376,4.189,405,81,0.069,0.014,8301,569,1.424,0.098,1.656,0.113,0.869,-5.509,0.387,10.058,17.508,20.928,14.968,23.56,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"CL",2021-03-08,"CL",2394918,5.047,2092873,5.215,285195,59000,27300,371495,15.512,6.653,0,0,0,0,38610,18200,13800,70610,2.948,306277,106975,199302,12.789,82.444,6.5,4168,0.174,1.38,3542,626,48798,2.038,0.478,5.528,206626,99651,106975,8.628,4.161,9.873,4.761,3543,626,0.148,0.026,39093,9705,1.632,0.405,1.868,0.464,1.745,-0.02,0.632,2.546,28.789,31.821,22.994,42.695,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"CM",2021-03-08,"CM",2045221,4.31,1719964,4.286,190575,50400,18600,259575,12.692,4.649,0,0,0,0,23400,15600,9400,48400,2.366,201466,56244,145222,9.851,77.614,4.275,1917,0.094,0.961,1700,217,38527,1.884,2.709,4.365,128855,72611,56244,6.3,3.55,7.492,4.222,1700,217,0.083,0.011,34648,3879,1.694,0.19,2.014,0.226,1.337,4.192,0.3,-8.901,-0.812,7.865,-10.192,21.742,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"CT",2021-03-08,"CT",7780479,16.397,6531658,16.276,651140,191900,63400,906440,11.65,16.233,0,0,0,0,80730,59200,32000,171930,2.21,774027,368115,405912,9.948,85.392,16.426,13078,0.168,1.719,9754,3324,123700,1.59,0.803,14.013,571071,202956,368115,7.34,2.609,8.743,3.107,9754,3324,0.125,0.043,108853,14847,1.399,0.191,1.667,0.227,1.738,-1.56,1.665,22.328,0.177,-1,4.633,-10.528,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"VC",2021-03-08,"VC",5057353,10.658,4269305,10.639,340660,124700,31700,497060,9.828,8.902,0,0,0,0,52650,38500,16000,107150,2.119,394021,167867,226154,7.791,79.27,8.362,2,0,0.001,1,1,70516,1.394,-4.653,7.988,280944,113077,167867,5.555,2.236,6.581,2.649,1,1,0,0,59455,11061,1.176,0.219,1.393,0.259,0,-5.129,0.001,-2.02,-21.543,-16.476,-20.813,-23.32,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
