"ccaa","fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
"EX",2021-03-08,"EX",1063987,2.242,911213,2.271,115325,26200,10900,152425,14.326,2.73,0,0,0,0,12870,8100,5500,26470,2.488,129802,38938,90864,12.2,85.158,2.755,1537,0.144,1.198,785,752,18796,1.767,1.446,2.129,84370,45432,38938,7.93,4.27,9.259,4.986,785,752,0.074,0.071,12656,6140,1.189,0.577,1.389,0.674,0.939,-1.983,1.683,9.33,22.881,21.766,13.043,46.433,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"GA",2021-03-08,"GA",2701819,5.694,2362643,5.887,222415,66700,19900,309015,11.437,5.534,0,0,0,0,43290,20600,10100,73990,2.739,270942,120428,150514,10.028,87.679,5.75,5109,0.189,1.922,2877,2232,53147,1.967,-1.261,6.021,195685,75257,120428,7.243,2.785,8.282,3.185,2878,2232,0.107,0.083,36781,16366,1.361,0.606,1.557,0.693,1.493,-7.173,3.056,15.245,0.983,-2.81,3.25,-4.492,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"RI",2021-03-08,"RI",319914,0.674,270788,0.675,31655,7800,2700,42155,13.177,0.755,0,0,0,0,3510,2400,1300,7210,2.254,34780,12804,21976,10.872,82.505,0.738,488,0.153,1.423,268,220,7394,2.311,3.63,0.838,23792,10988,12804,7.437,3.435,8.786,4.058,268,220,0.084,0.069,5611,1783,1.754,0.557,2.072,0.658,1.139,0.7,2.043,14.075,9.496,12.018,6.016,17.798,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"MD",2021-03-08,"MD",6779888,14.288,5695623,14.193,529935,167200,51300,748435,11.039,13.403,0,0,0,0,65520,51600,25900,143020,2.109,643424,284894,358530,9.49,85.969,13.654,14895,0.22,2.37,14445,450,170825,2.52,-1.968,19.352,464159,179265,284894,6.846,2.644,8.149,3.147,14446,450,0.213,0.007,166765,4060,2.46,0.06,2.928,0.071,3.212,-1.615,0.252,-14.544,-4.437,-6.194,-2.409,-9.328,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"MC",2021-03-08,"MC",1511251,3.185,1237479,3.084,134105,37200,13400,184705,12.222,3.308,0,0,0,0,12870,11500,6800,31170,2.063,147188,44490,102698,9.739,79.688,3.124,3329,0.22,2.314,3269,60,23824,1.576,6.648,2.699,95839,51349,44490,6.342,3.398,7.745,4.149,3269,60,0.216,0.004,22708,1116,1.503,0.074,1.835,0.09,3.531,7.23,0.117,-3.959,-1.915,3.862,-9.594,16.529,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"NC",2021-03-08,"NC",661197,1.393,552935,1.378,62745,16200,5900,84845,12.832,1.519,0,0,0,0,7020,5000,3000,15020,2.272,73784,25302,48482,11.159,86.963,1.566,1845,0.279,2.565,1655,190,13087,1.979,5.007,1.483,49543,24241,25302,7.493,3.666,8.96,4.384,1655,190,0.25,0.029,10565,2522,1.598,0.381,1.911,0.456,3.456,5.83,0.79,1.694,12.419,9.045,6.814,25.72,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"PV",2021-03-08,"PV",2220504,4.68,1898123,4.73,177660,54800,16000,248460,11.189,4.45,0,0,0,0,29250,16900,8100,54250,2.443,175424,66728,108696,7.9,70.605,3.723,6490,0.292,3.842,5858,632,47795,2.152,11.164,5.414,121076,54348,66728,5.453,2.448,6.379,2.863,5858,632,0.264,0.028,40939,6856,1.844,0.309,2.157,0.361,5.084,12.699,1.177,2.804,-20.449,-4.915,-22.267,-16.049,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"CE",2021-03-08,"CE",84202,0.177,66158,0.165,5490,2200,600,8290,9.845,0.148,0,0,0,0,1170,700,200,2070,2.458,7634,3998,3636,9.066,92.087,0.162,177,0.21,2.374,97,80,1361,1.616,14.949,0.154,5816,1818,3998,6.907,2.159,8.791,2.748,96,80,0.114,0.095,679,682,0.806,0.81,1.026,1.031,1.678,16.467,4.603,13.289,-8.475,-16.384,-1.54,-25.96,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"ML",2021-03-08,"ML",87076,0.184,66178,0.165,4320,2200,600,7120,8.177,0.128,0,0,0,0,1170,700,200,2070,2.377,5964,2660,3304,6.849,83.764,0.127,187,0.215,3.237,62,125,1254,1.44,17.526,0.142,4312,1652,2660,4.952,1.897,6.516,2.496,62,125,0.071,0.144,869,385,0.998,0.442,1.313,0.582,1.459,7.683,8.186,48.077,-30.978,-30.435,-29.408,-34.945,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"FFAA",2021-03-08,"FFAA",NA,NA,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
"ES",2021-03-08,"ES",47450795,100,40129822,100,4026555,1169800,387600,5583955,11.768,100,0,0,0,0,518310,361200,195600,1075110,2.266,4712191,1945215,2766976,9.931,84.388,100,80205,0.169,1.732,66537,13668,882726,1.86,0.638,100,3328703,1383488,1945215,7.015,2.916,8.295,3.448,66537,13668,0.14,0.029,761086,121640,1.604,0.256,1.897,0.303,2.04,-0.269,0.998,6.707,0,0,0,0,2021-06-16,2021-09-11,2021-12-07,2023-03-18,2024-09-15,2026-03-16,2022-11-11,2024-02-16,2025-05-23
